Gene = Samuel
index = 1468
Annotated 5SS: [10587 11676 31483 36334 37056 38004]
Annotated 3SS: [11518 30728 35862 36574 37310 52345]
SMsplice 5SS: [  454 11676 31483 36334 37056 38004]
SMsplice 3SS: [11518 30728 35862 36574 37310 52345]
top_k =  1000
Partition function (log Z): -5.948847606983219

Sorted 5' Splice Sites (High to Low Probability):
Position 11676: 0.9985747212577872
Position 36334: 0.9481706847681726
Position 38004: 0.899230342554275
Position 31483: 0.8409508968372938
Position 2077: 0.7995091541537623
Position 37056: 0.7925255098643729
Position 2925: 0.5696102239671578
Position 1762: 0.5131885399816092
Position 454: 0.4873242484169867
Position 2600: 0.4816620997754535
Position 1208: 0.4538271427431551
Position 95: 0.419836007858669
Position 38138: 0.3885087736349996
Position 49857: 0.18661487793209441
Position 36810: 0.1548431928704074
Position 2819: 0.12307407847997655
Position 30932: 0.11706619749614515
Position 37236: 0.10906591915540965
Position 17347: 0.06949651941769545
Position 3436: 0.06338958020021085
Position 3739: 0.06061803457667138
Position 3849: 0.0476592274239328
Position 647: 0.04446820332110955
Position 867: 0.035084114985365115
Position 2507: 0.034691017887802725
Position 36415: 0.030618927259165443
Position 1100: 0.028904127192075333
Position 280: 0.025751877614517724
Position 233: 0.02363798693594465
Position 4228: 0.020433935755951337
Position 38161: 0.01941118531316519
Position 3369: 0.01862717092016428
Position 312: 0.018474438486169167
Position 722: 0.016061771114300336
Position 3853: 0.014046206036504885
Position 1500: 0.012617380369681835
Position 304: 0.012613023746493897
Position 643: 0.012039506935933779
Position 36310: 0.01201873054087545
Position 36087: 0.010239948696006865
Position 2366: 0.008752708590568094
Position 2337: 0.007485482772880217
Position 316: 0.0072355180928706546
Position 37187: 0.007083627871527416
Position 276: 0.006565566197151438
Position 37858: 0.006450958841287864
Position 5052: 0.006327899264019389
Position 272: 0.0059879630180421865
Position 274: 0.005467045199740803
Position 2524: 0.005446866539645579
Position 2480: 0.005372697046326387
Position 2056: 0.0052266123445060516
Position 954: 0.0042680728823973274
Position 308: 0.004249717445685695
Position 1944: 0.004187630580794235
Position 36532: 0.0036920069191137073
Position 2489: 0.0033442993204153395
Position 270: 0.0029983015649963384
Position 12043: 0.002725960098640973
Position 37943: 0.0025056132214227823
Position 1774: 0.002494187684808087
Position 37932: 0.0021913115386340944
Position 36832: 0.001893922549245343
Position 1368: 0.001806286292804615
Position 36819: 0.0015371780064636908
Position 3254: 0.0015370277286879408
Position 1987: 0.0013822767523633782
Position 4500: 0.001162167106541105
Position 1038: 0.0010540927176841558
Position 811: 0.0010435451891753957
Position 2604: 0.0010196513889901605
Position 2355: 0.001015514314732767
Position 1784: 0.0009505621853447864
Position 979: 0.0009485832929416979
Position 243: 0.0008339064914255937
Position 813: 0.0007407719794822191
Position 752: 0.0006842214087451982
Position 36834: 0.0006344795228968914
Position 595: 0.0006177073370668737
Position 37968: 0.0005670677431109351
Position 37073: 0.0004946667649029934
Position 800: 0.0004911875855870262
Position 2457: 0.0004907871761782634
Position 2241: 0.00048071899751347524
Position 258: 0.00046369043336426076
Position 526: 0.00043283409324103707
Position 37956: 0.00040142685079976276
Position 2334: 0.00037148352239095984
Position 607: 0.00031331659188183657
Position 165: 0.0002738909327005603
Position 37958: 0.00023864352700030155
Position 36868: 0.00023004301840944707
Position 1076: 0.0002180142438561504
Position 310: 0.00018892535103881444
Position 36786: 0.00017401033836452094
Position 973: 0.00017112986833962688
Position 37158: 0.0001678292533668729
Position 2466: 0.0001556611597979135
Position 1456: 0.00014967865931641563
Position 4420: 0.00014898114223444012
Position 1017: 0.00014372056487852854
Position 653: 0.0001422187465636786
Position 278: 0.00013339651546878266
Position 284: 0.00012517753770890973
Position 36790: 0.00011872430115724145
Position 1766: 0.0001120968375769
Position 4317: 0.00010565679151684319
Position 1238: 0.00010070756251092247
Position 1322: 8.519568643500805e-05
Position 3125: 8.271984851722048e-05
Position 26: 8.066558344546841e-05
Position 743: 7.939148288712493e-05
Position 695: 7.686162002892621e-05
Position 36961: 7.28811101036438e-05
Position 775: 7.24452695626936e-05
Position 206: 6.872001667342103e-05
Position 726: 5.460518166632009e-05
Position 37372: 5.012751850000979e-05
Position 4270: 4.040502493854948e-05
Position 2513: 3.807367527310285e-05
Position 198: 3.505817028852807e-05
Position 4468: 3.4492090223373106e-05
Position 2837: 3.395035119436865e-05
Position 350: 3.135956582354946e-05
Position 4265: 3.110102156530748e-05
Position 61: 3.0447513990770933e-05
Position 1399: 3.0196487136856542e-05
Position 4261: 2.80350966411684e-05
Position 45013: 2.175262287324893e-05
Position 1042: 1.978931980253846e-05
Position 302: 1.914757068807225e-05
Position 1029: 1.9094768438143592e-05
Position 885: 1.8890576219878494e-05
Position 46431: 1.5360864861691366e-05
Position 36823: 1.4617747450087537e-05
Position 2032: 1.3360007465782782e-05
Position 36826: 1.3116517562451377e-05
Position 139: 1.1111067939613632e-05
Position 4: 1.1077643627558838e-05
Position 32: 9.859753901744604e-06
Position 833: 9.438071002173623e-06
Position 45713: 7.073608257729277e-06
Position 2104: 6.91745902020579e-06
Position 38517: 5.4831260065020125e-06
Position 40073: 4.7732244403343654e-06
Position 183: 3.126256130551158e-06
Position 43920: 2.0165713748862735e-06
Position 169: 1.5345023259264742e-06
