Gene = Mul1
index = 1293
Annotated 5SS: [ 183  831 1097]
Annotated 3SS: [ 246  888 1363]
SMsplice 5SS: [ 183  831 1097]
SMsplice 3SS: [ 246  888 1363]
top_k =  1000
Partition function (log Z): 2.7839972552020873

Sorted 5' Splice Sites (High to Low Probability):
Position 183: 0.9807941322165934
Position 831: 0.947040645057747
Position 1097: 0.9443553210648528
Position 385: 0.04562936191430239
Position 1073: 0.03135054944239893
Position 1310: 0.01820662453777463
Position 1557: 0.01364928735444325
Position 1523: 0.011054071395044822
Position 838: 0.006602900094187597
Position 1515: 0.004969934793879797
Position 835: 0.004640376184628984
Position 804: 0.0041471953552841955
Position 1070: 0.0034448306098308523
Position 427: 0.002648006008380361
Position 325: 0.002311861014500215
Position 1305: 0.0018757263537976098
Position 174: 0.0018411666679898813
Position 1521: 0.001029958853698525
Position 146: 0.0007063409332303594
Position 1902: 0.0006649245489513978
Position 1263: 0.000627036546266188
Position 187: 0.0005934533147432967
Position 1935: 0.0005901856138619833
Position 574: 0.0005015379921175648
Position 1075: 0.00032663721998936316
Position 1156: 0.0002650772780868256
Position 1183: 0.00022843594247192548
Position 1446: 0.00019883822096352207
Position 673: 0.0001682408553436363
Position 468: 0.00015306806184070022
Position 524: 0.0001398889305705803
Position 1775: 0.0001330081236627526
Position 1921: 0.00011374409000342794
Position 1543: 0.00010695336920630666
Position 1436: 0.00010140877305363764
Position 640: 7.349083128001707e-05
Position 1268: 7.168680216859452e-05
Position 707: 6.475107950533995e-05
Position 406: 5.8668750033456134e-05
Position 1585: 5.846649035950817e-05
Position 1315: 4.4861880570766596e-05
Position 1939: 4.300964376185354e-05
Position 571: 4.27535332275008e-05
Position 509: 3.377106983373261e-05
Position 340: 3.33527798345644e-05
Position 383: 3.1108902094766156e-05
Position 504: 3.062023335272143e-05
Position 28: 2.994828007495341e-05
Position 1388: 2.843886695028568e-05
Position 1443: 2.467757489519474e-05
Position 1790: 2.4301935948707287e-05
Position 1051: 2.2482764986772976e-05
Position 1038: 2.2323177173753478e-05
Position 1035: 2.1448649371898297e-05
Position 1014: 2.1250199218840112e-05
