Gene = Cpr76Bc
index = 1103
Annotated 5SS: [ 447 2433]
Annotated 3SS: [2291 5077]
SMsplice 5SS: [447]
SMsplice 3SS: [5077]
top_k =  1000
Partition function (log Z): -10.789722097493174

Sorted 5' Splice Sites (High to Low Probability):
Position 447: 0.6566938529453241
Position 2433: 0.43635875964144216
Position 4536: 0.32244297142397
Position 5016: 0.2191483096729505
Position 3884: 0.19245093732016083
Position 2437: 0.14004755017290418
Position 2551: 0.13318060294994633
Position 1246: 0.08683934726430506
Position 1230: 0.06775525209931793
Position 2201: 0.0609889881756464
Position 3890: 0.04375226795098379
Position 3391: 0.04186997751559512
Position 4190: 0.031885966593403425
Position 383: 0.031196080692589622
Position 2124: 0.018928641948527173
Position 5216: 0.01812389270589595
Position 1965: 0.016352417151727625
Position 5267: 0.016130809957628976
Position 1388: 0.015590319375695022
Position 4385: 0.015314790451227052
Position 135: 0.015060920712553444
Position 2167: 0.013312385521725048
Position 4897: 0.011407414270331819
Position 2178: 0.01121893690506683
Position 487: 0.010743154540761761
Position 3636: 0.009923285554924504
Position 1127: 0.009728820877054645
Position 1449: 0.009239102524488492
Position 749: 0.00923707589230883
Position 2027: 0.009220777619533346
Position 1372: 0.008516063788345659
Position 5946: 0.00767886917608574
Position 4992: 0.007209813295852169
Position 4645: 0.007096307934890634
Position 1302: 0.0068609057368428875
Position 2575: 0.0057278699577730284
Position 6196: 0.004749585455407311
Position 5489: 0.004369345569082107
Position 2470: 0.004345104186084925
Position 4445: 0.00415175121727653
Position 2128: 0.00406520117306553
Position 179: 0.0037931106886979976
Position 902: 0.003764421941055461
Position 477: 0.0035814662652577404
Position 1405: 0.0035335983136247067
Position 1375: 0.0032642487731566376
Position 583: 0.002944043879182979
Position 4486: 0.0027800937095346975
Position 4208: 0.0027526017320975726
Position 2067: 0.0027311678036700837
Position 3849: 0.0027072290813734134
Position 1920: 0.0025441862945224853
Position 4522: 0.0024479790534821517
Position 232: 0.0023825396105299603
Position 389: 0.002338815304529066
Position 4218: 0.002188088508293871
Position 2630: 0.0020132886982826255
Position 3461: 0.00185463817150384
Position 466: 0.0017906470501408487
Position 2539: 0.0017003423452235408
Position 6208: 0.0012797221347863861
Position 2077: 0.0012622390690267202
Position 170: 0.00126079406287772
Position 2417: 0.0011335930537403039
Position 2196: 0.0010949776902232718
Position 245: 0.0010589805842646709
Position 254: 0.0010143074918657624
Position 5186: 0.0009896427130493173
Position 163: 0.0009853976602524996
Position 4295: 0.0009782603544609665
Position 6201: 0.0009443752911283912
Position 4225: 0.0009127647715768493
Position 2965: 0.0009056519212013922
Position 103: 0.0008874346345842452
Position 5310: 0.0008665934052110853
Position 1769: 0.0008515319646678214
Position 1198: 0.0008036958762878536
Position 2364: 0.0007684852405011206
Position 5175: 0.0007170569728968899
Position 142: 0.000669801881274224
Position 4584: 0.0005403382589562781
Position 2905: 0.0005165243057974827
Position 2795: 0.0005085035871079785
Position 3195: 0.0004763339354709937
Position 107: 0.00039631778051567594
Position 2515: 0.0003858556460815493
Position 367: 0.0003632650427977081
Position 440: 0.000359148328507155
Position 4134: 0.00034337474356628387
Position 1171: 0.0003396084475723619
Position 4121: 0.0003369347960556408
Position 417: 0.00033332050938427306
Position 1160: 0.0003190364478992222
Position 3027: 0.0003070859499738367
Position 361: 0.0003054343456630411
Position 1937: 0.00030309011355131494
Position 235: 0.00029643515457756473
Position 1755: 0.00027433866875716255
Position 45: 0.00025171374642511267
Position 1977: 0.00024164189478048854
Position 481: 0.00023764859307479636
Position 128: 0.0002023328226039729
Position 2496: 0.0001801649929459309
Position 848: 0.0001760443761566906
Position 1270: 0.0001659829212777517
Position 740: 0.00015904963724511415
Position 309: 0.00015788002510456076
Position 1893: 0.00013976353733244115
Position 4176: 0.00013081607686362366
