Gene = lama
index = 1756
Annotated 5SS: [  230  8296 10087 10268]
Annotated 3SS: [ 8239  9422 10150 10327]
SMsplice 5SS: [  230 10087 10268]
SMsplice 3SS: [ 9422 10150 10327]
top_k =  1000
Partition function (log Z): 1.7344225163482165

Sorted 5' Splice Sites (High to Low Probability):
Position 10268: 0.9998315178958534
Position 10087: 0.9721735221715805
Position 8296: 0.7405612033148282
Position 2245: 0.44400465126726735
Position 230: 0.44393491574422295
Position 1309: 0.40782834033260895
Position 9232: 0.36020850901011514
Position 105: 0.16378970789241518
Position 10743: 0.11640913143722278
Position 4605: 0.06939534847052328
Position 2249: 0.04059452020757333
Position 374: 0.037420460988002786
Position 9497: 0.032840700723045416
Position 2577: 0.027739666299040604
Position 4454: 0.02402964504465189
Position 11904: 0.022298377185556446
Position 12039: 0.01856370297451598
Position 189: 0.018170937635430928
Position 4508: 0.01662933037804725
Position 9986: 0.0156839865014325
Position 11924: 0.013643813957337861
Position 303: 0.013403472144950782
Position 9504: 0.01098575155640798
Position 3981: 0.010602942975551468
Position 1394: 0.007792580424307792
Position 1130: 0.005797854201737787
Position 11151: 0.00531233416496552
Position 10811: 0.003969305271029771
Position 1609: 0.0030596102734819987
Position 2094: 0.0029644974256785527
Position 11942: 0.0026117334525644375
Position 12189: 0.002355430448712117
Position 3213: 0.0022927335878396254
Position 1357: 0.0022774924901054314
Position 11037: 0.0020954419157150623
Position 2069: 0.0018173151457467245
Position 331: 0.001795809412323357
Position 11915: 0.001533610078768301
Position 2949: 0.0014011381339358547
Position 235: 0.0013930051823081823
Position 389: 0.0013402763405885461
Position 164: 0.0009637500735971309
Position 97: 0.0008061564312750453
Position 2517: 0.0007673344954386416
Position 4514: 0.0007523577958679876
Position 12132: 0.0006646055412260039
Position 5302: 0.0006593133786270571
Position 4153: 0.0006367777968218757
Position 10639: 0.0006336840466544474
Position 11715: 0.0006043339291383922
Position 581: 0.0005997551720778975
Position 10780: 0.0005762380070719314
Position 1675: 0.0005509293362270618
Position 11001: 0.0004979849135862783
Position 2977: 0.0004961907253106372
Position 2707: 0.00042796596673484207
Position 667: 0.0003831215852301741
Position 1002: 0.0003780206871945369
Position 1000: 0.0003579347475068835
Position 998: 0.0003323894333069876
Position 751: 0.0003264269420086693
Position 1004: 0.0003013426267951334
Position 2193: 0.0002821234009279799
Position 1006: 0.00027526944473730343
Position 994: 0.0002738839396980621
Position 3935: 0.0002715613362632316
Position 12087: 0.00026298406818191954
Position 4124: 0.00025994918254935735
Position 10864: 0.00025722471277781834
Position 10953: 0.00025320952415666204
Position 4493: 0.00025029352112444065
Position 11477: 0.00021172768247390268
Position 2934: 0.00021104624633864287
Position 1008: 0.00019445129623942391
Position 1059: 0.00019144721537432818
Position 12193: 0.00019001348447454867
Position 10857: 0.0001854804050838968
Position 12200: 0.00016011862900179626
Position 401: 0.00014556241092501435
Position 996: 0.0001334467517543767
Position 1010: 0.0001289304797815415
Position 884: 0.00012700184819345225
Position 599: 0.00011104806548180532
Position 2972: 0.00010763293583119183
Position 2551: 9.11378695074613e-05
Position 1105: 8.772346260756985e-05
Position 10751: 8.598389395000951e-05
Position 57: 8.403475288891774e-05
Position 11465: 8.37199292154825e-05
Position 10259: 7.755908431354042e-05
Position 11469: 7.593446113925335e-05
Position 2047: 7.160148435337817e-05
Position 1492: 6.713951673791764e-05
Position 10262: 6.196411819353294e-05
Position 1581: 6.126784523973146e-05
Position 1380: 6.020279334234651e-05
Position 548: 5.6970265182688395e-05
Position 125: 5.452277640563311e-05
Position 728: 5.208232435388767e-05
Position 893: 5.041291599619042e-05
Position 1073: 4.925331423890638e-05
Position 2316: 4.841360450476029e-05
Position 10885: 4.4815789098477265e-05
Position 10849: 4.380565463626276e-05
Position 10817: 4.090771383923931e-05
Position 632: 3.970782899125881e-05
Position 3254: 3.9635901884272304e-05
Position 9943: 3.939741449020709e-05
Position 10793: 3.881875663989618e-05
Position 1871: 3.8142922853750614e-05
Position 9761: 3.135881765496347e-05
Position 1798: 2.9807202915489493e-05
Position 4471: 2.9448371550716602e-05
Position 3559: 2.613397360522767e-05
Position 11120: 2.6061494903424682e-05
Position 1651: 2.5995870689028188e-05
Position 112: 2.5299470433223673e-05
Position 2475: 2.4773669449567817e-05
Position 585: 2.2539176050522277e-05
Position 1781: 2.230785880829261e-05
Position 2324: 2.1330032167654703e-05
Position 208: 2.0610559315449605e-05
Position 3403: 1.9992831246371707e-05
Position 495: 1.6072059990363037e-05
Position 1624: 1.3947447596075359e-05
Position 10378: 1.3494949274120161e-05
Position 3359: 1.2824273368293606e-05
Position 2204: 1.1222737663806849e-05
Position 3067: 9.03960758498641e-06
Position 3393: 7.913458961033826e-06
Position 11208: 5.190212492699271e-06
Position 639: 3.9917166947384035e-06
Position 1057: 3.4754739644741724e-06
Position 11130: 2.300553277124955e-06
Position 2493: 1.5439998610367805e-06
Position 263: 1.3799525129085843e-06
Position 10835: 6.956182028646269e-07
Position 181: 5.795033908359473e-07
Position 480: 4.2656198764228236e-07
Position 11028: 3.7914058195645116e-07
Position 506: 3.781973908476755e-07
Position 9: 3.770378329881193e-07
Position 498: 3.5324193553715355e-07
Position 11019: 2.923076371682312e-07
Position 3017: 2.187629549576255e-07
