Gene = l(2)k05911
index = 1749
Annotated 5SS: [ 875 5056 5248 5623]
Annotated 3SS: [3929 5111 5325 5679]
SMsplice 5SS: [ 875 5056 5248 5623]
SMsplice 3SS: [3929 5111 5325 5679]
top_k =  1000
Partition function (log Z): 1.0760494867514971

Sorted 5' Splice Sites (High to Low Probability):
Position 5248: 0.9983477215260388
Position 5623: 0.9847053120299932
Position 5056: 0.7312382851928136
Position 875: 0.4645373408244298
Position 495: 0.38861256522562554
Position 93: 0.10524239775313778
Position 4080: 0.05834297261476918
Position 930: 0.039400518403957155
Position 2582: 0.03878417808035191
Position 1422: 0.03065757556207503
Position 113: 0.025219583388722322
Position 871: 0.02440987228896799
Position 4482: 0.022634322881423915
Position 1535: 0.019393516036140205
Position 51: 0.009039928257920677
Position 4084: 0.006924872365896258
Position 976: 0.0049815216919231456
Position 4523: 0.004852873067179406
Position 4358: 0.004404618337612136
Position 1355: 0.004294825530111608
Position 922: 0.004289994205572333
Position 2006: 0.004038185161637289
Position 2476: 0.003956447708641536
Position 672: 0.0033340016396716937
Position 2613: 0.003077288049657104
Position 984: 0.0030040590734312514
Position 147: 0.002581471918365038
Position 490: 0.0025497141558291016
Position 4981: 0.0024313381680061393
Position 4082: 0.002074865170443534
Position 5567: 0.0010581100044407986
Position 152: 0.0010382560975778674
Position 5597: 0.0009476909817757065
Position 450: 0.0009270109515708404
Position 1159: 0.0009117548328039678
Position 4111: 0.0008303700472488451
Position 603: 0.0007719564202894869
Position 4088: 0.0007609661577701345
Position 2240: 0.0007491739330309978
Position 2730: 0.0007430456330355151
Position 4383: 0.0007298326085334594
Position 134: 0.0006238419508388742
Position 2726: 0.0006175618366563242
Position 5506: 0.000605173535057981
Position 5007: 0.0005729117944259544
Position 157: 0.000569557615580492
Position 380: 0.0005384039065283092
Position 2265: 0.0005270514383676493
Position 481: 0.0004855922166734014
Position 208: 0.0004039880593226747
Position 4195: 0.000390405613919464
Position 5182: 0.00037834887759202713
Position 919: 0.0003603439772646225
Position 1388: 0.0003225850125889585
Position 5627: 0.00027835837968720527
Position 1980: 0.00026318943720104234
Position 4376: 0.00025745062833034934
Position 4054: 0.00025744148526311606
Position 879: 0.0002541091529259305
Position 5228: 0.00023692213266744737
Position 3328: 0.00023472522060480553
Position 5: 0.0002323250200294524
Position 171: 0.00023101616930261125
Position 2617: 0.00022975348214645185
Position 4847: 0.00020168323606782775
Position 515: 0.00020077786703831803
Position 1319: 0.00019525499512574535
Position 4086: 0.0001748652334812962
Position 3476: 0.00017482280999457428
Position 4223: 0.00016896108694487193
Position 4271: 0.00016550946276086645
Position 794: 0.00016093188068885255
Position 1009: 0.00014649343458184459
Position 549: 0.00014069859602665511
Position 3338: 0.00013956305894437788
Position 4653: 0.00013425914450271182
Position 4385: 0.00013343243847068278
Position 4331: 0.00012144501532859854
Position 1426: 0.00012097693719523653
Position 397: 0.00011779925255778727
Position 4656: 0.00010930360630033739
Position 375: 0.00010666467055146717
Position 5440: 0.00010430654282472163
Position 3005: 0.0001016254489127169
Position 5215: 0.00010097853452655947
Position 5768: 9.867043990777868e-05
Position 1098: 9.715068392836776e-05
Position 3358: 9.277912685072427e-05
Position 3463: 9.042349134423102e-05
Position 868: 8.886743355710325e-05
Position 1959: 8.403689880010927e-05
Position 1408: 6.81219008553427e-05
Position 1428: 6.531390037537884e-05
Position 5731: 6.136178431567845e-05
Position 1986: 5.541558184905858e-05
Position 2268: 5.4320127307464736e-05
Position 2631: 5.3347777251279725e-05
Position 2746: 4.8832726943379566e-05
Position 5621: 3.9182265998543266e-05
Position 688: 2.6302079718686923e-05
Position 5782: 2.558532178903728e-05
Position 197: 2.233377977748932e-05
Position 5354: 2.151126785641396e-05
Position 5267: 1.731905707215636e-05
Position 5449: 1.551818851052734e-05
Position 277: 1.5205792003400382e-05
Position 5283: 1.3956384065400446e-05
Position 407: 1.237931663024269e-05
Position 5432: 1.1427075912790884e-05
Position 335: 9.961883013676362e-06
Position 559: 8.00113139028488e-06
Position 701: 7.93928434924554e-06
Position 588: 7.741407556624816e-06
Position 289: 7.6121970358667215e-06
Position 5555: 7.506830213294668e-06
Position 384: 5.303363172450115e-06
Position 487: 5.030486515582676e-06
Position 469: 4.724604819135996e-06
Position 5794: 4.561518486138401e-06
Position 5465: 4.285745512044957e-06
Position 561: 3.86559320580593e-06
Position 173: 3.7347872728631204e-06
Position 484: 3.6948866285467633e-06
Position 41: 3.6127742863027207e-06
Position 463: 3.5437276273136923e-06
Position 5721: 3.5405484248395686e-06
Position 312: 3.298630233871626e-06
Position 5153: 3.2653221860048418e-06
Position 5535: 2.8615083760295186e-06
Position 419: 2.5138757202816492e-06
Position 5756: 2.3957175630362374e-06
Position 703: 2.053524237674036e-06
Position 229: 1.8411880462342735e-06
Position 248: 1.682787211546053e-06
Position 292: 1.3571000417825165e-06
Position 444: 1.349242366018271e-06
Position 5580: 6.528156459258204e-07
Position 612: 4.73996314691813e-07
Position 1134: 3.7722076427509497e-07
Position 776: 3.1841954068580154e-07
Position 825: 3.1316517916399085e-07
Position 57: 2.715496911860754e-07
Position 5792: 2.2891345977202593e-07
Position 5537: 1.499814708990911e-07
Position 781: 6.962099504020343e-08
Position 5643: 4.292561487618503e-08
Position 55: 2.7027486926054938e-08
Position 736: 1.661425580038121e-08
Position 5714: 1.1406606866656237e-08
Position 12: 1.9813428955606203e-09
Position 295: 1.7697714897557737e-09
Position 5362: 7.874443076348517e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5325: 0.9954189633295594
Position 5679: 0.9868188847551784
Position 5111: 0.9625540033983463
Position 3929: 0.8194191420064596
Position 739: 0.06061589470083812
Position 688: 0.02446658207222417
Position 1233: 0.023308616065007094
Position 5082: 0.011856568525798849
Position 3955: 0.011825106191680663
Position 1227: 0.011609866970838854
Position 4585: 0.011295990197735396
Position 2343: 0.01003538399259689
Position 1460: 0.00849211392150557
Position 4263: 0.007085278973189218
Position 4817: 0.006693765186617296
Position 327: 0.006656166760221743
Position 4562: 0.005961572207825672
Position 1050: 0.005476002449713637
Position 1367: 0.004685997716653421
Position 2367: 0.00435969773003219
Position 736: 0.0042476293308263136
Position 588: 0.0038473895329767674
Position 2436: 0.0036908281149783118
Position 1073: 0.003084062575421319
Position 2652: 0.002445765423840961
Position 2072: 0.002216697771619495
Position 769: 0.00212749654748439
Position 2358: 0.0016966834090889713
Position 2140: 0.001632769857863985
Position 760: 0.0012077822601736642
Position 5362: 0.0010406064904298308
Position 1322: 0.0010287263830785225
Position 1189: 0.0009355124041117839
Position 5415: 0.0009293069702737691
Position 5375: 0.0008197327965992965
Position 2393: 0.0007449614042996798
Position 5432: 0.0007282281826218743
Position 5502: 0.0006175373513632469
Position 1319: 0.0006151778235244887
Position 2396: 0.000610266293751418
Position 5730: 0.0005833875231233733
Position 585: 0.0005776511543408285
Position 1475: 0.0005658760418899779
Position 1388: 0.0005278816161162097
Position 407: 0.00047754418786032066
Position 1958: 0.0003967850507226601
Position 3806: 0.00032662531366042504
Position 412: 0.0002556951289164413
Position 649: 0.00024203891223084845
Position 1732: 0.00023544684450172787
Position 1281: 0.0002330702552814044
Position 5560: 0.00021403686317000807
Position 432: 0.00020656918678170217
Position 844: 0.00020294100800673115
Position 1494: 0.0001641572561818173
Position 1500: 0.0001536855278128037
Position 5852: 0.00013290727384568523
Position 347: 0.00013085718268067797
Position 2415: 0.00012578055610291852
Position 344: 9.697484534689028e-05
Position 1916: 8.166914353929909e-05
Position 397: 7.827386023207103e-05
Position 3793: 6.415537005665887e-05
Position 1527: 6.268367144601859e-05
Position 208: 6.110404387378944e-05
Position 5840: 5.874141878951401e-05
Position 1198: 5.8401173526339726e-05
Position 637: 5.809809399100838e-05
Position 2582: 5.788320524910786e-05
Position 1638: 5.59270086952433e-05
Position 3852: 5.481251387351092e-05
Position 184: 5.019979815672341e-05
Position 2200: 3.356727458173438e-05
Position 4718: 3.3271072648143374e-05
Position 4882: 3.0992269184572016e-05
Position 2027: 3.0626340809933315e-05
Position 5883: 2.8915774736390828e-05
Position 5621: 2.8558592560305714e-05
Position 181: 2.5793766109214938e-05
Position 530: 2.3560223550783226e-05
Position 152: 2.3164323723180333e-05
Position 157: 2.197614954190622e-05
Position 1082: 1.938609143192775e-05
Position 5662: 1.8871695854543125e-05
Position 3483: 1.666282101765637e-05
Position 4165: 1.625454477848807e-05
Position 5354: 1.53857664951208e-05
Position 1029: 1.4886317483098821e-05
Position 5654: 1.4644895143009688e-05
Position 4221: 1.4580440438464367e-05
Position 1425: 1.327580785362858e-05
Position 5379: 1.3071253070288133e-05
Position 2692: 1.1171019538225235e-05
Position 5240: 1.1142821181734392e-05
Position 4132: 1.0504940476976456e-05
Position 4493: 8.625808325252886e-06
Position 5505: 7.352441276935278e-06
Position 5487: 6.2652864695105295e-06
Position 5601: 6.014438397104588e-06
Position 3998: 5.330517476935978e-06
Position 5543: 5.122886405301312e-06
Position 1994: 2.0259367564066502e-06
Position 164: 1.8653503572874493e-06
Position 371: 1.5931404982467318e-06
Position 222: 1.5622958561130163e-06
Position 5535: 1.4985680082457623e-06
Position 5283: 9.850724498262912e-07
Position 1038: 9.777294734168173e-07
Position 5643: 9.247741545635617e-07
Position 484: 9.057841791160071e-07
Position 832: 7.751831840691645e-07
Position 1103: 6.587702156051685e-07
Position 5823: 6.486309039595505e-07
Position 5858: 6.247485639761584e-07
Position 434: 4.964211221311568e-07
Position 5277: 3.753598872342735e-07
Position 5605: 1.896314777294784e-07
Position 309: 1.8283158042360228e-07
Position 940: 1.6755271403194626e-07
Position 655: 1.5778359404601826e-07
Position 456: 1.464322216466612e-07
Position 5766: 1.4135963300678615e-07
Position 775: 1.403811767249028e-07
Position 820: 1.2609542091003783e-07
Position 100: 8.883345608180692e-08
Position 147: 8.734958192187138e-08
Position 494: 8.2029536013281e-08
Position 1119: 6.54546242913131e-08
Position 419: 6.433709707943361e-08
Position 1346: 4.289188207989453e-08
Position 197: 3.6734445408512486e-08
Position 363: 3.474556469700298e-08
Position 5627: 3.3834775524513753e-08
Position 97: 2.7317145723252306e-08
Position 438: 1.019203069591476e-08
Position 104: 2.2486166968808506e-09
Position 444: 1.7483279317221032e-09
Position 450: 1.0248554242051428e-09
Position 131: 4.66941897970389e-10
