Gene = slow
index = 1878
Annotated 5SS: [  186  6780 17715 18202]
Annotated 3SS: [ 6007 17457 17782 18269]
SMsplice 5SS: [  446  6780 17715 18202]
SMsplice 3SS: [ 6007 17457 17782 18269]
top_k =  1000
Partition function (log Z): 3.1619135412274466

Sorted 5' Splice Sites (High to Low Probability):
Position 18202: 0.9984947826602615
Position 17715: 0.9930204013319869
Position 6780: 0.9494582461459616
Position 446: 0.6637327854331231
Position 186: 0.2805206706253878
Position 18346: 0.19677860604507463
Position 421: 0.04709882778239843
Position 7574: 0.04052317057351098
Position 158: 0.030942994369216836
Position 11967: 0.02779458385528427
Position 16366: 0.0256686909143258
Position 1324: 0.02558313402524667
Position 794: 0.024380780864544652
Position 984: 0.018279812035530068
Position 12313: 0.017254292394694146
Position 781: 0.013647132568601025
Position 1812: 0.01260419932026329
Position 695: 0.012042624651155428
Position 593: 0.011764143266055937
Position 18435: 0.007127116975406844
Position 17695: 0.006598774091716246
Position 13745: 0.006290442444687654
Position 8406: 0.006096898307474418
Position 1520: 0.005906146344868249
Position 1150: 0.005579348625842412
Position 7023: 0.005169397717566431
Position 5533: 0.004773268744413616
Position 677: 0.004563525962741745
Position 5188: 0.003880756608126896
Position 6556: 0.0037230854143738778
Position 498: 0.0034653498602113817
Position 15660: 0.003410034044687459
Position 4843: 0.0032551006220011528
Position 5905: 0.0027673925511496377
Position 296: 0.002627967754778752
Position 830: 0.002515872001987944
Position 1433: 0.002368024958634851
Position 513: 0.0022840745016819994
Position 442: 0.0022565524449024888
Position 6536: 0.0017198787714430392
Position 3447: 0.0016915980188415176
Position 6517: 0.001631254835874359
Position 3133: 0.001513726546223903
Position 5120: 0.0014294706823519178
Position 1114: 0.001369636709324041
Position 5092: 0.001351249197629561
Position 100: 0.0013360618331403
Position 1416: 0.0012940915851079712
Position 955: 0.0012804625305662793
Position 4554: 0.0011912241767786545
Position 2144: 0.001091812718407332
Position 3387: 0.0010123819747549475
Position 5813: 0.0009110799509332433
Position 18368: 0.0009061915417255022
Position 2129: 0.0008595511213926154
Position 2137: 0.0008438377564824348
Position 10795: 0.0008127601740161712
Position 254: 0.0007612738755599074
Position 4503: 0.0007548048625762255
Position 30: 0.000727710315007194
Position 267: 0.0006161996308781721
Position 300: 0.00046170966155430464
Position 7307: 0.0004391137587075517
Position 4799: 0.0004064939614790733
Position 17919: 0.0003766010590917724
Position 757: 0.0003710237296703485
Position 3379: 0.00036304642812601994
Position 1443: 0.00031444934351586556
Position 323: 0.00030654305188513464
Position 70: 0.0002957632255663205
Position 3465: 0.0002786760217415588
Position 1930: 0.00026631569732936834
Position 6115: 0.00026188193264360833
Position 2600: 0.0002537126884321229
Position 7330: 0.0002460119310870631
Position 1438: 0.00023783827656225973
Position 5299: 0.0002344785583154438
Position 41: 0.0002146927986124531
Position 731: 0.00021021646998995892
Position 1450: 0.0002068586182244899
Position 4921: 0.00020434792572312713
Position 3: 0.0001972093943602467
Position 1407: 0.00019488802957340725
Position 231: 0.00018761545905110092
Position 11833: 0.0001870912225770742
Position 18214: 0.00017569252955184728
Position 745: 0.00017523697527785945
Position 573: 0.0001727539575006523
Position 5116: 0.0001637647419660698
Position 17719: 0.00014454708109591557
Position 7710: 0.00014314901339300187
Position 7371: 0.00013042285479587798
Position 10141: 0.00012260465359392785
Position 7456: 7.759901732471462e-05
Position 6815: 7.49192405677444e-05
Position 7973: 6.028451620329418e-05
Position 6974: 5.724100257990359e-05
Position 8469: 5.3520581905524406e-05
Position 9342: 4.317318995638892e-05
Position 8398: 4.0101178854562814e-05
Position 18166: 3.995914232519923e-05
Position 190: 3.333812774151589e-05
Position 7177: 3.281768695724727e-05
Position 17810: 3.12153107735747e-05
Position 1011: 3.0037179938557954e-05
Position 18185: 2.8260854021344014e-05
Position 18488: 2.703498091987975e-05
Position 18611: 2.5977258245983455e-05
Position 18169: 2.2621970166279692e-05
Position 1159: 2.1171388561672656e-05
Position 17704: 2.0790183621713272e-05
Position 1261: 1.584365441841942e-05
Position 7324: 1.4497411538750037e-05
Position 18164: 1.1966001441905338e-05
Position 968: 1.0590158511951198e-05
Position 18288: 9.57930745018133e-06
Position 18073: 8.47833640982298e-06
Position 947: 7.89169331464233e-06
Position 1196: 7.396406620708149e-06
Position 816: 6.984417175360269e-06
Position 106: 6.7876480757532165e-06
Position 18439: 4.916838936541133e-06
Position 1846: 4.28326891573629e-06
Position 91: 4.249353553229027e-06
Position 625: 4.102398038969384e-06
Position 450: 3.832535873697103e-06
Position 7087: 3.4699603247689758e-06
Position 18144: 3.4507771826205877e-06
Position 6355: 3.4096670528889946e-06
Position 1214: 3.034067072565285e-06
Position 714: 3.016935733139519e-06
Position 502: 2.6050493148552432e-06
Position 17597: 2.2917422972009417e-06
Position 1454: 2.225283421878013e-06
Position 435: 2.1121336868141817e-06
Position 18102: 2.0829480886000135e-06
Position 1447: 2.0667344548289343e-06
Position 766: 1.7217178780833565e-06
Position 18646: 1.4349162694574728e-06
Position 18574: 1.3320709636908785e-06
Position 1224: 1.2365930408822457e-06
Position 828: 9.895103934778516e-07
Position 843: 8.684477132022266e-07
Position 425: 8.477652874163234e-07
Position 1266: 7.229186473410613e-07
Position 18525: 7.084042180640053e-07
Position 1148: 6.772212761656416e-07
Position 18001: 5.931925117667479e-07
Position 18024: 5.583347370813476e-07
Position 1395: 4.7313545994644016e-07
Position 528: 4.70894363172464e-07
Position 1123: 4.2449251031299515e-07
Position 818: 3.8036938810777426e-07
Position 18323: 3.516341606735353e-07
Position 18597: 3.4643872271916675e-07
Position 352: 3.302522174490216e-07
Position 580: 2.7904046090350116e-07
Position 345: 2.524791957163586e-07
Position 6328: 2.2440754076114373e-07
Position 18602: 2.191135803087269e-07
Position 247: 2.0998701593615565e-07
Position 608: 2.063812409011762e-07
Position 18529: 1.5774567811519768e-07
Position 444: 9.357698625241111e-08
Position 17957: 6.435107289513134e-08
Position 500: 6.307347486937107e-08
Position 17976: 6.165775822090348e-08
Position 17819: 5.546058372898525e-08
Position 398: 4.385135911745948e-08
Position 343: 3.448650312273651e-08
Position 17864: 3.233081622188125e-08
Position 18121: 1.9838647943729818e-08
Position 565: 1.9521031945083532e-08
Position 17889: 1.715993107762646e-08
Position 748: 1.5643985576540274e-08
Position 17852: 1.4160248829617547e-08
Position 17881: 1.0638943083430198e-08
Position 1761: 1.022851511468683e-08
Position 7: 8.195351881235687e-09
Position 8171: 4.64002469212879e-09
Position 17968: 4.476128165282896e-09
Position 8187: 2.6164651003109805e-09
Position 18258: 1.4462548405335192e-09
Position 18003: 1.0700440875261453e-09
Position 7438: 7.014879505126803e-10
Position 7881: 3.730916097799027e-10
Position 837: 3.4896948311036583e-10
Position 8001: 2.8306321493023337e-10
Position 13340: 2.546936375557884e-10
Position 18468: 2.2827422278649795e-11
Position 18466: 1.770380180805603e-11
Position 13555: 9.520313936285866e-12
Position 18522: 1.827619132987879e-12
Position 18460: 1.814500466780122e-12
Position 18558: 1.3756194328653307e-12
Position 18292: 2.5246679880074208e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 18269: 0.996186808415786
Position 17782: 0.9955346090217266
Position 17457: 0.9439558102902182
Position 6007: 0.929625170465961
Position 18471: 0.16648457007860834
Position 241: 0.12298587511765106
Position 11413: 0.03599140343325802
Position 6918: 0.03426183892638524
Position 17479: 0.030829897564476343
Position 18405: 0.02514870443896348
Position 4472: 0.021342639615424833
Position 1072: 0.01576497344261717
Position 570: 0.014013046251293466
Position 247: 0.01231525858171657
Position 15718: 0.011053712247292343
Position 6697: 0.010857361171867332
Position 14653: 0.009564687306448598
Position 16959: 0.009554766895995147
Position 1323: 0.008119121034741179
Position 15795: 0.007856932170671594
Position 16989: 0.007154524945308849
Position 6596: 0.006969220971360085
Position 18492: 0.006600482440173326
Position 1006: 0.006182406896594349
Position 11230: 0.005314595493651351
Position 17355: 0.004950388482935277
Position 7227: 0.003936961707200829
Position 17860: 0.0036750940326660377
Position 8125: 0.003402150373059446
Position 7385: 0.0028763710572818884
Position 6623: 0.00258338244897631
Position 13661: 0.0025382535431149817
Position 17169: 0.002307527397797544
Position 3280: 0.002290870960247191
Position 7427: 0.0020809543366324262
Position 18475: 0.002072552922595015
Position 1219: 0.0018566307293890172
Position 508: 0.0018239861941018501
Position 1668: 0.0017679772120312207
Position 6159: 0.0017314738100942357
Position 18525: 0.0016007890966634713
Position 11249: 0.0015788918500868711
Position 18439: 0.001578073334264835
Position 8233: 0.0015553345926568346
Position 4945: 0.001506950742539663
Position 13487: 0.001431393285330483
Position 1976: 0.0013653079778716878
Position 7448: 0.0012966342937106464
Position 11013: 0.0011799098185076293
Position 18275: 0.0010725623325664741
Position 4388: 0.0010383080610492136
Position 12817: 0.0010043882999758893
Position 18278: 0.000994179796880885
Position 15420: 0.00098635545110697
Position 3284: 0.0009593973948311877
Position 12832: 0.0008609944674089165
Position 18532: 0.0007799159772659888
Position 7069: 0.0007078633606575126
Position 16902: 0.0006993588141593589
Position 5723: 0.0006891530109514843
Position 6868: 0.0006689318669410876
Position 1513: 0.0005737309319500776
Position 6233: 0.0005684192229114117
Position 7224: 0.0005595292234855348
Position 11466: 0.0005054084019886388
Position 13716: 0.00045541309238689707
Position 18608: 0.0004287168320470217
Position 6355: 0.0004122144054653663
Position 5772: 0.0003896122845517432
Position 17840: 0.00038025954243642426
Position 6026: 0.00035836224276746117
Position 528: 0.0003535506357090665
Position 17831: 0.00033166312450620607
Position 10651: 0.00030310054921782735
Position 17976: 0.0003000786503221984
Position 7648: 0.00029411408624484823
Position 271: 0.0002896522512194719
Position 11801: 0.00027895436233920843
Position 8342: 0.0002746697148293398
Position 18538: 0.0002498990772154805
Position 9385: 0.00022086880782433245
Position 6137: 0.00021413858938236635
Position 10725: 0.00020797856242256888
Position 8130: 0.0002053525811044314
Position 11469: 0.00019971296971850648
Position 7487: 0.00019537897860731664
Position 11904: 0.00018709122099952105
Position 7460: 0.000168044810924675
Position 7342: 0.00015571266211677234
Position 7004: 0.0001380998115720408
Position 6925: 0.00012440427314318312
Position 1486: 0.0001240549943342883
Position 18658: 0.00011910744957676088
Position 18558: 0.00011811718655698456
Position 816: 0.00010983159905476155
Position 17988: 0.00010057061476282761
Position 2077: 9.647337438364667e-05
Position 3296: 9.635769555775291e-05
Position 1574: 9.150039429305406e-05
Position 6972: 8.045185356714357e-05
Position 1148: 6.757084436248227e-05
Position 18317: 6.635397473860128e-05
Position 10674: 6.139001825086536e-05
Position 10308: 5.629852383411082e-05
Position 18602: 5.48052800604243e-05
Position 366: 5.475315818840328e-05
Position 18284: 4.9181880300198786e-05
Position 18302: 4.656407381160014e-05
Position 2231: 3.7766133250901826e-05
Position 1193: 3.578595213430356e-05
Position 10527: 3.434208114414978e-05
Position 748: 3.431088407083948e-05
Position 9141: 3.1775481024111554e-05
Position 18321: 3.0490080832656985e-05
Position 200: 2.5279153494361095e-05
Position 9098: 1.7629918146973492e-05
Position 7664: 1.6135079843524547e-05
Position 9901: 1.1089847308929135e-05
Position 17985: 9.31934951885421e-06
Position 9408: 7.809526082391674e-06
Position 18566: 7.542127265839995e-06
Position 9426: 6.088818200950915e-06
Position 8666: 4.0744856086181655e-06
Position 18514: 2.936106506164046e-06
Position 929: 2.895582186945992e-06
Position 828: 2.629093236991029e-06
Position 18509: 2.5415943781720566e-06
Position 7250: 2.4662845116307298e-06
Position 7605: 2.3600230252483677e-06
Position 1828: 2.3282966769522755e-06
Position 4631: 1.9168737485349694e-06
Position 4903: 1.7154411213892096e-06
Position 18292: 1.6166612531897706e-06
Position 5398: 1.590747901820922e-06
Position 824: 1.5230390628722598e-06
Position 18704: 1.4349162694574758e-06
Position 17877: 1.392776640745203e-06
Position 2340: 1.2232975014341382e-06
Position 625: 1.169551002641582e-06
Position 80: 1.1620625742917673e-06
Position 3990: 1.0628027325591675e-06
Position 2769: 1.0037736501391897e-06
Position 964: 9.457501271782899e-07
Position 18570: 9.404428356634615e-07
Position 3730: 8.650643567104616e-07
Position 4214: 8.136884538460337e-07
Position 683: 6.662295193344216e-07
Position 368: 5.886454642568868e-07
Position 3617: 5.518098913396468e-07
Position 5000: 5.208674816028581e-07
Position 1393: 4.6542504475628636e-07
Position 388: 4.1399327503598e-07
Position 464: 3.316100616310083e-07
Position 1726: 2.7408239989776773e-07
Position 573: 2.175582578899521e-07
Position 18594: 2.099493550222491e-07
Position 1492: 1.320357752364288e-07
Position 186: 1.0154852472366037e-07
Position 45: 7.344495651014204e-08
Position 1011: 4.209245217382174e-08
Position 708: 2.097255066190237e-08
Position 87: 2.0080388532756304e-08
Position 59: 1.15827028830157e-08
Position 450: 1.1296970644660231e-08
Position 1224: 6.044554251369469e-09
Position 91: 4.057619324129684e-09
Position 18338: 3.1836382217054954e-09
Position 425: 1.8317072678022122e-09
Position 613: 9.715713825656931e-10
Position 7073: 2.663305117867674e-10
Position 7157: 2.292642514728322e-10
Position 7573: 1.907007668673782e-10
Position 135: 1.5862418066273827e-10
Position 153: 5.968533580936625e-11
Position 123: 3.772252904497892e-11
Position 12811: 2.068443765449386e-11
Position 155: 1.2757847286662917e-11
Position 11907: 5.867250212419501e-14
