Gene = Chs2
index = 1071
Annotated 5SS: [  77  381  612 1207 1515 2178 2851 3917 5955]
Annotated 3SS: [ 138  438 1079 1307 2001 2286 3666 4724 6100]
SMsplice 5SS: [  77  381  612 1207 1515 2178 2851 3917 5955]
SMsplice 3SS: [ 138  438 1052 1307 2001 2286 3666 5829 6100]
top_k =  1000
Partition function (log Z): 10.50939408965261

Sorted 5' Splice Sites (High to Low Probability):
Position 2178: 0.9927675291235257
Position 5955: 0.9776514654909557
Position 381: 0.9465539456973202
Position 77: 0.8923032923745632
Position 2851: 0.8575409448555993
Position 1207: 0.7881095450600072
Position 1515: 0.7791938274811371
Position 612: 0.6810373662412659
Position 3917: 0.6026209875159941
Position 3606: 0.35043311610607775
Position 2416: 0.299270502005582
Position 5623: 0.2495652155485643
Position 4679: 0.22756340259546565
Position 5693: 0.1486982682791685
Position 4359: 0.14409260905787863
Position 3195: 0.09531635894990624
Position 2447: 0.09354767814146822
Position 4801: 0.08456497552141798
Position 7192: 0.045407006095577025
Position 7245: 0.04239165136247961
Position 3921: 0.030337203728757173
Position 565: 0.027857855826752164
Position 1743: 0.021293305235847677
Position 4394: 0.021118444598834652
Position 3751: 0.01905799086618398
Position 5239: 0.018245621321677532
Position 81: 0.01462865018831882
Position 633: 0.0143519803801648
Position 1558: 0.013989967330041113
Position 616: 0.012205334122335824
Position 1480: 0.011263192901494268
Position 984: 0.01054841307051779
Position 3088: 0.009205783959808466
Position 1550: 0.008756302937069199
Position 733: 0.008134337108029448
Position 603: 0.00801755358688548
Position 659: 0.007704561982717571
Position 5201: 0.0074849552271868776
Position 3943: 0.006201141685905089
Position 7290: 0.005686765134059359
Position 6764: 0.005405317867072955
Position 385: 0.005215343175603107
Position 2895: 0.005066888985509464
Position 365: 0.00506137149521667
Position 3967: 0.00429567999544672
Position 6481: 0.003979027654058024
Position 5224: 0.0037585656779706047
Position 376: 0.0034702636386120733
Position 2134: 0.003421779264911865
Position 5632: 0.0027696210169666042
Position 5002: 0.0026798203943132763
Position 5362: 0.002640878342019924
Position 55: 0.002558461001411982
Position 5430: 0.0024081561759894702
Position 1789: 0.0022975555309210477
Position 2692: 0.0022813452143528087
Position 5989: 0.0021499922061670776
Position 4385: 0.002100349321790671
Position 715: 0.001869997353660118
Position 3900: 0.001811485531195268
Position 4026: 0.001784153559543467
Position 6598: 0.0016095852140498082
Position 342: 0.0016060738326228717
Position 5219: 0.0014675990051637418
Position 73: 0.0014118624344040386
Position 1800: 0.0012765411617498051
Position 4685: 0.0012219312243791365
Position 6407: 0.0012095158909380711
Position 1830: 0.0010147250927212642
Position 3272: 0.0009733050092272139
Position 3131: 0.0009378562263820944
Position 644: 0.0008756495553113023
Position 1428: 0.0008603823054810386
Position 913: 0.0007131844751957274
Position 1761: 0.0006843229298499188
Position 3768: 0.0006063268211953765
Position 1628: 0.0006016294182874747
Position 4561: 0.0005613164264175176
Position 1249: 0.0005271550408692688
Position 924: 0.0004990678066116781
Position 3766: 0.0004797084890505251
Position 3427: 0.00047439034711182256
Position 2175: 0.0004560791458114814
Position 6615: 0.00042863125759283217
Position 4213: 0.0003626423188610236
Position 2184: 0.0003389967910585937
Position 5930: 0.00030988324691702063
Position 1406: 0.00029566894809610056
Position 1242: 0.00028687317115739185
Position 2208: 0.0002722707099473086
Position 4342: 0.00027177709144565667
Position 3819: 0.0002658008222335444
Position 1519: 0.00022437106575087467
Position 627: 0.00019337917033024002
Position 929: 0.00017934396193500896
Position 2182: 0.00017272709579566585
Position 6171: 0.00016356906389236885
Position 3120: 0.00015673361631041095
Position 1211: 0.00015033455406683979
Position 769: 0.00014535105120707918
Position 796: 0.00014260858457037864
Position 367: 0.00013230529913639934
Position 390: 0.00011744509998012368
Position 2073: 0.00010716808074717894
Position 6931: 9.31209005020908e-05
Position 2855: 9.27307853285226e-05
Position 3201: 8.980292906852095e-05
Position 763: 6.66151499042238e-05
Position 3078: 5.8487302162630065e-05
Position 1080: 5.652990260600693e-05
Position 1182: 4.951683000616879e-05
Position 498: 4.645522131154219e-05
Position 2906: 4.4091850886507034e-05
Position 3343: 2.860169261884285e-05
Position 7418: 2.491568323116981e-05
Position 1152: 2.1958687106852544e-05
Position 742: 2.040444553828023e-05
Position 85: 1.865562333546941e-05
Position 119: 1.8623526105747815e-05
Position 808: 1.667200093211354e-05
Position 1598: 1.5159086858314737e-05
Position 4303: 1.3118042248599173e-05
Position 2769: 1.05144929839247e-05
Position 3256: 8.460005835959486e-06
Position 1328: 8.147771008173969e-06
Position 1159: 7.989602245708287e-06
Position 281: 7.479467198388725e-06
Position 569: 7.09078632191608e-06
Position 758: 7.011888499958796e-06
Position 4847: 7.000989061669379e-06
Position 359: 6.492509437376241e-06
Position 2420: 5.404301038537235e-06
Position 301: 5.3896389215055195e-06
