Gene = Idh
index = 1224
Annotated 5SS: [2351 2891]
Annotated 3SS: [2833 2970]
SMsplice 5SS: [ 114 2351]
SMsplice 3SS: [2190 3000]
top_k =  1000
Partition function (log Z): -9.984205258354011

Sorted 5' Splice Sites (High to Low Probability):
Position 114: 0.8793545007704133
Position 2351: 0.7859140311795215
Position 2891: 0.2151862363154002
Position 2057: 0.07212180064525874
Position 1293: 0.0496502743322576
Position 3729: 0.025264667045730414
Position 278: 0.021340610246316515
Position 2882: 0.019987926849572943
Position 2419: 0.017399568640171673
Position 4078: 0.007943229282577537
Position 578: 0.007323596583333305
Position 1787: 0.006084789183439485
Position 36: 0.006083526609255271
Position 51: 0.005284348390850941
Position 2938: 0.004602807630875086
Position 252: 0.004558024029146103
Position 2673: 0.004264819023727962
Position 3290: 0.003500621556380444
Position 3487: 0.0031144684167820186
Position 899: 0.002970549855206261
Position 741: 0.002695373852053561
Position 383: 0.0026129234375708607
Position 2781: 0.0019045711655264826
Position 67: 0.0018952200580729425
Position 662: 0.001817104550418558
Position 2197: 0.0016660902864078712
Position 1441: 0.0016571085759432098
Position 1592: 0.0015362777666777057
Position 1535: 0.0015116082743396753
Position 1994: 0.0013412287362405818
Position 1410: 0.0013291550797971167
Position 814: 0.0009642313332974615
Position 1301: 0.0007895921997443465
Position 854: 0.0007742366551517994
Position 590: 0.0007067959765834994
Position 534: 0.0006800474401997428
Position 1819: 0.0006121306778661884
Position 317: 0.0005884137336172552
Position 1335: 0.0005835377791159938
Position 268: 0.0004959298066009192
Position 3482: 0.00046846557263024275
Position 2021: 0.00040156238856212513
Position 1199: 0.0003123185691766041
Position 2463: 0.00028043258445838615
Position 3524: 0.000269197550695811
Position 3134: 0.00022212589064387012
Position 725: 0.00021527190210121958
Position 3708: 0.00020334553058917314
Position 33: 0.00019794086892038033
Position 2355: 0.00019134791080135038
Position 2602: 0.0001648788244601773
Position 2703: 0.00012066536867629094
Position 2051: 0.00010989407411906337
Position 1125: 0.00010863024722433062
Position 3216: 0.00010789177017758069
Position 2145: 8.957241164938269e-05
Position 615: 8.41319820936134e-05
Position 479: 8.086797097889704e-05
Position 1924: 7.85275881582338e-05
Position 687: 7.820028569431799e-05
Position 1898: 7.25534621462555e-05
Position 2496: 6.820535255072825e-05
Position 1146: 5.556449427887443e-05
Position 1828: 5.152519865176846e-05
Position 1837: 5.059148583340773e-05
Position 2044: 5.020509500408344e-05
Position 1508: 5.0154904100378216e-05
Position 1569: 4.8918928961671864e-05
Position 495: 1.3792929468298115e-05
Position 2759: 1.231640165809163e-05
Position 785: 1.066679977989988e-05
Position 3757: 8.08124440747212e-06
Position 118: 5.433938544197508e-06
Position 903: 4.945387130243661e-06
Position 752: 4.848613331265745e-06
Position 779: 4.508026444026072e-06
Position 497: 4.404364528115219e-06
Position 441: 4.255316847297319e-06
Position 21: 3.200244287957551e-06
Position 71: 3.022410191722761e-06
Position 481: 2.77325998465797e-06
Position 759: 2.4646290298893688e-06
Position 1597: 2.1433821881068065e-06
Position 933: 1.0032960061597694e-06
Position 149: 9.026325549424297e-07
Position 516: 5.002211215266628e-07
Position 9: 3.9823241246358643e-07
Position 3: 3.5853782025629725e-07
Position 129: 3.43212466776785e-07
Position 583: 2.498134701915115e-07
Position 1096: 1.6696123010529876e-07
Position 988: 1.5136282341128119e-07
Position 2364: 1.0453906114730018e-07
Position 606: 3.1942172354870956e-08
Position 608: 2.4073506771801794e-09
Position 423: 1.917845752525665e-09
Position 408: 1.9067989297372763e-09
Position 745: 9.059011115061953e-10
Position 418: 9.008509008776888e-10
Position 387: 8.025376731636912e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2190: 0.6682485634631825
Position 3000: 0.5817203001147717
Position 2941: 0.2237412370041194
Position 2621: 0.10302175612498204
Position 952: 0.08897721705312166
Position 2748: 0.07762927939834853
Position 2417: 0.07205909031240078
Position 1953: 0.05854816222047011
Position 2970: 0.04467653795509109
Position 932: 0.0383930563683844
Position 4357: 0.024235511564158367
Position 3957: 0.022427515310189123
Position 2833: 0.019722574360202687
Position 2270: 0.014573073582722165
Position 2463: 0.014445268460714653
Position 1884: 0.01124269939294009
Position 4163: 0.010776847474539554
Position 2044: 0.008043046196541299
Position 2778: 0.007085822228940129
Position 4138: 0.00572490414386363
Position 970: 0.004779133502543983
Position 1106: 0.004596365684673824
Position 197: 0.004566164132526746
Position 658: 0.004123623774167488
Position 2673: 0.004026969405055581
Position 1161: 0.0039680073319511705
Position 549: 0.0032955741665451656
Position 2678: 0.003216952497101874
Position 1656: 0.0031294552250392153
Position 2130: 0.003129026694719402
Position 3954: 0.003121514268713891
Position 2911: 0.0023661148287427583
Position 3774: 0.002182363992812185
Position 3606: 0.002175693015939449
Position 3648: 0.0018064061628174023
Position 1680: 0.001609857933093164
Position 2480: 0.0015768681184081972
Position 113: 0.0013647458893168924
Position 2851: 0.0011581607256841478
Position 2499: 0.0011576218628041295
Position 3825: 0.001089666738261959
Position 2299: 0.001077824185638657
Position 1716: 0.0010246307374552417
Position 847: 0.000980013898407968
Position 615: 0.0008550467563412497
Position 216: 0.0008411980110309722
Position 980: 0.0007309851919930392
Position 3081: 0.0007050730796101471
Position 2605: 0.0007034415732843792
Position 1125: 0.0006173428173264574
