Gene = Prp3
index = 1389
Annotated 5SS: [1220]
Annotated 3SS: [1273]
SMsplice 5SS: [1220]
SMsplice 3SS: [1273]
top_k =  1000
Partition function (log Z): -6.5152300823929075

Sorted 5' Splice Sites (High to Low Probability):
Position 1220: 0.7440571029223727
Position 1151: 0.2559424835736815
Position 1135: 0.030198730821418003
Position 133: 0.02575927428484117
Position 329: 0.021383227442354907
Position 75: 0.0033349924726312507
Position 437: 0.0016395602376266423
Position 745: 0.0016045160399778742
Position 468: 0.0014810678747891896
Position 895: 0.0012316631010223364
Position 725: 0.0011163484272336574
Position 815: 0.0006951344790208109
Position 1098: 0.0006207976577932989
Position 35: 0.00047320180229318656
Position 809: 0.000456901929935005
Position 824: 0.00030128625675972617
Position 80: 0.00025992748223756647
Position 1391: 0.00025143994436477974
Position 129: 0.00015503091518018008
Position 257: 0.0001511872191493225
Position 1751: 0.00014165859512089085
Position 790: 0.00013982555631711582
Position 861: 0.00013474746136396605
Position 936: 9.897738772286729e-05
Position 1880: 9.245098200265443e-05
Position 2025: 9.119002749932385e-05
Position 1940: 8.913305239681151e-05
Position 326: 6.817642363811499e-05
Position 37: 6.316500599426896e-05
Position 1908: 6.183598641174172e-05
Position 1672: 5.1276108369190346e-05
Position 346: 5.019629643821367e-05
Position 73: 3.7421751943765134e-05
Position 263: 3.3606246635540566e-05
Position 631: 3.072172625794837e-05
Position 260: 2.7757425857914584e-05
Position 1396: 2.445675931947751e-05
Position 611: 1.93336583274104e-05
Position 10: 1.4955663160334232e-05
Position 2096: 1.3135536731882076e-05
Position 1095: 1.2679194861374107e-05
Position 1612: 1.254916569948211e-05
Position 119: 1.2076442025053332e-05
Position 1803: 9.480885261275532e-06
Position 567: 8.571358162508478e-06
Position 709: 8.564534319344254e-06
Position 1489: 8.344978561793622e-06
Position 1711: 6.810773392433139e-06
Position 1858: 6.481272149030363e-06
Position 1439: 5.842991306710115e-06
Position 1610: 5.68780982706205e-06
Position 1293: 4.028205948566559e-06
Position 368: 3.814973688905502e-06
Position 1773: 3.7941416730306373e-06
Position 1108: 3.752009180398374e-06
Position 27: 3.556152213594165e-06
Position 1624: 3.3196408251775543e-06
Position 1618: 3.1002290856394022e-06
Position 1224: 2.574547302345625e-06
Position 1843: 1.5686677502977054e-06
Position 1441: 1.413014826266582e-06
Position 1735: 1.3748647971499283e-06
Position 1963: 1.3110124469954707e-06
Position 1081: 1.1597289518647857e-06
Position 1714: 6.342522640381312e-07
Position 154: 6.228370681285613e-07
Position 352: 6.051830972498599e-07
Position 1029: 5.737138978227393e-07
Position 1738: 5.672014819522005e-07
Position 2065: 3.993785796198774e-07
Position 1864: 3.6939057322719034e-07
Position 472: 3.246452401800421e-07
Position 2134: 1.924724170761803e-07
Position 183: 8.881937381153875e-08
Position 2108: 6.885314888035681e-08
Position 222: 1.8902458614495033e-08
Position 304: 1.6959544053574163e-08
Position 180: 2.5299593910608937e-09
Position 1349: 7.577998092487722e-11
Position 1291: 4.900332394713332e-11
Position 493: 4.4670111725692613e-11
Position 792: 2.2758060929326127e-11
Position 912: 3.725847387503102e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1273: 0.9919636989819111
Position 1192: 0.027672851929959188
Position 1065: 0.014441519793457452
Position 378: 0.012649269100106641
Position 1009: 0.010091816004648884
Position 201: 0.008083649163286405
Position 1212: 0.006983226731121986
Position 154: 0.003995506164457277
Position 1317: 0.003644091743585183
Position 247: 0.0018491808355020536
Position 231: 0.0014943889932329199
Position 1062: 0.0012963489180745436
Position 1344: 0.0011637627359638485
Position 1291: 0.0008337487234441791
Position 880: 0.0007415545606121058
Position 493: 0.0006057264169434599
Position 1953: 0.00043464802434561113
Position 621: 0.0003907827062158311
Position 1485: 0.0003837276306038003
Position 502: 0.0003738052553783678
Position 2149: 0.00034100540895397644
Position 780: 0.00026166344471107984
Position 1956: 0.00023653716044681248
Position 405: 0.00022687088267815737
Position 611: 0.00021653602349015004
Position 945: 0.00018912415329905863
Position 384: 0.00016427366403336537
Position 1174: 0.00013504610031676246
Position 1455: 0.00012868500784956143
Position 899: 0.00012705692015148648
Position 846: 9.172131187268645e-05
Position 975: 8.933204630646224e-05
Position 315: 8.794770391270948e-05
Position 1321: 8.433235790972241e-05
Position 1122: 7.989565612514396e-05
Position 216: 6.559042165420236e-05
Position 1803: 6.144534948827543e-05
Position 1235: 5.891235046816683e-05
Position 634: 5.334779388913136e-05
Position 257: 5.240857535707366e-05
Position 763: 4.4371335715400316e-05
Position 971: 4.345105383947174e-05
Position 579: 4.124988208480711e-05
Position 525: 4.077760757167743e-05
Position 1250: 3.985770930743672e-05
Position 1647: 3.921457672964632e-05
Position 2089: 3.900239537282329e-05
Position 1809: 3.281156433982921e-05
Position 1500: 3.208507727013292e-05
Position 511: 2.7929062554513262e-05
Position 2108: 2.607439913229937e-05
Position 108: 2.5761201715324477e-05
Position 649: 2.1924940746816993e-05
Position 942: 1.6267394218274336e-05
Position 573: 1.4494469845101607e-05
Position 789: 1.3749011374500208e-05
Position 1408: 1.229412569028652e-05
Position 2189: 1.2054462319733117e-05
Position 1698: 1.1584275127716746e-05
Position 666: 1.1297164413680814e-05
Position 888: 1.1256939674823357e-05
Position 1962: 8.963866819453339e-06
Position 1692: 8.710759486343795e-06
Position 936: 6.856719074570385e-06
Position 1332: 6.727387170197958e-06
Position 1220: 6.717901162622658e-06
Position 2116: 6.39781707606262e-06
Position 700: 6.186111737983423e-06
Position 1131: 6.05812888559317e-06
Position 1548: 5.839618383363285e-06
Position 129: 5.25001447266832e-06
Position 522: 4.982233838589783e-06
Position 280: 4.955776621772586e-06
Position 1482: 3.972884723375608e-06
Position 1671: 3.7775939316252824e-06
Position 288: 3.5349747159618973e-06
Position 1872: 3.4924235629258417e-06
Position 917: 3.4674924976914923e-06
Position 446: 2.7798806631216552e-06
Position 2065: 2.648406611257824e-06
Position 661: 2.555723286317328e-06
Position 2096: 2.4703425682871303e-06
Position 1761: 2.4172726705744953e-06
Position 1194: 2.2127258911892187e-06
Position 2054: 2.031317265664124e-06
Position 537: 1.7924611506520643e-06
Position 1465: 1.6522332466418711e-06
Position 990: 1.3790252439415926e-06
Position 2007: 1.2538888797451925e-06
Position 368: 1.134960235783248e-06
Position 1622: 1.1046151910764425e-06
Position 453: 9.873138075401866e-07
Position 417: 9.047812329715842e-07
Position 1781: 7.9865127818165e-07
Position 336: 7.866959286090179e-07
Position 549: 6.723496569727018e-07
Position 1880: 6.12630596122776e-07
Position 1224: 4.953687931988481e-07
Position 411: 4.646694779206039e-07
Position 1908: 4.634060851869454e-07
Position 1231: 4.43499205462195e-07
Position 2045: 4.2405362401910076e-07
Position 1709: 4.0607026708909945e-07
Position 1581: 3.561077756721973e-07
Position 1374: 3.497233349013037e-07
Position 1656: 3.443973835211843e-07
Position 1556: 3.3919079695122497e-07
Position 472: 3.151145594606988e-07
Position 1518: 3.0109347843992363e-07
Position 1365: 2.9312065745827206e-07
Position 2168: 1.6279429913542685e-07
Position 906: 1.2936001790495854e-07
Position 1108: 1.179965999731601e-07
Position 546: 7.567090893550605e-08
Position 850: 5.3657593750770044e-08
Position 269: 3.113142501092984e-08
Position 426: 1.982051356971451e-08
Position 343: 1.6253172449566203e-08
Position 114: 1.48826969839626e-09
Position 126: 1.2758098673038908e-09
Position 60: 7.933925895116381e-10
Position 333: 2.5654102646074645e-11
Position 340: 7.971040957417063e-12
Position 437: 2.3501903800960857e-14
Position 448: 1.8991387520481274e-14
Position 345: 6.616330390218894e-15
