Gene = Gug
index = 1204
Annotated 5SS: [  536  2207 12182 13316 18153 18337 18562 18783 19002 19572 19761 20266
 20458 20562]
Annotated 3SS: [ 1852 12049 13081 13378 18212 18416 18621 18944 19487 19642 20165 20362
 20508 21229]
SMsplice 5SS: [  536 18153 18337 18562 18783 19572 19761 20266 20608 21118]
SMsplice 3SS: [16402 18212 18416 18621 19487 19642 20165 20362 20832 21229]
top_k =  1000
Partition function (log Z): 21.217183583668422

Sorted 5' Splice Sites (High to Low Probability):
Position 18562: 0.9987347962893104
Position 536: 0.9976896754734409
Position 18783: 0.9947085309784282
Position 19572: 0.993685781406003
Position 18337: 0.9802471378358216
Position 20266: 0.9334728381049155
Position 20608: 0.5608535058481812
Position 19761: 0.514891957329271
Position 21118: 0.4970769573754328
Position 19770: 0.4606547556879089
Position 20562: 0.42373005242033357
Position 19002: 0.22112591225887981
Position 21122: 0.1922946308106894
Position 22371: 0.08972372160976122
Position 21671: 0.05699032023118866
Position 20458: 0.04733976957071653
Position 21111: 0.034100874954154176
Position 21430: 0.02995742743669445
Position 19328: 0.02685869067943466
Position 2207: 0.017388304847731306
Position 10132: 0.014013204691694417
Position 12167: 0.013646733265800988
Position 21083: 0.011604399410221298
Position 20288: 0.011099920763414246
Position 20911: 0.009804867257845927
Position 22325: 0.009235630905090445
Position 9386: 0.0052253782675306315
Position 9390: 0.004678404893019662
Position 22218: 0.00404418353198063
Position 21039: 0.0037987017538878213
Position 20928: 0.003434716847236243
Position 21170: 0.003182693796270851
Position 21150: 0.002751592648579107
Position 19576: 0.0027433942000234944
Position 21392: 0.0025129895015296748
Position 19586: 0.0024924823262512936
Position 21828: 0.0024570262300260704
Position 19739: 0.0024470798990669715
Position 19765: 0.002156126810150156
Position 19335: 0.0019523763875013667
Position 21582: 0.0019470260514389648
Position 18990: 0.0019017357210598777
Position 19223: 0.0018500571744202966
Position 20926: 0.0016645107980383374
Position 21103: 0.0015853885914199773
Position 22564: 0.001506168346920309
Position 18720: 0.0014711427848788257
Position 21408: 0.001401138885420119
Position 21222: 0.001253417947404061
Position 20612: 0.0012157139709201498
Position 18548: 0.0012005140410208065
Position 1418: 0.001153365718678274
Position 8851: 0.001024394191048083
Position 21519: 0.0009246224642874011
Position 20947: 0.0009226861445614047
Position 20270: 0.0008443077468654949
Position 18916: 0.0008231972332633625
Position 20274: 0.0007166953096197125
Position 19734: 0.0006894197720019023
Position 20593: 0.0006822873601646769
Position 20074: 0.000674588234751314
Position 11161: 0.0006406449934313809
Position 9784: 0.0005928281823712139
Position 18756: 0.0005919544431896158
Position 766: 0.000581054548964589
Position 20690: 0.0005699928619923219
