Gene = Aef1
index = 15
Annotated 5SS: [ 280 2588]
Annotated 3SS: [1602 2650]
SMsplice 5SS: [ 280 2588]
SMsplice 3SS: [1602 2650]
top_k =  1000
Partition function (log Z): -5.299348992923088

Sorted 5' Splice Sites (High to Low Probability):
Position 2588: 0.9969801584951239
Position 280: 0.7141967587871492
Position 1461: 0.3466529093835989
Position 1225: 0.1564802782238124
Position 626: 0.11371651603301405
Position 3363: 0.11099071916176023
Position 3377: 0.10814368886074847
Position 1709: 0.07140630901495149
Position 1506: 0.055611831735534106
Position 1086: 0.04175495778458584
Position 851: 0.028007517565781723
Position 3381: 0.026382634358175876
Position 41: 0.02585995310903158
Position 1675: 0.01987717303115362
Position 3397: 0.01910939317747948
Position 455: 0.017154186807460895
Position 1679: 0.01578281453549647
Position 1513: 0.0132480197170474
Position 315: 0.01166899280178408
Position 678: 0.011630183767505279
Position 827: 0.010015683340346145
Position 29: 0.009343433007694342
Position 461: 0.00730561850148122
Position 831: 0.00599818767125051
Position 1853: 0.005877469257530652
Position 3555: 0.0057567288102753885
Position 3103: 0.004009342938189505
Position 957: 0.0037924168982963868
Position 562: 0.003770128247985848
Position 3495: 0.0033182501154191365
Position 3499: 0.002415101446047943
Position 1465: 0.0016210335304591035
Position 4402: 0.0013602457014282596
Position 2314: 0.001307114343624226
Position 1501: 0.0011094817751043228
Position 3852: 0.001076400487845457
Position 465: 0.0010626100673408877
Position 1262: 0.0010013153789728549
Position 220: 0.0009985746347275309
Position 4364: 0.0008052976068281028
Position 3591: 0.000722693923958335
Position 1220: 0.0007212260807954602
Position 3372: 0.0006872285617203158
Position 3801: 0.0006846755808002872
Position 720: 0.0005176868543523492
Position 869: 0.0005014421242881929
Position 1078: 0.0003128270720207304
Position 1324: 0.0002709549343068676
Position 790: 0.00027033482136426404
Position 3316: 0.000233808989006363
Position 284: 0.00022413539226322397
Position 425: 0.00017079148429302747
Position 206: 0.00016714000613781194
Position 3391: 0.00015816793699430023
Position 1252: 0.00013963679935745962
Position 65: 0.00013548445517645212
Position 3412: 0.00012824507062665473
Position 3833: 9.809875252655646e-05
Position 2600: 9.146557602622426e-05
Position 377: 8.862441265657223e-05
Position 2784: 8.012395028009899e-05
Position 786: 7.55698159890511e-05
Position 1082: 7.230662512754696e-05
Position 3424: 5.878153575363797e-05
Position 2572: 5.3374626314079776e-05
Position 1429: 4.914351361337427e-05
Position 10: 4.587147417399023e-05
Position 2252: 4.558572491579654e-05
Position 683: 4.484921853836692e-05
Position 1700: 4.4449543482408316e-05
Position 490: 4.417490872456454e-05
Position 2404: 3.098524819523088e-05
Position 469: 3.0259157370671967e-05
Position 20: 2.8223419759792603e-05
Position 126: 1.5494467060660094e-05
Position 985: 1.526369373869588e-05
Position 81: 1.2246015058915989e-05
Position 290: 1.217406833119626e-05
Position 935: 1.2020158346446591e-05
Position 327: 1.0611600135824534e-05
Position 309: 8.905030521010107e-06
Position 901: 8.04579377081316e-06
Position 925: 6.787124950505004e-06
Position 379: 5.8858159730953715e-06
Position 736: 5.303715268585415e-06
Position 467: 4.464076041053934e-06
Position 560: 4.437083413965786e-06
Position 292: 4.333397426050257e-06
Position 1335: 3.88977780145154e-06
Position 2443: 2.8693406674688146e-06
Position 1101: 2.448960537823617e-06
Position 1463: 2.4021073033381366e-06
Position 506: 2.3648108280806703e-06
Position 367: 1.7481015246002053e-06
Position 3401: 1.7178713374682114e-06
Position 459: 1.6063901105156333e-06
Position 2755: 1.3407254026079627e-06
Position 3394: 6.069942440346153e-07
Position 2667: 5.474186284060268e-07
Position 477: 5.027359524055567e-07
Position 319: 3.3709493769726786e-07
Position 3439: 2.9142052270438004e-07
Position 3379: 2.0586919230578925e-07
Position 2743: 1.5614740746025147e-07
Position 317: 1.3359607874391965e-07
Position 341: 1.3076180099033865e-07
Position 1013: 1.1509199775701772e-07
Position 3246: 3.358261051412808e-08
Position 512: 2.1468140329111722e-08
Position 566: 1.6693649656687552e-08
Position 509: 1.607588112113765e-08
Position 494: 8.891146438601282e-09
Position 630: 1.0400122749551144e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2650: 0.996157493015925
Position 1602: 0.6395670743371981
Position 1296: 0.32936387191633393
Position 2082: 0.12900400981894894
Position 1739: 0.1244047167960491
Position 3438: 0.09239416803166776
