Gene = Usp32
index = 1588
Annotated 5SS: [ 316 2857 3201 3631 4554 5752 6128 6492 8341 8564 8816 9058 9587]
Annotated 3SS: [2621 2923 3401 3693 4619 5824 6183 7693 8396 8627 8871 9118 9649]
SMsplice 5SS: [ 316 2857 3201 3631 4554 5752 6128 6435 8341 8564 8816 9058 9587]
SMsplice 3SS: [2621 2923 3401 3693 4619 5824 6183 6583 8396 8627 8871 9118 9649]
top_k =  1000
Partition function (log Z): 46.97438736521594

Sorted 5' Splice Sites (High to Low Probability):
Position 9058: 0.9994477984607181
Position 2857: 0.9990390875862033
Position 3631: 0.9975349016293106
Position 4554: 0.996393208023668
Position 3201: 0.9925783573298563
Position 6128: 0.9906608411864893
Position 9587: 0.9867255677733135
Position 5752: 0.9854749947271058
Position 316: 0.9713154778235201
Position 8341: 0.9604725613448685
Position 8816: 0.9555794375589969
Position 8564: 0.9130911389261068
Position 6435: 0.5117408815359926
Position 6492: 0.45858567292887464
Position 9994: 0.3528820183940275
Position 6312: 0.3482914345361193
Position 3886: 0.25733470649793555
Position 2495: 0.11454415096601366
Position 4875: 0.11109020206979961
Position 2357: 0.08308341769043033
Position 65: 0.05236835253379046
Position 9342: 0.0457212627851568
Position 6801: 0.039552176390664905
Position 2321: 0.036239503337295476
Position 4884: 0.033675108928373096
Position 8568: 0.030924386637175193
Position 1497: 0.030604848517294135
Position 8279: 0.019414272904557595
Position 5160: 0.014494410266005602
Position 7889: 0.013385194755800515
Position 7794: 0.011677761835858067
Position 2281: 0.011379690652929701
Position 4752: 0.010080835523485909
Position 9350: 0.008054852428429736
Position 677: 0.0067525984365380265
Position 5756: 0.006284379636569427
Position 2515: 0.00624832053815861
Position 6904: 0.006171535051265877
Position 6027: 0.0059933274298139445
Position 2399: 0.005897630833000817
Position 4806: 0.005460654565176321
Position 9881: 0.004561395765084863
Position 7479: 0.00444965801697257
Position 6832: 0.003927715017449507
Position 429: 0.003873860598692768
Position 6053: 0.0034421234518034424
Position 6363: 0.0033841449612622143
Position 10546: 0.0032564780477957827
Position 8132: 0.003052319051329621
Position 1570: 0.0028488333525703577
Position 7336: 0.0027250783873325147
Position 750: 0.002669597437462821
Position 4523: 0.0026205771032985336
Position 3234: 0.002558244378614395
Position 67: 0.0025503970323257643
Position 9591: 0.0025265682198552402
Position 2345: 0.0022919260268342823
Position 8814: 0.002238512309798834
Position 6969: 0.002062364039233891
Position 6334: 0.0018756106526780245
Position 5358: 0.0018638245730335627
Position 4106: 0.0018191951256464702
Position 3588: 0.0018001577143433186
Position 2426: 0.0017918501478613904
Position 801: 0.0015340410287780879
Position 1135: 0.0012409969402254913
Position 9715: 0.0012124314264274167
Position 2312: 0.0011607882220126889
Position 5721: 0.001152589848922454
Position 10362: 0.0011358883090140097
Position 334: 0.0010445817961568305
Position 852: 0.0010350047011705903
Position 5649: 0.0010224540719649096
Position 8820: 0.0010198029146322267
Position 6847: 0.0010145833331981111
Position 7085: 0.0009466852194056819
Position 6651: 0.000944605521754697
Position 371: 0.0009347940488751831
Position 6742: 0.0009196517108035276
Position 6522: 0.0008321487083838075
Position 662: 0.0008228847276139643
Position 865: 0.000816876493929851
Position 2512: 0.0008030578716612476
Position 52: 0.0007935124019114966
Position 9675: 0.0007914765784576891
Position 4735: 0.0007034349453926279
Position 5763: 0.0006954296894319541
Position 673: 0.0006920008392421577
Position 7587: 0.0006413977014214562
Position 6: 0.0006180467204186315
Position 1216: 0.0005459048242137629
Position 7572: 0.0005407684871240222
Position 306: 0.0005250578158240687
Position 1200: 0.0005206460066421114
Position 3831: 0.0004481500151723257
Position 1552: 0.0003986266194159159
Position 9584: 0.00039443209677633966
Position 10203: 0.00039423188558724334
