Gene = DIP-delta
index = 1123
Annotated 5SS: [  167  5520  7630  9118  9344  9747 11570 12204 12524 13667 15363]
Annotated 3SS: [ 5053  7522  8912  9181  9617 11478 12119 12413 13603 15080 15421]
SMsplice 5SS: [ 1175  5520  7630  9118  9344 11570 12204 12524 13667 15363]
SMsplice 3SS: [ 5053  7522  8912  9181 11478 12119 12413 13603 15080 15421]
top_k =  1000
Partition function (log Z): 14.01067171288808

Sorted 5' Splice Sites (High to Low Probability):
Position 11570: 0.9981847395060133
Position 12204: 0.9940374813954408
Position 12524: 0.9838946671166935
Position 15363: 0.9799296302357969
Position 9118: 0.9615763232945328
Position 7630: 0.9515913364358863
Position 9344: 0.901209401920118
Position 1175: 0.7624058110818334
Position 5520: 0.7591891865484017
Position 13667: 0.7577902183207551
Position 9747: 0.2935879258446944
Position 12874: 0.20662583172660098
Position 15567: 0.18633794720760563
Position 821: 0.1650928822658241
Position 8438: 0.13112605684009074
Position 15002: 0.11215427512764274
Position 6233: 0.08722629280854352
Position 14919: 0.08003245442171143
Position 13402: 0.07398229859842209
Position 179: 0.07158132906115475
Position 15594: 0.07091680571188157
Position 14073: 0.06413738549550582
Position 13489: 0.04902691411795136
Position 5124: 0.04481280951353476
Position 31: 0.04092213471959014
Position 14648: 0.038065803867857954
Position 9656: 0.03788859101330376
Position 9787: 0.0376448540304843
Position 8842: 0.03665792824021331
Position 5003: 0.03591418413053365
Position 9372: 0.03517199336660458
Position 8458: 0.03434049584761032
Position 15832: 0.03293680572572552
Position 167: 0.03214608854736116
Position 11986: 0.02839152663728837
Position 11411: 0.027526185095833357
Position 25: 0.02349673644519963
Position 13691: 0.023445225622027836
Position 16844: 0.02230154779089699
Position 10974: 0.021406131098558916
Position 3574: 0.021055201892722836
Position 12857: 0.020846617482063255
Position 16848: 0.018423034824011975
Position 14664: 0.016768225387094673
Position 12762: 0.015471598365330555
Position 5303: 0.015079496691467478
Position 14462: 0.01490490781463719
Position 115: 0.01471983354517745
Position 15746: 0.011972610079418775
Position 13484: 0.011629892022024507
Position 10295: 0.011500891914852897
Position 15359: 0.011237726315786638
Position 6261: 0.011173470642718683
Position 5005: 0.010636678628389766
Position 2886: 0.009502907260803425
Position 1192: 0.009112515793444385
Position 999: 0.008967984051264762
Position 719: 0.008622405019110593
Position 13951: 0.008434759137852637
Position 14644: 0.007484323788666527
Position 2200: 0.0070338275337503
Position 10612: 0.006565114103525153
Position 137: 0.00628371593308171
Position 6294: 0.006264256616665485
Position 14825: 0.0061686210277239854
Position 9114: 0.006059860626007821
Position 14642: 0.005810070449306734
Position 14512: 0.005646920653797847
Position 16860: 0.0050372533870626955
Position 12038: 0.004910273856254585
Position 13693: 0.004890702924418521
Position 1238: 0.004848045654152399
Position 6085: 0.004787168679431947
Position 10894: 0.004652981631075217
Position 13089: 0.004567503297580415
Position 7149: 0.004431150523339457
Position 1563: 0.004361240996574381
Position 206: 0.004352306110165686
Position 9791: 0.0036993964476235057
Position 14566: 0.0036906996608892678
Position 104: 0.0036627388002442615
Position 268: 0.0036520199272548977
Position 13671: 0.0035586749428192137
Position 2354: 0.00349609004900018
Position 1015: 0.003228635813831992
Position 4346: 0.0030251245611212815
Position 8321: 0.00287476331651998
Position 3177: 0.0026782757495474882
Position 898: 0.002663236723031085
Position 17372: 0.002495461143281214
Position 9229: 0.0024939263259556883
Position 7746: 0.002380363376545078
Position 14503: 0.0023234330970870096
Position 9767: 0.002315844518706334
Position 9111: 0.0023145332195875115
Position 5177: 0.002213096946875486
Position 8450: 0.0021937480333076237
Position 14638: 0.0019814588915117734
Position 1077: 0.0019345011525857064
Position 12013: 0.001931528061966281
Position 16033: 0.0019221893869755546
Position 14672: 0.001799278833032432
Position 13837: 0.0017937061830526745
Position 482: 0.0017461248900321894
Position 13123: 0.001690148577019067
Position 13939: 0.0016825853350420192
Position 8343: 0.0016773557734287457
Position 13971: 0.0016414623930205072
Position 16243: 0.0015920665785393677
Position 8420: 0.0015902338761017436
Position 10230: 0.0014932089615674598
Position 3741: 0.0014874841736410437
Position 12939: 0.001486073868126469
Position 15805: 0.0014804065909461467
Position 7090: 0.001451890892545978
Position 16525: 0.0014344149933303153
Position 183: 0.0014068466118749476
Position 1103: 0.0013899216345591005
Position 6409: 0.0013817707907787693
Position 804: 0.0013147879549881068
Position 7004: 0.0013032137268816958
Position 11997: 0.001275170354170973
Position 15717: 0.001235397121305148
Position 13265: 0.001230948728045079
Position 11738: 0.0011838907677185165
Position 11772: 0.0011390333932031732
Position 14761: 0.0011308254255841818
Position 215: 0.0011212938657908067
Position 15561: 0.0011189544568256295
Position 14085: 0.0011070134615596666
Position 2160: 0.0011039731735518925
Position 14668: 0.0010987224806666722
Position 2563: 0.0010914208148250764
Position 16346: 0.0010295630963616277
Position 13737: 0.0009886850014950155
Position 3522: 0.0009781182155538049
Position 3024: 0.0009642284991545849
Position 8807: 0.0009267953842405465
Position 15502: 0.0009195869450077484
Position 5420: 0.00091823840691301
Position 9852: 0.0008678408513307152
Position 13753: 0.0008350168226774616
Position 921: 0.0008243397128281078
Position 15672: 0.0008219143439629468
Position 4054: 0.0008107982855671466
Position 276: 0.0008102908033915544
Position 2181: 0.0007887583431615892
Position 785: 0.0007783449283084832
Position 8349: 0.000733465781961232
Position 4665: 0.0007236053183870742
Position 11989: 0.0007029764977280813
Position 14814: 0.0006937401589408317
Position 9024: 0.0006702180987609727
Position 14684: 0.0006248568510813995
Position 12319: 0.0006158442113625225
Position 620: 0.0005798401558873114
Position 14287: 0.0005698484036268343
Position 667: 0.0005472400766132672
Position 10650: 0.00052760517839893
Position 10066: 0.00048136643185721215
Position 10648: 0.0004776212416327359
Position 10652: 0.0004764656370598383
Position 3803: 0.00047285115435988077
