Gene = RpL23A
index = 1438
Annotated 5SS: [  59  846 1557 1653 1873 2101]
Annotated 3SS: [ 432  918 1612 1824 2057 2286]
SMsplice 5SS: [ 374  846 1557]
SMsplice 3SS: [ 432  918 1824]
top_k =  1000
Partition function (log Z): -4.011534399196506

Sorted 5' Splice Sites (High to Low Probability):
Position 846: 0.9676050431732494
Position 1557: 0.5664637840430844
Position 1653: 0.4867162759686395
Position 374: 0.46567928729393526
Position 1324: 0.30525125160440936
Position 1873: 0.2955471118322697
Position 1467: 0.1522703094760182
Position 59: 0.07676228968198338
Position 222: 0.02318005224477634
Position 246: 0.019221921402034037
Position 1162: 0.019145302811353
Position 1930: 0.014123430063520504
Position 280: 0.012298002856270994
Position 1207: 0.006737433365654721
Position 834: 0.005936562556645855
Position 165: 0.005639300263506526
Position 1405: 0.005621072244727019
Position 1905: 0.005349401914888067
Position 1386: 0.004529571913676322
Position 2101: 0.004310452626411566
Position 1329: 0.0037742279643562886
Position 248: 0.00327946067017082
Position 1672: 0.003262892218059469
Position 1465: 0.002926021781932863
Position 1071: 0.0028177175502292775
Position 153: 0.0025094896384495863
Position 267: 0.0021692184505306723
Position 1711: 0.0020191429454082172
Position 1014: 0.0018671831404589835
Position 1538: 0.0014772549283909267
Position 1480: 0.0014360118613313184
Position 1683: 0.001012285936461903
Position 1249: 0.0008413590422456682
Position 1363: 0.0008139088458986844
Position 1893: 0.000695888639166637
Position 378: 0.0005776599200677883
Position 1662: 0.0005290819329036736
Position 848: 0.00051924352910414
Position 681: 0.000446318507219498
Position 217: 0.00042595427879218734
Position 294: 0.0003703414860143877
Position 1953: 0.0003121915775245722
Position 1471: 0.0003098287866939117
Position 630: 0.00030879426299607775
Position 1877: 0.00030370576080723485
Position 1198: 0.000298035276974572
Position 704: 0.00028371557381683924
Position 333: 0.0002514888743985405
Position 323: 0.00022197351902264147
Position 203: 0.00020956940412844701
Position 186: 0.00019817508841164235
Position 1439: 0.0001704688752723391
Position 95: 0.00016600738826718172
Position 1347: 0.00015387065300108722
Position 1174: 0.00015091635204854542
Position 232: 0.00014645122478047833
Position 1896: 0.0001277730917563493
Position 1056: 0.0001238581827119546
Position 1430: 0.00011486082727018171
Position 1030: 0.00010507927728626784
Position 1126: 9.793852228621186e-05
Position 2153: 9.529761198248498e-05
Position 22: 9.492039346792807e-05
Position 762: 7.572042842430764e-05
Position 226: 5.3252361960901265e-05
Position 1840: 5.19028998121162e-05
Position 2265: 5.186209163413788e-05
Position 184: 4.968628062745863e-05
Position 252: 4.272692488405382e-05
Position 1422: 4.2718317080996164e-05
Position 604: 4.086012344950969e-05
Position 1331: 2.954088889710506e-05
Position 206: 1.8699658695588506e-05
Position 1007: 1.315420817439098e-05
Position 240: 1.0350594084950746e-05
Position 2267: 1.0185314567770595e-05
Position 1213: 1.009310168949913e-05
Position 977: 7.359839905272462e-06
Position 967: 5.626440498243405e-06
Position 810: 4.273043702415384e-06
Position 771: 3.96419181717053e-06
Position 250: 2.2603039434170775e-06
Position 1166: 2.1210469174044937e-06
Position 708: 1.1403184429086528e-06
Position 224: 9.474641915029993e-07
Position 1493: 7.59096605955431e-07
Position 1433: 2.513481538187906e-07
Position 1561: 2.1717866245305427e-07
Position 394: 1.0837062964304958e-07
Position 894: 2.285055729239488e-08
Position 425: 8.650574723856906e-09
Position 901: 8.190160839540754e-09
Position 406: 3.880964538480213e-10
Position 944: 1.4964727245447239e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 918: 0.9761630224263688
Position 432: 0.6003397246077415
Position 1824: 0.41672000440459833
Position 1612: 0.3428225333437162
Position 2057: 0.3421148413241874
Position 1523: 0.30688419734329253
Position 1761: 0.1991096942779222
Position 1386: 0.10906061675370672
Position 1695: 0.048659820258986665
Position 1933: 0.02987732729517513
Position 1510: 0.02156243119369369
Position 1714: 0.016878830634628552
Position 1956: 0.011560790283016549
Position 2021: 0.009181953098814847
Position 2350: 0.00894162100395667
Position 1798: 0.004470445964203353
Position 1366: 0.004080938548402424
Position 1537: 0.0036417717827930433
Position 2286: 0.003265973460626725
Position 2117: 0.0027397224347603466
