Gene = teq
index = 1910
Annotated 5SS: [  187   980  1224  1623  2153  2336 10277 10658 11187 12625 13146 15306
 15768 15981 16823 16983 17178]
Annotated 3SS: [  420  1028  1376  1675  2214  9842 10414 10721 11244 12680 13205 15375
 15824 16041 16889 17093 17238]
SMsplice 5SS: [  980  1224  1623  2153  2297 10658 11187 12625 13146 13993 15306 15768
 15981 16823 16983 17178]
SMsplice 3SS: [ 1028  1376  1675  2214 10414 10721 11244 12680 13205 14048 15375 15824
 16041 16889 17093 17238]
top_k =  1000
Partition function (log Z): 29.95781673028461

Sorted 5' Splice Sites (High to Low Probability):
Position 15306: 0.9995607651576663
Position 15768: 0.9986604635302525
Position 16823: 0.9900484260211978
Position 10658: 0.9869168778082217
Position 16983: 0.9829346214589304
Position 12625: 0.9801699352383008
Position 1623: 0.9720189484423749
Position 17178: 0.9712690297349769
Position 15981: 0.9487477911850343
Position 2153: 0.9184186561413232
Position 11187: 0.8521914430800082
Position 1224: 0.8197796263247339
Position 980: 0.7146918411210654
Position 2297: 0.4836913365327819
Position 187: 0.4623104751043719
Position 2343: 0.35079746431216063
Position 13146: 0.3239329459491411
Position 13993: 0.3036492384040502
Position 13340: 0.26691144063693684
Position 13057: 0.26434770703173405
Position 2985: 0.26359640970053166
Position 13389: 0.15759474927366718
Position 12819: 0.14177957446315062
Position 10907: 0.1383908112388165
Position 10277: 0.13375485249422903
Position 11072: 0.11293518417476224
Position 1190: 0.08764500760266825
Position 10793: 0.08624559934752295
Position 13012: 0.08432802226939112
Position 16224: 0.06066918665665652
Position 13338: 0.052167068661744365
Position 13115: 0.04990263216121229
Position 13344: 0.04903338858432323
Position 1743: 0.048877468842900104
Position 14351: 0.046934479413230576
Position 13473: 0.04675712937797114
Position 14571: 0.042193993567179205
Position 13125: 0.041745754712725715
Position 12911: 0.028958566925953087
Position 13437: 0.02735571468807248
Position 2335: 0.026683326617409513
Position 12843: 0.024545399587425795
Position 11042: 0.021928958327888142
Position 1482: 0.02041134076997035
Position 11405: 0.02028400347248392
Position 12836: 0.019140827692855203
Position 1885: 0.01729343602978091
Position 11377: 0.016663279140444652
Position 16247: 0.01645206671480703
Position 193: 0.015708544383619693
Position 16498: 0.01503734439765884
Position 15882: 0.01499660927311435
Position 12108: 0.01329905624178462
Position 16635: 0.011954440087325198
Position 13055: 0.010561880056742481
Position 688: 0.009580322054154591
Position 200: 0.007815096521552779
Position 17142: 0.007780001959935758
Position 1491: 0.007149667602262468
Position 16250: 0.006538194516432789
Position 14002: 0.006292219857997196
Position 955: 0.00598663728129345
Position 13106: 0.005960260748670631
Position 984: 0.00571092232515531
Position 16096: 0.005662911149620779
Position 12786: 0.005589686293506498
Position 17033: 0.005509628454721675
Position 2306: 0.0054259882031346286
