Gene = Ilp3
index = 1226
Annotated 5SS: [246]
Annotated 3SS: [317]
SMsplice 5SS: [246]
SMsplice 3SS: [317]
top_k =  1000
Partition function (log Z): -3.977527112647215

Sorted 5' Splice Sites (High to Low Probability):
Position 246: 0.8495783551088238
Position 250: 0.14829301951884907
Position 502: 0.006751171166803238
Position 211: 0.0012935796947546427
Position 511: 0.0012319557201150835
Position 207: 0.000757523848931335
Position 470: 0.0006239302393361551
Position 588: 0.000547942891993179
Position 660: 0.00032711557571184815
Position 597: 8.290671249838398e-05
Position 600: 2.9725522587153395e-05
Position 483: 2.4721776326486707e-05
Position 88: 2.2735644047308982e-05
Position 166: 2.2325309267624172e-05
Position 605: 2.1408861168434186e-05
Position 282: 1.5195943921451189e-05
Position 169: 5.197167634029361e-06
Position 451: 3.5568723256014536e-06
Position 376: 3.0604750591226678e-06
Position 392: 2.5049360385682943e-06
Position 209: 2.4511729675114747e-06
Position 428: 2.02478735118804e-06
Position 671: 1.7212774365707006e-06
Position 387: 1.4571686515392033e-06
Position 381: 1.1863406298297832e-06
Position 147: 1.1019829518048586e-06
Position 90: 1.0814793935225181e-06
Position 439: 6.762085808530274e-07
Position 454: 5.882370431107621e-07
Position 608: 3.578621343156525e-07
Position 414: 1.0174360752168189e-07
Position 149: 7.390866935881346e-08
Position 441: 3.44603843186334e-08
Position 357: 2.184410435067455e-08
Position 323: 1.5444367227608067e-08
Position 314: 2.8124930741324966e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 317: 0.855752272367396
Position 337: 0.14237793080093983
Position 563: 0.00427781287180202
Position 597: 0.0030686765774776826
Position 700: 0.0011943533643573889
Position 706: 0.0009720908016726213
Position 664: 0.0005165572027892011
Position 397: 0.00047611588436467
Position 353: 0.00041869524838251834
Position 372: 0.00031036754635685687
Position 387: 6.467301122200715e-05
Position 271: 4.94860047503041e-05
Position 748: 4.717868723997844e-05
Position 605: 3.6725205303066226e-05
Position 617: 2.956840667910096e-05
Position 154: 1.9641258391829994e-05
Position 406: 1.4469705779693692e-05
Position 580: 5.070760393041817e-06
Position 451: 4.7485996134173974e-06
Position 702: 4.628967486265761e-06
Position 772: 4.022628761177899e-06
Position 282: 3.1365133111311318e-06
Position 493: 1.1338851633069033e-06
Position 381: 6.107995289940643e-07
Position 202: 5.713555221828266e-07
Position 498: 7.335039497179606e-08
Position 469: 6.023955339726791e-08
Position 249: 5.906263185867961e-08
Position 166: 5.332690049144649e-08
Position 235: 1.6823113933264184e-08
Position 428: 1.6487246542355828e-08
Position 666: 5.405475555375145e-09
Position 439: 3.3117776586170283e-09
Position 477: 1.7121300766668024e-09
Position 237: 1.5430498400174668e-09
