Gene = Acp36DE
index = 10
Annotated 5SS: [214]
Annotated 3SS: [272]
SMsplice 5SS: [ 65 214]
SMsplice 3SS: [128 272]
top_k =  1000
Partition function (log Z): -5.385456141207056

Sorted 5' Splice Sites (High to Low Probability):
Position 214: 0.9684831968372285
Position 65: 0.6336781984935109
Position 988: 0.6316574489954259
Position 523: 0.11974771537568385
Position 385: 0.04228756648274617
Position 1350: 0.036960959429237016
Position 492: 0.01383057846238154
Position 306: 0.00602819452248343
Position 282: 0.003198841630781981
Position 585: 0.00302616880839534
Position 291: 0.0014619799427401522
Position 407: 0.0009425678101033005
Position 527: 0.0008986510002064753
Position 559: 0.0007138064695205776
Position 380: 0.0006611288562706758
Position 196: 0.0005969288462159361
Position 389: 0.0004708803882778062
Position 620: 0.0003852777362891737
Position 1778: 0.00035926977088452245
Position 1813: 0.00031717758158384
Position 875: 0.00030406145688123483
Position 2797: 0.000256739391505132
Position 336: 0.00024435359111724017
Position 1040: 0.0002072183974074148
Position 58: 0.00016577035128073096
Position 459: 0.00014814217611317253
Position 2563: 0.00012189225552661891
Position 69: 0.00011243115384212102
Position 257: 9.431007072416262e-05
Position 157: 8.954020902489592e-05
Position 2105: 8.78853612613655e-05
Position 112: 8.33390627929401e-05
Position 863: 5.963793547018857e-05
Position 1939: 5.799619885490662e-05
Position 1415: 5.033374296177572e-05
Position 181: 3.837787865116096e-05
Position 641: 3.428046332143583e-05
Position 785: 3.2855225906331344e-05
Position 255: 2.5773264198102837e-05
Position 731: 2.519532606460565e-05
Position 977: 1.954647995121811e-05
Position 78: 1.5772070472955522e-05
Position 27: 5.724388934201051e-06
Position 272: 4.047495704864325e-06
Position 1106: 2.1096576653075157e-06
Position 1151: 1.8807179974693778e-06
Position 18: 1.3759802342237615e-06
Position 659: 9.302578187625591e-07
Position 1070: 5.04252287798314e-07
Position 6: 9.840735051429514e-08
Position 123: 6.249535443507215e-08
Position 242: 4.998590939057197e-08
Position 140: 2.802618605422604e-08
Position 611: 3.1265775399150927e-10
Position 525: 2.7080525255833807e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 272: 0.93532742630497
Position 128: 0.5911820461620089
Position 1064: 0.20475248850269837
Position 1226: 0.1204772293978697
Position 611: 0.11836440317398676
Position 2207: 0.04895178907009455
Position 707: 0.04685976277550792
Position 1232: 0.029896345192438518
Position 2561: 0.029286810843723716
Position 1519: 0.026934836360435702
Position 2643: 0.02557456643073401
Position 2306: 0.024025511922644217
Position 1664: 0.02316639354199828
Position 753: 0.02214270489821212
Position 2826: 0.021055252483725737
Position 1463: 0.016652614411964542
Position 140: 0.01604770614219331
Position 1151: 0.014133591536508294
Position 1844: 0.013789819674675487
Position 1402: 0.011356736522683228
Position 168: 0.010115688387578552
Position 1473: 0.008292092511673326
Position 362: 0.0068045044322338965
Position 336: 0.006661485024102144
