Gene = cyc
index = 1661
Annotated 5SS: [ 184  518 1132 1632]
Annotated 3SS: [ 442  676 1201 1687]
SMsplice 5SS: [ 184  518 1132 1632]
SMsplice 3SS: [ 442  676 1201 1687]
top_k =  1000
Partition function (log Z): 2.976609046950984

Sorted 5' Splice Sites (High to Low Probability):
Position 1132: 0.9563115740039941
Position 1632: 0.9184149562565932
Position 184: 0.8547666101106929
Position 518: 0.732612901318463
Position 945: 0.19205693239292448
Position 242: 0.07875210634773872
Position 599: 0.06308599505344205
Position 1636: 0.04169524988933026
Position 388: 0.03550753507295285
Position 607: 0.02575289792858694
Position 1162: 0.015734967094611425
Position 1152: 0.005188693889866333
Position 938: 0.004759444373668663
Position 1815: 0.0044550564831620796
Position 320: 0.0034537895863478193
Position 89: 0.0027213303169350356
Position 328: 0.0019869214435751285
Position 1071: 0.0018112729400677008
Position 971: 0.001714051949747448
Position 366: 0.0016209292059186206
Position 1803: 0.0014967860592422484
Position 1150: 0.0011514437393868565
Position 250: 0.0010525390087574153
Position 246: 0.0009695930220586198
Position 488: 0.0008563877884508653
Position 1794: 0.0008132327667352245
Position 322: 0.0007506752685375249
Position 332: 0.0006085788066168799
Position 949: 0.0004719229967302349
Position 202: 0.0004671879991095275
Position 356: 0.00033814126930140716
Position 1389: 0.00028866084394614386
Position 923: 0.00027637456706064233
Position 1037: 0.0002579950228530303
Position 942: 0.0002506480374316983
Position 59: 0.000247450624153377
Position 170: 0.00015162661631861843
Position 50: 0.00014444143473722122
Position 334: 0.00013933278092641393
Position 1611: 0.00012648760981614563
Position 1827: 0.00011848708752318604
Position 1938: 8.382755848430536e-05
Position 1323: 7.71976133055055e-05
Position 93: 6.927619845583119e-05
Position 725: 6.581734499360424e-05
Position 1365: 4.46196591287536e-05
Position 2115: 4.301686668762871e-05
Position 188: 4.2068909445819926e-05
Position 1841: 4.1877851966877715e-05
Position 1961: 3.658769341017765e-05
Position 887: 3.6038999799537556e-05
Position 758: 3.168137668524642e-05
Position 1940: 3.118329588305115e-05
Position 112: 3.0092627748245146e-05
Position 405: 2.5218866633238654e-05
Position 1136: 2.503732660411671e-05
Position 1396: 2.0282382078181017e-05
Position 248: 1.99369058118752e-05
Position 1522: 1.961593562002775e-05
Position 178: 1.5695199746994256e-05
Position 1877: 1.5429204399694362e-05
Position 311: 1.450167743824625e-05
Position 2058: 1.3155352640634213e-05
Position 1332: 8.92046494940174e-06
Position 1781: 8.436289216218054e-06
Position 952: 8.021770884473026e-06
Position 326: 7.3571094538488775e-06
Position 30: 6.538560091542289e-06
Position 1175: 5.414061791459153e-06
Position 1422: 5.094570931829172e-06
Position 1100: 4.653186190702647e-06
Position 1537: 4.3922851293691615e-06
Position 994: 4.308762258205206e-06
Position 1617: 4.2156798469543004e-06
Position 1745: 4.138145702597653e-06
Position 73: 3.4826900336269914e-06
Position 83: 3.0843284720268766e-06
Position 996: 2.8893734960515583e-06
Position 795: 2.5176577630244096e-06
Position 810: 2.1647735752110454e-06
Position 1576: 1.628814476705011e-06
Position 2043: 1.513415511133087e-06
Position 1102: 1.4410985651041711e-06
Position 118: 1.2362815864137936e-06
Position 1256: 1.1378917303560518e-06
Position 975: 1.0833752324736077e-06
Position 2011: 8.626650451458047e-07
Position 1166: 8.502941815624922e-07
Position 1505: 8.419228912044046e-07
Position 254: 8.088758156935677e-07
Position 150: 5.212315407360459e-07
Position 832: 4.4978293177743525e-07
Position 706: 3.3940190942000486e-07
Position 1188: 3.2513307764348314e-07
Position 654: 1.854707352876216e-07
Position 987: 1.4656526012448934e-07
Position 427: 1.3988194839718757e-07
Position 408: 1.6411845478275943e-09
Position 1044: 1.118217318491561e-10
Position 1495: 7.817529420564004e-11
Position 1225: 2.676289423406137e-11
Position 430: 2.482820209734871e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 676: 0.9447119669144524
Position 442: 0.8258545621718254
Position 1687: 0.7761679282353606
Position 1201: 0.7177425380688327
Position 1233: 0.2585874639177285
Position 1718: 0.1749823497115578
Position 1006: 0.11787397572492177
Position 994: 0.07271155119570519
Position 688: 0.014958964657273574
Position 2025: 0.010843464053916355
Position 620: 0.008553463577731964
Position 1218: 0.006004749318007248
Position 1537: 0.003527890981820044
Position 259: 0.0034247246928520857
Position 574: 0.002479651684969562
