Gene = comm2
index = 1653
Annotated 5SS: [649]
Annotated 3SS: [1389]
SMsplice 5SS: [649]
SMsplice 3SS: [1389]
top_k =  1000
Partition function (log Z): -5.7961028923479345

Sorted 5' Splice Sites (High to Low Probability):
Position 649: 0.9938733339783601
Position 1964: 0.004051451471140052
Position 182: 0.003109702070122895
Position 1288: 0.003037394434718678
Position 1310: 0.002968836764622149
Position 346: 0.0027234397406350527
Position 107: 0.001641410193449991
Position 549: 0.0010518223609825563
Position 2056: 0.000955357134005261
Position 527: 0.0006432561698151323
Position 1232: 0.0006394786413782159
Position 1958: 0.0006260823254922856
Position 480: 0.0004946856630499431
Position 851: 0.00041417876295844975
Position 653: 0.000378707040972619
Position 34: 0.00036532949671164535
Position 1127: 0.00036350416556887475
Position 1181: 0.0003481880285018659
Position 617: 0.0002700818013737876
Position 38: 0.000257110395113542
Position 1491: 0.00012968320883815053
Position 1573: 0.00012677752701253833
Position 1875: 0.0001067948940761629
Position 591: 9.555411794821394e-05
Position 1817: 8.968419330962981e-05
Position 896: 8.69693919007994e-05
Position 626: 8.220546074185053e-05
Position 420: 7.811887270180607e-05
Position 1026: 7.51794177476824e-05
Position 910: 6.926677350696159e-05
Position 694: 5.813287588435138e-05
Position 1004: 5.196995964870035e-05
Position 101: 5.093505807317062e-05
Position 292: 4.883978627068598e-05
Position 2091: 4.386132167107493e-05
Position 1761: 4.191843868323419e-05
Position 1165: 3.9246979382312984e-05
Position 1330: 3.748006727126545e-05
Position 1473: 3.4271780176992865e-05
Position 2074: 2.81585993469509e-05
Position 922: 2.090229151404847e-05
Position 1970: 2.0224494975943508e-05
Position 109: 1.7933804837187377e-05
Position 679: 1.7716710684053806e-05
Position 1054: 1.70159668461623e-05
Position 1075: 1.6727374284834697e-05
Position 2147: 1.5725734686335785e-05
Position 704: 1.5519705924320574e-05
Position 1547: 1.5107611901069537e-05
Position 256: 1.4243521369257651e-05
Position 6: 1.4230583265788728e-05
Position 32: 1.314403459506359e-05
Position 1770: 1.304078000066653e-05
Position 2016: 1.2289013296568479e-05
Position 1154: 9.492016802694759e-06
Position 990: 8.347093039026275e-06
Position 929: 8.324310392046045e-06
Position 1428: 6.592773516003916e-06
Position 806: 6.39215738491252e-06
Position 382: 6.3255445363867e-06
Position 1051: 6.065070298072682e-06
Position 868: 5.709643167491535e-06
Position 993: 5.213751440068538e-06
Position 1304: 5.0615058990594194e-06
Position 963: 3.7370331252762443e-06
Position 521: 3.7007105774609042e-06
Position 958: 3.4066590438670802e-06
Position 42: 2.511657554905784e-06
Position 750: 2.3557724423194607e-06
Position 501: 2.204577777968169e-06
Position 2122: 2.1104051830487756e-06
Position 564: 1.9224387440540292e-06
Position 1011: 1.70555638092189e-06
Position 1922: 1.5448586936186555e-06
Position 551: 1.5407575627656588e-06
Position 2029: 1.4775964129905923e-06
Position 499: 1.3949534970174988e-06
Position 1058: 1.384627373158366e-06
Position 2120: 1.2525778454668332e-06
Position 1461: 1.1555421070180786e-06
Position 1374: 1.1100713252724084e-06
Position 1696: 7.44495268192849e-07
Position 10: 6.384045935848892e-07
Position 2162: 4.995084424980365e-07
Position 1021: 4.742238400468008e-07
