Gene = Fuca
index = 1172
Annotated 5SS: [ 156 2205 2420 2608 3156 3635]
Annotated 3SS: [ 206 2277 2500 2678 3218 3698]
SMsplice 5SS: [ 156 2205 2420 2612 3156 3635]
SMsplice 3SS: [ 206 2277 2500 2678 3218 3698]
top_k =  1000
Partition function (log Z): 12.59091018570793

Sorted 5' Splice Sites (High to Low Probability):
Position 3156: 0.9941939822160188
Position 3635: 0.9818639095372212
Position 2420: 0.9416079167102575
Position 156: 0.8551447815028624
Position 2205: 0.7498331456451043
Position 2612: 0.48813326745666435
Position 2608: 0.4412975122896585
Position 527: 0.3350743703103628
Position 748: 0.1130709310650811
Position 140: 0.06810433376533305
Position 2624: 0.04674514345145179
Position 2129: 0.026249242366442667
Position 2213: 0.016713410122452595
Position 2387: 0.01649063058466604
Position 498: 0.014110766712726822
Position 2604: 0.01230954888715713
Position 2113: 0.011591687597065577
Position 2628: 0.010677821424583624
Position 3800: 0.010561222210703188
Position 1398: 0.008835710722437651
Position 574: 0.00851946595856945
Position 1326: 0.004500129901158254
Position 2294: 0.0027407727258517444
Position 163: 0.0023271438726544438
Position 430: 0.002082420038874168
Position 2948: 0.0020072692977391444
Position 2997: 0.0011851367961002658
Position 2393: 0.0009455738801582859
Position 3763: 0.0008836385306747425
Position 2749: 0.0008274919154277515
Position 3351: 0.0008096062636756442
Position 1113: 0.0007890401978349309
Position 2045: 0.0005719119096431564
Position 1337: 0.0005423995693573145
Position 21: 0.0005357437908229921
Position 727: 0.0005274361758422222
Position 1463: 0.0005087865284667425
Position 149: 0.0004595304073587206
Position 3409: 0.00043331093349245067
Position 769: 0.0003646781328473301
Position 190: 0.0003606671333992133
Position 3146: 0.0002957290238620928
Position 1432: 0.00029016179010342186
Position 550: 0.0002826180399799365
Position 3006: 0.0002665626024331325
Position 2616: 0.00024976823870671416
Position 3639: 0.00024325712612782504
Position 480: 0.00021519533730105062
Position 2451: 0.00019971223298252363
Position 2182: 0.00019873093894423182
Position 4: 0.00015670900774845508
Position 2460: 0.00015592167191876574
Position 3099: 0.00013836862058553163
Position 3324: 0.00013440829104702218
Position 2583: 0.00013011056658047466
Position 922: 0.00012681463482748208
Position 693: 0.00012031303958284048
Position 3158: 0.00011980492341995254
Position 3536: 0.00010840835017274698
Position 1568: 9.770481678829657e-05
Position 572: 9.751975538837784e-05
Position 2314: 8.881989488235106e-05
Position 819: 8.439397818007771e-05
Position 531: 7.474217710673593e-05
Position 399: 7.336478439141178e-05
Position 1342: 7.314117033711203e-05
Position 3599: 7.162214969491305e-05
Position 2257: 6.911449066573183e-05
Position 3404: 6.823402339197045e-05
Position 203: 6.610584802020994e-05
Position 3309: 6.376435098916732e-05
Position 3160: 6.256780922891603e-05
Position 3803: 6.214094246249375e-05
Position 366: 6.121964553859973e-05
Position 865: 6.0650068904414804e-05
Position 3656: 5.8211253476988465e-05
Position 415: 5.070641695703577e-05
Position 1231: 4.448595836376272e-05
Position 618: 4.3018913598641374e-05
Position 2816: 4.051574844296062e-05
Position 2185: 3.8189913086935376e-05
Position 3061: 3.8126595714584053e-05
Position 3475: 3.414388949428742e-05
Position 638: 3.3177740577668164e-05
Position 2162: 3.292792399315514e-05
Position 836: 3.0336276774760637e-05
Position 324: 2.946552709995317e-05
