Gene = Gorab
index = 1194
Annotated 5SS: [191 975]
Annotated 3SS: [ 274 1031]
SMsplice 5SS: [975]
SMsplice 3SS: [1031]
top_k =  1000
Partition function (log Z): -4.214648127262562

Sorted 5' Splice Sites (High to Low Probability):
Position 975: 0.9840273554469221
Position 191: 0.6731540583231608
Position 1189: 0.060279947828212936
Position 1253: 0.005142319735847901
Position 1193: 0.004937666454945507
Position 1132: 0.0039877803940921355
Position 1262: 0.002857801563480114
Position 1154: 0.001817959921546676
Position 970: 0.0015302113159368913
Position 222: 0.0007409363508427409
Position 475: 0.0005584328607693819
Position 579: 0.0004943788637370094
Position 14: 0.00019104468720808516
Position 1415: 0.00016103729319696846
Position 30: 0.00010118828844854731
Position 50: 9.869788569535493e-05
Position 263: 7.773199483604493e-05
Position 158: 6.521096690094446e-05
Position 32: 6.0891792364049425e-05
Position 686: 5.7513180895975685e-05
Position 902: 5.336885666946397e-05
Position 311: 3.934039671755518e-05
Position 638: 3.516713021834052e-05
Position 919: 2.4699209507926224e-05
Position 179: 2.4416789621454605e-05
Position 57: 2.3078456897181142e-05
Position 267: 2.120164992123157e-05
Position 345: 1.9009819161767996e-05
Position 979: 1.83931670171351e-05
Position 1404: 1.5090815494878907e-05
Position 1327: 1.2149491012589757e-05
Position 1260: 1.1837446518313428e-05
Position 160: 1.1509655070060936e-05
Position 614: 1.0973802447592086e-05
Position 1304: 1.0893122089182408e-05
Position 40: 9.74575875655907e-06
Position 145: 8.565024805525317e-06
Position 220: 7.838564042028431e-06
Position 35: 5.8131492155149425e-06
Position 1379: 2.117494526201625e-06
Position 998: 1.2884929714257845e-06
Position 261: 1.095967445231211e-06
Position 110: 7.085749331798017e-07
Position 9: 4.394857553323516e-07
Position 81: 2.0439384213273068e-07
Position 236: 2.0044102668766238e-07
Position 1337: 1.763507981830377e-07
Position 1306: 1.5750245649351164e-07
Position 397: 1.3496945864367425e-07
Position 913: 8.207581099179137e-08
Position 813: 2.4483754201612993e-08
Position 1042: 3.1947576199526948e-09
Position 888: 2.3256019459221304e-09
Position 600: 6.686819012169164e-10
Position 855: 4.275717140473918e-10
Position 1197: 3.04295280520775e-11
Position 1000: 6.953966253887453e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1031: 0.9911971812379332
Position 614: 0.18646351452723625
Position 586: 0.12519792338269062
Position 274: 0.0915008028979248
Position 526: 0.08619374426833457
Position 1301: 0.06093684128671031
Position 324: 0.05452420442763541
Position 553: 0.0372564297686815
Position 738: 0.024463731192173453
Position 627: 0.012516847491166104
Position 753: 0.010710796829496721
Position 765: 0.010552606827843996
Position 632: 0.00731176826848718
Position 1482: 0.007143545468658168
Position 1241: 0.005616144126310595
Position 1327: 0.004425874628572038
Position 831: 0.003124398673458432
Position 1185: 0.002486590211505228
Position 693: 0.002204309613467521
Position 724: 0.0021490863060014175
Position 557: 0.002066749944193866
Position 819: 0.0016644328154909727
Position 528: 0.0012514122428918363
Position 1053: 0.0011274364234300348
Position 674: 0.0009508561760517694
Position 408: 0.0009373746323770481
Position 424: 0.0007842719041280336
Position 644: 0.0006956695339657893
Position 1074: 0.0005085418606246354
Position 1104: 0.0004935177428160946
Position 337: 0.00045316119829282535
Position 1462: 0.0004460287293739512
Position 973: 0.0004059038581484593
Position 81: 0.00030088948021997347
Position 843: 0.00029334965637811835
Position 279: 0.0002464416220821555
Position 1059: 0.0002190088413299332
Position 789: 0.00019645376335810418
Position 648: 0.00018563510042717465
Position 116: 0.00018280550818633578
Position 357: 0.00016743042314173445
Position 345: 0.0001652547437356097
Position 1101: 0.00016076234025874702
Position 656: 0.0001249073194682203
Position 360: 0.0001095301156213279
Position 405: 7.921387225052677e-05
Position 840: 6.952953570240518e-05
Position 441: 5.891523884076957e-05
Position 354: 4.199932399481906e-05
Position 1488: 3.866788376626669e-05
Position 564: 3.6495739809416164e-05
Position 1132: 3.5934088661231363e-05
Position 795: 3.311398998655277e-05
Position 804: 2.4512093014426458e-05
Position 363: 2.2470936914315624e-05
Position 1117: 2.1805839431963615e-05
Position 922: 1.711682748218637e-05
Position 1107: 1.4476241916953163e-05
Position 559: 1.4461238018827225e-05
Position 686: 1.2612780599983722e-05
Position 786: 1.0745526284344525e-05
Position 798: 9.708677248677592e-06
Position 1189: 9.310267009172368e-06
Position 894: 8.53501489837657e-06
Position 1078: 8.142676231260822e-06
Position 271: 5.866655279066695e-06
Position 864: 5.5321829813483204e-06
Position 218: 3.984109310712864e-06
Position 711: 2.2375781770982824e-06
Position 1496: 2.071797316231877e-06
Position 468: 1.86208970859622e-06
Position 366: 1.3095133514695666e-06
Position 375: 1.2906500120614621e-06
Position 1159: 1.086310313984709e-06
Position 1149: 9.956577299834289e-07
Position 885: 8.001045330177439e-07
Position 478: 5.147842177999056e-07
Position 801: 4.992136564661198e-07
Position 1167: 4.820455580197671e-07
Position 783: 4.543784360007061e-07
Position 828: 3.4961138580979046e-07
Position 902: 2.426942009423367e-07
Position 870: 1.7906848544020137e-07
Position 936: 1.0682237760131141e-07
Position 939: 7.265048560035705e-08
Position 135: 1.4501062852883842e-08
Position 99: 3.1256238881288657e-09
Position 150: 1.6970360223454785e-09
Position 153: 1.4535567054030719e-09
Position 126: 3.1489283459593995e-10
Position 170: 1.1980443120344377e-10
Position 187: 4.501933991478107e-12
Position 204: 1.7480362088359069e-12
Position 195: 1.5093590205050105e-12
Position 190: 1.4062373023740473e-12
Position 179: 2.9484235183889926e-18
