Gene = Nlg2
index = 1324
Annotated 5SS: [  638 23187 26575 27704 28104 28461 28721 28970 29174 29559 29776 30006]
Annotated 3SS: [22193 26341 27346 27907 28358 28524 28780 29030 29232 29619 29843 30064]
SMsplice 5SS: [  638 23187 26575 28104 28461 28721 28970 29174 29559 29776 30006]
SMsplice 3SS: [22193 26341 27907 28358 28524 28780 29030 29220 29619 29843 30064]
top_k =  1000
Partition function (log Z): 18.810064945268323

Sorted 5' Splice Sites (High to Low Probability):
Position 29776: 0.9997847315112568
Position 30006: 0.9996417866722682
Position 28970: 0.9918542483546456
Position 28721: 0.9786787231332464
Position 29559: 0.9685071402217114
Position 28104: 0.9658081219008597
Position 28461: 0.9012034912593804
Position 29174: 0.8913012884195661
Position 23187: 0.7802316882349924
Position 638: 0.7661410098602071
Position 26575: 0.6690718470585509
Position 6786: 0.17784227294929306
Position 200: 0.07105783064037133
Position 350: 0.061517245922275296
Position 151: 0.05173298292238731
Position 4038: 0.0430441373971565
Position 28456: 0.041566504703935775
Position 14269: 0.03171569816292416
Position 10342: 0.020361403108012696
Position 29601: 0.02033086895722522
Position 10984: 0.016426425925584024
Position 28090: 0.013995797364415674
Position 31327: 0.013346284009361485
Position 663: 0.013208830845824584
Position 399: 0.010577700849184449
Position 29131: 0.010557237523685838
Position 227: 0.01002171562867674
Position 29545: 0.008298629576405163
Position 165: 0.008062769809097932
Position 14289: 0.007696110872354315
Position 5377: 0.006586034614915482
Position 3192: 0.0059309586111272105
Position 19561: 0.005491699448157774
Position 31066: 0.004850788698375638
Position 29257: 0.004733846462935507
Position 30727: 0.0029470751070562956
Position 28974: 0.0026654067297574554
Position 29188: 0.0023268703562037097
Position 356: 0.0020068123276584895
Position 28470: 0.0016024898598579849
Position 430: 0.0013625009003641589
Position 317: 0.0011378271597184376
Position 205: 0.0009479863275070447
Position 153: 0.0009223336563917913
Position 29282: 0.000815466593603548
Position 31064: 0.0007789739725131047
Position 1170: 0.0006988023566756827
Position 30768: 0.0006641463489363398
Position 31087: 0.0006273721406744489
Position 30271: 0.0005765922477001985
Position 31291: 0.0004249449782288867
Position 31445: 0.0003820388743279778
Position 28670: 0.0002602742080105875
Position 29346: 0.00023453591386739104
Position 155: 0.0001893049539825454
Position 325: 0.0001866776275684827
Position 31019: 0.00018240058706240223
Position 29182: 0.00018154631785119153
Position 31428: 0.00016061322184503452
Position 30440: 0.00013994606417242007
Position 31110: 0.00012513331272092753
Position 29534: 0.0001201635269569269
Position 30231: 0.00010239332408796288
Position 30531: 8.56858835639425e-05
Position 31425: 7.763232911953312e-05
Position 28914: 7.391222415483744e-05
Position 30761: 7.11215346422902e-05
Position 29806: 6.209388819949662e-05
Position 29669: 5.2696769847950205e-05
Position 31201: 4.2519164715015144e-05
Position 30265: 3.7854976444866756e-05
Position 1765: 3.7054861743520754e-05
Position 28960: 3.455595294688391e-05
Position 31688: 3.4505652625349876e-05
Position 29849: 3.098403108996166e-05
Position 31032: 2.800458366739662e-05
Position 683: 2.7866529452859183e-05
Position 3897: 2.4759825849225385e-05
Position 30797: 2.4361917587408e-05
Position 29074: 2.2450790518750737e-05
Position 29592: 2.163074154911406e-05
Position 30583: 1.65252335975932e-05
Position 694: 1.6122190131971496e-05
Position 29949: 1.6007566162539462e-05
Position 1335: 1.546964351447181e-05
Position 29563: 1.4530726543969108e-05
Position 29672: 1.3581242351964263e-05
Position 652: 1.3016519666366864e-05
Position 31558: 1.1958941760713492e-05
Position 30207: 1.1922199513131973e-05
Position 31322: 1.1352645295569325e-05
Position 31697: 1.1216667116966362e-05
Position 29153: 1.0652214029255987e-05
Position 1959: 1.0431344790513798e-05
Position 1327: 1.0224232158182119e-05
Position 1529: 1.0063002809009981e-05
Position 29531: 1.0045393791602443e-05
Position 212: 8.921724773788448e-06
Position 1933: 8.76719792164371e-06
Position 3494: 8.449151141244995e-06
Position 29650: 8.012407810174607e-06
Position 3837: 7.881194123256836e-06
Position 947: 7.75566029618623e-06
Position 31462: 7.543645384796817e-06
Position 30713: 7.517464913726022e-06
Position 1071: 7.4935310679688435e-06
Position 2041: 5.721631941034697e-06
Position 1391: 5.532782226659431e-06
Position 31530: 5.392262151039068e-06
Position 1131: 4.999147467999592e-06
Position 29483: 4.934955488725042e-06
Position 1244: 4.921429721560543e-06
Position 29846: 4.754427246739032e-06
Position 31702: 4.449706005471349e-06
Position 31501: 4.2775744471951145e-06
Position 4869: 4.27455494419742e-06
Position 578: 3.733553760627993e-06
Position 30703: 3.5712313827775897e-06
Position 30603: 3.48900614613286e-06
Position 30142: 3.48027814338806e-06
Position 160: 3.235329828402672e-06
Position 1756: 2.735919714778054e-06
Position 1273: 2.726350029410533e-06
Position 2328: 2.5891801665707054e-06
Position 29549: 2.5815670696577967e-06
Position 323: 2.5686592401932167e-06
Position 1191: 2.4847233786725467e-06
Position 162: 2.1851960768639736e-06
Position 29653: 2.163648550716444e-06
Position 5658: 2.127447597889637e-06
Position 3392: 1.9615397579291595e-06
Position 28885: 1.6983882353483397e-06
Position 31648: 1.6901729091815495e-06
Position 170: 1.548297881418127e-06
Position 3457: 1.4471419707701891e-06
Position 30471: 1.2473185211464737e-06
Position 2710: 1.1042398043724498e-06
Position 409: 1.094941832980276e-06
Position 28902: 9.672481567437665e-07
Position 189: 8.185827693341694e-07
Position 788: 8.053454545861918e-07
Position 3468: 7.421920687312324e-07
Position 30511: 6.726356076611462e-07
Position 29605: 6.536168225041312e-07
Position 1104: 5.068208256457746e-07
Position 950: 4.4813960905445395e-07
Position 145: 4.180845846246664e-07
Position 29433: 3.8144121814426716e-07
Position 30618: 2.8960183058519687e-07
Position 203: 2.457496426760084e-07
