Gene = Pvf2
index = 1395
Annotated 5SS: [  154  1450 10382 14215]
Annotated 3SS: [  906 10278 13688 14323]
SMsplice 5SS: [ 1450 14215]
SMsplice 3SS: [13688 14323]
top_k =  1000
Partition function (log Z): -3.9487985224387265

Sorted 5' Splice Sites (High to Low Probability):
Position 14215: 0.9916751633413068
Position 1450: 0.864955187997835
Position 10382: 0.4830165110056169
Position 5451: 0.39555813473099954
Position 5691: 0.32732828962623794
Position 6375: 0.2080711591872509
Position 8773: 0.17879162044592786
Position 154: 0.17307987954162365
Position 298: 0.16793515412216511
Position 9491: 0.14644206951057226
Position 14652: 0.13065793815542742
Position 315: 0.10685325931658933
Position 806: 0.10305809055755602
Position 11051: 0.09628748930344214
Position 2131: 0.07985051274001778
Position 14665: 0.07984932050563279
Position 495: 0.05709019950457736
Position 788: 0.052375868455848976
Position 8349: 0.017160346132908358
Position 9654: 0.016872433990469976
Position 6: 0.015486125862750702
Position 165: 0.012887753836247582
Position 14649: 0.012792356655529472
Position 14656: 0.012055525539588
Position 1627: 0.012000514859563155
Position 305: 0.01183112449459202
Position 10024: 0.0113752256153585
Position 8529: 0.011059690330409926
Position 8898: 0.01089242221989966
Position 279: 0.010010913820013087
Position 14455: 0.008131315626248808
Position 9708: 0.007725296824907167
Position 289: 0.007545387419053406
Position 4426: 0.006901075180460382
Position 14226: 0.006377129925398582
Position 4556: 0.006267565459404944
Position 8002: 0.0053023418472000336
Position 5887: 0.005064822590377918
Position 14606: 0.004062824625232732
Position 7693: 0.0033935233569897774
Position 3282: 0.0032983727207573444
Position 286: 0.00329464098310422
Position 648: 0.003091949963138173
Position 6452: 0.003009825134271683
Position 5064: 0.002765759610174771
Position 10773: 0.002749304586503932
Position 8588: 0.0025454290685656415
Position 8022: 0.002373730548849927
Position 5662: 0.0018365033542839873
Position 10359: 0.0017343706307125953
Position 493: 0.0015932405187024745
Position 14644: 0.0015625007242148219
Position 1363: 0.0015565082472473342
Position 7412: 0.0015489125096145137
Position 14899: 0.0012219696160948091
Position 8485: 0.0012132545291182162
Position 5712: 0.001076973812722737
Position 4601: 0.0010052966244919834
Position 1036: 0.0009481790547903027
Position 30: 0.0008906243041171464
Position 5823: 0.0008865125274113017
Position 3310: 0.0008432246499456083
Position 5715: 0.0007937880087813189
Position 3728: 0.0007811835850765161
Position 234: 0.0007354403690435819
Position 5671: 0.0007148915994849766
Position 131: 0.000688885315184333
Position 14440: 0.0005685312928848127
Position 122: 0.0005307903752727367
Position 2272: 0.0005144297679293773
Position 5513: 0.0005119534596757586
Position 8611: 0.0005093467097907897
Position 8647: 0.0005049842366767701
Position 4560: 0.0004867044860400557
Position 776: 0.00048274622665805424
Position 3877: 0.0004643442092539602
Position 393: 0.00045879348400597726
Position 2505: 0.0003847748527827943
Position 8602: 0.0003769295740716007
Position 5668: 0.0003676816836486615
Position 176: 0.00030489457251752053
Position 521: 0.0002866849998567065
Position 8810: 0.00028385120783149247
Position 674: 0.00026099690254520133
Position 14379: 0.00025439677726886537
Position 3888: 0.0002509758879784978
Position 464: 0.00023690239962892803
Position 2688: 0.00023000467496669833
Position 2692: 0.0002285864648775616
Position 5079: 0.00021951857615844038
Position 1895: 0.00020774710186058194
Position 302: 0.00020460952593580857
Position 5033: 0.00020201470942964828
Position 1960: 0.00019539649378480032
Position 6262: 0.00018744650494680214
Position 514: 0.00018655399231199148
Position 42: 0.00018630236897967738
Position 15012: 0.0001828904008100866
Position 14529: 0.00012560573958952486
Position 351: 0.00011810790326088082
Position 146: 0.00010979187798032315
Position 14926: 0.00010735045748141891
Position 14851: 0.00010430651342614226
Position 586: 0.00010317335723483017
Position 1210: 8.556015638514263e-05
Position 319: 7.658810780748053e-05
Position 1459: 7.637241478113517e-05
Position 398: 7.266309190826861e-05
Position 726: 6.800433027627696e-05
Position 14844: 6.686834051719403e-05
Position 1066: 6.574918752376424e-05
Position 86: 6.464469175870492e-05
Position 456: 5.90965810825924e-05
Position 951: 4.901877618933884e-05
Position 5463: 4.661889221297135e-05
Position 4652: 4.621246041602394e-05
Position 3387: 4.5931234005405735e-05
Position 3: 4.482156540101976e-05
Position 4550: 4.426652540009727e-05
Position 3321: 4.222219789520259e-05
Position 1305: 4.1567641134660394e-05
Position 601: 3.6660153654081806e-05
Position 15020: 3.665883258822853e-05
Position 1059: 2.6332081232304206e-05
Position 1138: 2.6024584941077092e-05
Position 10: 2.2832423840317234e-05
Position 435: 2.211425285714009e-05
Position 4065: 1.8997461466967596e-05
Position 14814: 1.889929475511273e-05
Position 715: 1.8567222334379237e-05
Position 14715: 1.4880230363748591e-05
Position 1308: 9.114504856136606e-06
Position 1343: 7.839211793992088e-06
Position 869: 7.799428569473724e-06
Position 1051: 7.526045916407614e-06
Position 569: 7.13784454978329e-06
Position 1570: 6.904613542810619e-06
Position 1854: 6.574847008521763e-06
Position 1454: 6.5700065690508095e-06
Position 404: 6.317378510721682e-06
Position 442: 5.14032159087254e-06
Position 884: 5.1065875417694845e-06
Position 349: 4.1010145233210006e-06
Position 411: 3.0152454268734106e-06
Position 524: 2.1596269117675113e-06
Position 603: 1.3416299270063424e-06
Position 2149: 7.651999568094757e-07
Position 1643: 6.564167616891807e-07
Position 2570: 4.917765602117946e-07
Position 10777: 1.704829536440759e-07
Position 5401: 2.7109511546979016e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 14323: 0.9902887917956481
Position 13688: 0.9860361614792862
Position 5332: 0.5486045988858959
Position 906: 0.4771972237855496
Position 10278: 0.4588342443388277
Position 8439: 0.2651487141847629
Position 14729: 0.2403657600597416
Position 5922: 0.1650281224418799
Position 5501: 0.15103497642521954
Position 1942: 0.053324023342473034
Position 8954: 0.05300676349394887
Position 8918: 0.04036514441763339
Position 203: 0.037446029623249985
Position 9292: 0.03684294456091303
Position 557: 0.03426357398895764
Position 9847: 0.03072995721970089
Position 10820: 0.030520781873378058
Position 7800: 0.028291311405506225
Position 10437: 0.02661056685466496
Position 1124: 0.025571431293513264
Position 1103: 0.019148598724030717
Position 5537: 0.015228241382544744
Position 5765: 0.015166694588334825
Position 4339: 0.015034959481733425
Position 8414: 0.014731503176650064
Position 5513: 0.014222284925143859
Position 5294: 0.008751017871364777
Position 6063: 0.0084087936223992
Position 1792: 0.007000043053231667
Position 422: 0.006924679685849549
Position 12673: 0.005757279551199495
Position 381: 0.005661055479019146
Position 4207: 0.005498294446192923
Position 10239: 0.005144458736041838
Position 1267: 0.005085502390453
Position 3151: 0.004982084008243199
Position 5929: 0.004864542620135867
Position 8444: 0.004810704019322926
Position 1083: 0.004792381265486812
Position 1890: 0.0047366478708245376
Position 14529: 0.003956060832992976
Position 5166: 0.003869032032588557
Position 5574: 0.003250579536289868
Position 14760: 0.003225782054211625
Position 14281: 0.0031424369522301426
Position 1684: 0.0026826448965510093
Position 12071: 0.00253932997112057
Position 1718: 0.0023218150990414227
Position 1734: 0.0023030119124425857
Position 4666: 0.0021764120433334366
Position 14715: 0.0021534006031094927
Position 14967: 0.0020218080181753986
Position 15092: 0.00190816767040995
Position 5191: 0.001850107669250303
Position 10413: 0.0017343706307125953
Position 14335: 0.0016866395789908685
Position 12356: 0.0014505586323957504
Position 12128: 0.001331597615111967
Position 7205: 0.0011844783848693988
Position 981: 0.0011118574258796692
Position 7043: 0.0011045108152956584
Position 14913: 0.0010288872827351684
Position 7432: 0.0008181606503466603
Position 715: 0.0007953554145729087
Position 864: 0.0006120945960452287
Position 14687: 0.0004976814336424358
Position 2205: 0.00048725146484461854
Position 12330: 0.0004863014128863736
Position 10509: 0.0004551896363608404
Position 11877: 0.00042188513417263545
Position 3629: 0.0003958219181610144
Position 5843: 0.00031466549108237235
Position 11117: 0.0003141048979404329
Position 14579: 0.00030977484757208063
Position 6101: 0.0002807931276435659
Position 464: 0.00027924872970140814
Position 6524: 0.0002717394881900109
Position 1863: 0.00025841681130864925
Position 1953: 0.0002513356032672731
Position 5196: 0.00023330191350150894
Position 5298: 0.00023214173141398152
Position 1374: 0.00022210801048465315
Position 4234: 0.00021079637827654227
Position 4373: 0.00018446959699940655
Position 14545: 0.00016871688112588448
Position 14986: 0.00016807320463954294
Position 14656: 0.00015756379369417283
Position 579: 0.0001521309000270287
Position 14438: 0.00014998249951439507
Position 14343: 0.000140678128123503
Position 1748: 0.0001368987170597018
Position 1845: 0.00012950094856070937
Position 1500: 0.00012923454168404605
Position 5615: 0.00012863324994312643
Position 14771: 0.00011022284966589172
Position 1902: 0.0001063096648964744
Position 2070: 9.724906932011984e-05
Position 934: 9.575418237051237e-05
Position 1382: 9.099659446179249e-05
Position 3172: 8.506022435304705e-05
Position 2627: 7.405984608876683e-05
Position 6650: 6.998043894893901e-05
Position 234: 6.4719851741921e-05
Position 5945: 6.274354508184258e-05
Position 52: 5.9623421218024105e-05
Position 3107: 5.624949357189823e-05
Position 319: 5.2555857475676754e-05
Position 1626: 5.1724480770178044e-05
Position 910: 4.5026561912265143e-05
Position 4274: 4.334506970032174e-05
Position 726: 4.3327455143802544e-05
Position 2991: 4.305889537503381e-05
Position 1866: 4.128714712853953e-05
Position 14507: 3.8772125961134766e-05
Position 1359: 3.685165369009101e-05
Position 861: 3.6097172321638014e-05
Position 1608: 3.3954151116385966e-05
Position 393: 3.365607054760266e-05
Position 2953: 3.1189047349165024e-05
Position 3015: 2.9748780728733796e-05
Position 1854: 2.7789106784901123e-05
Position 624: 2.7655941148433718e-05
Position 480: 2.6582185434113723e-05
Position 4725: 2.563559033694747e-05
Position 743: 2.543218592915709e-05
Position 3181: 1.4544321881428392e-05
Position 6432: 1.3816177540674803e-05
Position 2971: 1.3281890578195677e-05
Position 3510: 1.1491879351883065e-05
Position 1519: 1.0469278922030093e-05
Position 3911: 1.0196870326565493e-05
Position 811: 9.32411192622538e-06
Position 1427: 9.148545888992885e-06
Position 315: 8.565540759574407e-06
Position 1776: 8.240866669067992e-06
Position 652: 6.555708048028596e-06
Position 154: 4.278844960015678e-06
Position 103: 4.253120412217782e-06
Position 5936: 3.4800138421481145e-06
Position 326: 2.5465602413139307e-06
Position 286: 2.1837804081968698e-06
Position 598: 1.6301160289272467e-06
Position 773: 1.1189906622858865e-06
Position 521: 1.0615036502170586e-06
Position 674: 9.170015949859051e-07
Position 593: 8.856498187551884e-07
Position 641: 8.803428027100968e-07
Position 302: 6.953575607270079e-07
Position 243: 6.858746115331664e-07
Position 3367: 6.568875142751914e-07
Position 806: 6.421605604344844e-07
Position 559: 4.25641471355951e-07
Position 842: 3.9657756874550905e-07
Position 2047: 3.454075926204271e-07
Position 869: 3.100876054282693e-07
Position 2653: 2.6476505344656245e-07
Position 1758: 2.1863461017901452e-07
Position 6031: 2.059411072489459e-07
Position 2361: 2.0159791273276617e-07
Position 1566: 1.9342191182271047e-07
Position 60: 1.4691557684191416e-07
Position 3465: 1.3517927581384105e-07
Position 1805: 6.682876944734218e-08
Position 5887: 6.075130141770042e-08
Position 1755: 5.97803211285971e-08
Position 2538: 5.6665912841737606e-08
Position 122: 3.100092322863615e-08
Position 1640: 2.926373401938332e-08
Position 165: 2.8285046970044e-08
Position 1643: 2.7362958427182417e-08
Position 419: 2.0102793067950394e-08
Position 2130: 9.265113230620842e-09
Position 298: 5.663866409203607e-09
Position 2078: 4.864577533344539e-09
Position 128: 3.4064622925792136e-09
Position 349: 1.460411848832667e-09
Position 493: 3.394476021598186e-10
Position 488: 1.8953646411448854e-10
Position 131: 1.3246899283333717e-11
Position 158: 1.9811186011765517e-12
