Gene = Tgi
index = 1558
Annotated 5SS: [ 9350 14418]
Annotated 3SS: [14102 14485]
SMsplice 5SS: [  211   934 14418]
SMsplice 3SS: [  765 14102 14485]
top_k =  1000
Partition function (log Z): 5.340650343169467

Sorted 5' Splice Sites (High to Low Probability):
Position 14418: 0.9998609472506234
Position 934: 0.9936717205276872
Position 211: 0.8399685512875752
Position 2275: 0.4932656477317155
Position 3302: 0.1846831036963356
Position 7625: 0.08726393580919081
Position 681: 0.06530301725218732
Position 705: 0.06427213578853615
Position 5358: 0.059801765346770716
Position 4972: 0.048575276480864814
Position 5170: 0.0412976207490205
Position 5414: 0.01671341584078513
Position 3272: 0.01634192343729558
Position 5431: 0.013582327672255704
Position 12412: 0.009503596687751536
Position 555: 0.008453861386148042
Position 1524: 0.007216002674091144
Position 5106: 0.00668241921008408
Position 6318: 0.0065146905981031625
Position 1796: 0.006057435727570321
Position 9350: 0.005369705279826317
Position 2376: 0.005096595514260139
Position 227: 0.004638512450059015
Position 1506: 0.004502156202597177
Position 5665: 0.0036830648272907834
Position 539: 0.0031895101723185383
Position 15255: 0.0031331090889861334
Position 10729: 0.003017078655880837
Position 15524: 0.0023323003858721734
Position 1479: 0.0021034281717387097
Position 34: 0.001990796938208823
Position 8107: 0.0018442894981442663
Position 720: 0.0018187017099099913
Position 14603: 0.00181401407919836
Position 2295: 0.0017830451041172893
Position 246: 0.0013522038875303892
Position 216: 0.0012635671248010045
Position 5187: 0.001234052298960503
Position 9053: 0.00120434322213697
Position 292: 0.00114990678026462
Position 2114: 0.0010923443212156611
Position 7093: 0.001010488603705468
Position 14600: 0.0009758213213861164
Position 3281: 0.0009529412792126432
Position 5625: 0.0009294165259095879
Position 709: 0.0008926326336640048
Position 707: 0.0007285403007664017
Position 8093: 0.0007183132290808146
Position 9737: 0.0007083128535710749
Position 1191: 0.0006046250061129495
Position 413: 0.0006012821542402438
Position 2126: 0.0005868570953432367
Position 9851: 0.000559328865141766
Position 14872: 0.0005343998513644099
Position 7985: 0.0005267267395992632
Position 499: 0.000524037498434156
Position 1230: 0.00046996319304568984
Position 125: 0.0004083658903075829
Position 1529: 0.00040668850161651617
Position 6805: 0.0004058175250019211
Position 575: 0.00040001860511439477
Position 14706: 0.0003951721075893746
Position 339: 0.00036472794553194193
Position 7158: 0.00033738490380319833
Position 722: 0.00031488840840587274
Position 287: 0.00029493164016505455
Position 331: 0.00028605878567909796
Position 2289: 0.00028312008835069735
Position 15588: 0.00026809302098254763
Position 547: 0.0002667442370223191
Position 3398: 0.00025895992968472277
Position 1427: 0.00023000997993360725
Position 2134: 0.0002147396683401462
Position 670: 0.000190772237301637
Position 672: 0.00018958996176794547
Position 1461: 0.0001706248560820986
Position 8398: 0.00017033409320704507
Position 14620: 0.00016099298481483417
Position 3293: 0.0001577064775942368
Position 381: 0.0001459968696217135
Position 269: 0.0001257692019508865
Position 4995: 0.0001257095550394784
Position 15079: 0.00010169225630904941
Position 14425: 8.85136075547723e-05
Position 2647: 8.433482330191538e-05
Position 1152: 8.279572767855607e-05
Position 565: 6.902931227864108e-05
Position 1832: 6.587122614313622e-05
Position 580: 6.483668997275772e-05
Position 129: 6.3305289853245e-05
Position 559: 6.0228066421243126e-05
Position 1659: 5.9979964932650326e-05
Position 2300: 5.944467117769137e-05
Position 1340: 5.862266529874084e-05
Position 915: 5.761134269010614e-05
Position 1297: 5.491627340471199e-05
Position 938: 5.4217071254455806e-05
Position 598: 4.1963522113024904e-05
Position 15487: 3.8549660078131185e-05
Position 523: 3.67208083316437e-05
Position 592: 3.5736943537137715e-05
Position 1691: 3.5654614812430426e-05
Position 14716: 3.31159817273949e-05
Position 1093: 3.253971994159317e-05
Position 256: 3.2446215319822526e-05
Position 1238: 3.236922590953114e-05
Position 891: 2.7185825315449582e-05
Position 2859: 2.6154196026036658e-05
Position 1843: 2.569336113417822e-05
Position 3457: 2.294911048060102e-05
Position 1251: 2.129204667967987e-05
Position 23: 2.0806596936754896e-05
Position 15478: 1.989437466437285e-05
Position 444: 1.9864171653597147e-05
Position 1209: 1.9189790039432497e-05
Position 853: 1.9028280187993556e-05
Position 1099: 1.8335915225159256e-05
Position 155: 1.7969347530194147e-05
Position 2777: 1.7902735700659287e-05
Position 2051: 1.766670386813369e-05
Position 532: 1.7590343167629637e-05
Position 420: 1.1924517448784782e-05
Position 729: 1.1684201601687559e-05
Position 2173: 1.1225188946774578e-05
Position 1881: 8.773797578663955e-06
Position 118: 7.389346231382799e-06
Position 1323: 7.160020527317253e-06
Position 15586: 7.1337864011704776e-06
Position 796: 7.1255223061425345e-06
Position 14267: 6.885600695562925e-06
Position 14986: 6.177304837983038e-06
Position 1755: 5.221519289417496e-06
Position 14263: 4.89460050881544e-06
Position 792: 4.390070370072325e-06
Position 15598: 4.295797006414896e-06
Position 1167: 4.27237596857313e-06
Position 603: 4.105802460458143e-06
Position 1066: 3.7148749455256067e-06
Position 2149: 3.688851863313648e-06
Position 1605: 3.2540264292692063e-06
Position 406: 3.235795582166948e-06
Position 14562: 2.894519999930798e-06
Position 649: 2.8626054487405327e-06
Position 1708: 2.640651698326016e-06
Position 1961: 2.4200988887035715e-06
Position 1254: 2.0629739927881854e-06
Position 15451: 1.8549813581956993e-06
Position 15612: 1.6851378376316163e-06
Position 744: 1.5425451763170589e-06
Position 1533: 1.4859890311117564e-06
Position 1637: 1.208047404194218e-06
Position 724: 1.0020745056601458e-06
Position 726: 9.324298834092895e-07
Position 230: 8.662312337297175e-07
Position 1087: 8.269644189266092e-07
Position 14550: 6.848570661955e-07
Position 14863: 6.597220494742681e-07
Position 15430: 6.242356850227121e-07
Position 450: 6.088724219044984e-07
Position 15476: 4.7134860276484963e-07
Position 14363: 4.4066051721634217e-07
Position 841: 3.9064244554508093e-07
Position 823: 2.8947471446464946e-07
Position 781: 2.843235233709807e-07
Position 15625: 2.445798430084896e-07
Position 817: 1.8374941308945468e-07
Position 15600: 1.2846172224680084e-07
Position 861: 5.020847798815215e-08
Position 15190: 3.1007096984864675e-08
Position 1009: 1.091795636408918e-08
Position 2307: 1.0617657165239701e-08
Position 1402: 4.245419068140083e-09
Position 14887: 3.391105064289098e-09
Position 15106: 3.259461421066742e-09
Position 1020: 1.1398057496062994e-09
Position 2337: 7.419815087863761e-10
Position 1603: 7.135968883403285e-10
Position 2329: 6.867264564418338e-10
Position 1629: 5.306526420895753e-10
Position 14496: 1.0136193659332819e-11
Position 737: 4.923491253863117e-14
Position 765: 6.367237080633182e-16
Position 767: 6.359723767192356e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 14102: 0.9999891943682411
Position 14485: 0.9999360896140806
Position 765: 0.955317047318793
Position 1574: 0.3725739197124206
Position 2893: 0.08206320402285337
Position 5234: 0.06594422119387149
Position 7475: 0.0643868720416493
Position 4891: 0.049839019996478086
Position 5026: 0.04895323623244603
Position 1392: 0.04325431985511846
Position 1603: 0.03671812938339566
Position 1708: 0.035443483510648736
Position 2628: 0.029492429146694997
Position 266: 0.017538757487102017
Position 3122: 0.016149958092857415
Position 6800: 0.01208096317892733
Position 3154: 0.011920117436058487
Position 1659: 0.010009863575613027
Position 1943: 0.009143459303096268
Position 7508: 0.008318374088237128
Position 2137: 0.00828277129777528
Position 4880: 0.00817422264986356
Position 7758: 0.007761314984288729
Position 477: 0.007589526315638144
Position 5053: 0.007457034614893392
Position 12329: 0.006666015949854101
Position 3020: 0.0061731722155507675
Position 2652: 0.0058162412429238405
Position 1637: 0.005730112437408503
Position 786: 0.005598621817124211
Position 1612: 0.005457994889106327
Position 4855: 0.0047644019085564425
Position 2544: 0.004363176468014292
Position 1018: 0.004252960742667441
Position 2349: 0.004096075543177177
Position 3025: 0.003998871882223357
Position 1461: 0.003943468080188964
Position 1618: 0.003755520292348328
Position 2550: 0.0035127571593610058
Position 15333: 0.003231028439385861
Position 5525: 0.0030417949524083254
Position 15641: 0.0027529389310574554
Position 2739: 0.0024037368478764002
Position 5493: 0.0023045808216969068
Position 4402: 0.0021405050786524925
Position 11833: 0.0020948957575314545
Position 8845: 0.001909333628996949
Position 2925: 0.0018014684595261455
Position 6863: 0.001667258629716134
Position 109: 0.001559253712949649
Position 2231: 0.0014429953905389324
Position 462: 0.0014313324355451273
Position 4821: 0.0014091383628847534
Position 14657: 0.001372250668756736
Position 10186: 0.0013217193095653769
Position 539: 0.001275926044057089
Position 2700: 0.0012695310040547402
Position 2595: 0.0012607157348648933
Position 2362: 0.0011761158210340937
Position 2922: 0.0011270566174977918
Position 630: 0.0010897547696137341
Position 1109: 0.001056194653521794
Position 489: 0.0009778142755858647
Position 308: 0.0009611419974304311
Position 1521: 0.0009268397490082323
Position 366: 0.000918374135112074
Position 9147: 0.0008713773857483397
Position 15437: 0.0008474745342140589
Position 4836: 0.0008365467006367965
Position 10312: 0.0008075472764974088
Position 6201: 0.0007659635224117838
Position 11993: 0.0007426849803659789
Position 4625: 0.0007204316388912303
Position 2513: 0.0007187268886938225
Position 10041: 0.0006209305589335778
Position 5031: 0.0006170687100317548
Position 856: 0.0005878748842785973
Position 7184: 0.0005840051970310826
Position 2054: 0.0005594594642067572
Position 9736: 0.000559328865141766
Position 2685: 0.0005494895046941287
Position 2664: 0.0005352727461768
Position 1087: 0.0005149301167033859
Position 7215: 0.00048366170067444314
Position 3521: 0.00045141504812772494
Position 7292: 0.0004356722502844118
Position 5970: 0.00043542395162514484
Position 15598: 0.0003986806215686592
Position 3163: 0.0003927167773946998
Position 2898: 0.0003798797742065651
Position 5242: 0.00037281392766462545
Position 1712: 0.0003718876312529007
Position 3509: 0.0003692267522825562
Position 7542: 0.00036428309773424433
