Gene = PDCD-5
index = 1353
Annotated 5SS: [199 565]
Annotated 3SS: [449 621]
SMsplice 5SS: [199 565]
SMsplice 3SS: [449 621]
top_k =  1000
Partition function (log Z): -0.1462055326732461

Sorted 5' Splice Sites (High to Low Probability):
Position 199: 0.9926303300863262
Position 565: 0.9800156677046575
Position 702: 0.12911796600214726
Position 332: 0.002534286453622284
Position 56: 0.0015599710453879261
Position 203: 0.0008108686402703035
Position 15: 0.0005610553065869907
Position 341: 0.00035694538764803103
Position 569: 0.0002644559870990777
Position 879: 0.00010016123882502899
Position 216: 7.312130473745109e-05
Position 395: 6.865239676214913e-05
Position 537: 5.9401276536765074e-05
Position 311: 4.279615412423898e-05
Position 260: 2.990721454763902e-05
Position 146: 2.7434925589678275e-05
Position 697: 2.326574111870021e-05
Position 23: 1.823969157310681e-05
Position 728: 1.1217351706660016e-05
Position 370: 7.273202697545194e-06
Position 189: 1.493679190945746e-06
Position 849: 1.295654686233668e-06
Position 706: 1.2879023258396932e-06
Position 177: 9.165758653513101e-07
Position 636: 8.328295974359829e-07
Position 138: 7.880756330037252e-07
Position 662: 5.903333845307295e-07
Position 750: 4.195786473610789e-07
Position 345: 4.0303342905990977e-07
Position 675: 2.718256934941357e-07
Position 732: 6.103923442995207e-08
Position 621: 5.6784931217357545e-08
Position 776: 2.9536940554402293e-08
Position 783: 2.2003705151044842e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 449: 0.9867095230422084
Position 621: 0.9515068771748832
Position 761: 0.08304262410829501
Position 770: 0.04610713960627135
Position 636: 0.024039646375534927
Position 354: 0.0051899943256294425
Position 640: 0.0033913734773595777
Position 406: 0.0030207024534788657
Position 345: 0.0017121232279266197
Position 127: 0.0008327657872043828
Position 260: 0.0003683585168421905
Position 951: 0.00036593494857360383
Position 692: 0.00031307721472987547
Position 701: 0.0002912887772983382
Position 748: 0.00026748818889499684
Position 72: 0.0002344049549419921
Position 75: 0.00015875162467266548
Position 644: 0.00015262260750593975
Position 326: 0.00014031241616088518
Position 728: 0.00013353497833099514
Position 316: 0.0001234380341086882
Position 494: 3.0141749835237797e-05
Position 134: 2.786981561387474e-05
Position 879: 2.629945568581641e-05
Position 939: 2.5501176057922054e-05
Position 817: 1.5770114680899966e-05
Position 595: 1.557316566558624e-05
Position 488: 1.4932592342500206e-05
Position 171: 1.4173582130398256e-05
Position 653: 1.094697723056645e-05
Position 776: 6.69781539372413e-06
Position 244: 4.692725731668534e-06
Position 491: 4.473270591761333e-06
Position 668: 3.515260981072225e-06
Position 772: 3.328486583913257e-06
Position 146: 2.6403521651939826e-06
Position 287: 2.615612433117676e-06
Position 279: 1.9728413954368482e-06
Position 84: 1.743321977285188e-06
Position 370: 1.3782166991130352e-06
Position 485: 1.2790548682747497e-06
Position 473: 1.2361339323140326e-06
Position 736: 7.521910538774442e-07
Position 537: 7.039573987059638e-07
Position 189: 6.110451966171462e-07
Position 480: 3.5693640875098376e-07
Position 506: 1.415807173211796e-07
Position 650: 5.178455480099272e-08
Position 830: 4.387274784305481e-08
Position 246: 2.412506667528278e-08
Position 548: 1.5843844017333404e-08
Position 578: 9.103831026607858e-09
Position 551: 5.3017571743331006e-09
Position 509: 2.306735864214323e-09
Position 518: 1.6242477094322935e-09
Position 121: 1.2328875118786684e-09
Position 234: 1.0960036454168663e-09
Position 203: 3.70788569614677e-10
Position 216: 2.7082172550480948e-11
Position 556: 2.057396768526836e-12
