Gene = Saf6
index = 1465
Annotated 5SS: [ 476  676 1708 2000]
Annotated 3SS: [ 528  728 1765 2056]
SMsplice 5SS: [ 476  676 1708 2000]
SMsplice 3SS: [ 528  728 1772 2056]
top_k =  1000
Partition function (log Z): 2.9683473721275435

Sorted 5' Splice Sites (High to Low Probability):
Position 676: 0.9987532147612491
Position 476: 0.9654004853165231
Position 2000: 0.92163272425852
Position 1708: 0.9089160759949738
Position 196: 0.02510764524181089
Position 176: 0.022030121429113207
Position 1113: 0.013790066164014398
Position 1699: 0.013480173762235082
Position 1459: 0.013125419277863993
Position 1001: 0.012319498285486149
Position 208: 0.010180089649725407
Position 1254: 0.009093996744612195
Position 507: 0.008068315875446177
Position 1938: 0.00801933748266897
Position 369: 0.007231133358312669
Position 2509: 0.004515410583870772
Position 16: 0.003029818036929303
Position 2085: 0.0026922436363208836
Position 187: 0.0022019770351177463
Position 823: 0.0018751931489975119
Position 2037: 0.001738069156121984
Position 1117: 0.0017070508505147442
Position 335: 0.001473952624053836
Position 2446: 0.0014210766110152229
Position 1017: 0.0013061921706042303
Position 49: 0.0010695220837859498
Position 1953: 0.0009920244197713516
Position 1826: 0.0009405011456385579
Position 1260: 0.0008811033984344494
Position 2378: 0.0008418150689853549
Position 278: 0.0008033915974068956
Position 1930: 0.0007812602597441836
Position 11: 0.0006455458374357848
Position 2032: 0.0006270568986351599
Position 658: 0.0005683881525140923
Position 223: 0.0005493712452720842
Position 1365: 0.0004995906044970681
Position 1012: 0.0004845131390364877
Position 2375: 0.00044092066012008574
Position 2134: 0.00042738669600777917
Position 59: 0.0003587631665578317
Position 1964: 0.0002513610028848922
Position 1235: 0.00022898098348866789
Position 46: 0.0001954580187356013
Position 1684: 0.00018002353838628607
Position 2074: 0.00017406845075744685
Position 160: 0.00016867027380518924
Position 2326: 0.00015759313294526792
Position 1692: 0.00014460341405946224
Position 921: 0.00014423832691400312
Position 1987: 0.0001335806162667055
Position 2142: 0.00012587286105986286
Position 1422: 9.826759655810928e-05
Position 296: 7.901637356178237e-05
Position 525: 7.892112979848943e-05
Position 414: 6.94096685020178e-05
Position 1578: 6.135096940377274e-05
Position 2289: 5.7465072894646285e-05
Position 908: 4.781955163999926e-05
Position 1728: 4.246893732191943e-05
Position 1773: 3.9976875957198986e-05
Position 290: 2.884922451404372e-05
Position 77: 2.8728685246726058e-05
Position 37: 2.700958542106489e-05
Position 1346: 2.6257732191059068e-05
Position 1621: 2.4690299422999462e-05
Position 468: 2.4581557671262316e-05
Position 969: 2.2956677831166343e-05
Position 2390: 2.1787600340529862e-05
Position 865: 1.9813087179190135e-05
Position 62: 1.6526875876045466e-05
Position 2530: 1.2778055663904081e-05
Position 401: 1.2201752878850804e-05
Position 1589: 1.0750226659156049e-05
Position 2138: 1.0047896759358798e-05
Position 2172: 9.510629836841565e-06
Position 624: 8.636114703815095e-06
Position 363: 8.508898453632104e-06
Position 1107: 7.63461780510693e-06
Position 780: 7.400829583853309e-06
Position 789: 6.969420845002011e-06
Position 2454: 6.857003619509093e-06
Position 687: 6.580284073557373e-06
Position 680: 6.105964305920872e-06
Position 622: 4.985479570792431e-06
Position 2244: 4.5739013823527576e-06
Position 382: 3.708032463587022e-06
Position 411: 3.623499107077174e-06
Position 1062: 3.4751654394007193e-06
Position 1591: 3.226718332913542e-06
Position 1003: 3.1565877976587435e-06
Position 765: 2.1692317883558915e-06
Position 530: 1.7309146123217979e-06
Position 929: 1.3312444449130646e-06
Position 1005: 1.148946589892493e-06
Position 807: 8.777392904119049e-07
Position 244: 1.7923629528220588e-07
Position 551: 9.742596964915456e-08
Position 2153: 7.250845079564582e-08
Position 2384: 5.229101559287764e-08
Position 1919: 3.570946038889986e-08
Position 1563: 2.280217010014209e-08
Position 762: 1.7882548727685373e-08
Position 1305: 1.5231253925956798e-08
Position 2308: 9.913526445009256e-09
Position 604: 6.525253340902246e-09
Position 732: 5.411092691219667e-09
Position 632: 2.9166554898166237e-09
Position 1858: 1.4876939707947073e-09
Position 1413: 1.1043340686459998e-09
Position 1640: 9.643870213510171e-10
Position 2015: 2.1448014574659372e-10
Position 2017: 1.255346838596472e-10
Position 1130: 7.006948992754523e-11
Position 1125: 6.274609818947119e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 728: 0.9969719803062796
Position 2056: 0.8744201672429742
Position 528: 0.8731719382540083
Position 1772: 0.6923341381858362
Position 1765: 0.16130611392949706
Position 566: 0.08683248858599799
Position 2114: 0.06566543789383344
Position 278: 0.06396875275130312
Position 1784: 0.0622418394725381
Position 1079: 0.015589097182138982
Position 1529: 0.007690929956162861
Position 537: 0.007520525076915514
Position 2576: 0.007011581086492007
Position 431: 0.006877615748988083
Position 1296: 0.006487690081134107
Position 1523: 0.004413346883817326
Position 540: 0.004135424292547154
Position 1400: 0.0030431092677499485
Position 1602: 0.0027994038356486417
Position 1563: 0.002448303654387159
Position 2244: 0.002439412866534143
Position 1638: 0.0022989273631058025
Position 588: 0.002287772809327948
Position 1877: 0.0019881043221095635
Position 2433: 0.0015810811074943518
Position 2119: 0.0015664454640728599
Position 2296: 0.0013885358902381644
Position 407: 0.0010718528188453577
Position 1314: 0.0010614749817493756
Position 2081: 0.001043197020797101
Position 1781: 0.0009620667594538899
Position 2259: 0.0008164856378440309
Position 1546: 0.0007992803529323793
Position 404: 0.0007217132509867535
Position 115: 0.0006373649921597852
Position 2167: 0.00047010782413197625
Position 1356: 0.000464773696768903
Position 618: 0.0004601145328568278
Position 2350: 0.0004473187044366244
Position 118: 0.00041702569443114135
Position 887: 0.00035097811334342655
Position 956: 0.0003391541399978048
Position 2094: 0.0003113250746984304
Position 1166: 0.00027611219143907685
Position 1490: 0.0002724725017186643
Position 1732: 0.0002520879831012959
Position 2289: 0.00023625558235846898
Position 2600: 0.00021972842545426858
Position 2070: 0.00015721019730462947
Position 363: 0.00015556680225550342
Position 2518: 0.00015457218464012937
Position 1448: 0.0001471473779887434
Position 1830: 0.00014587145565262482
Position 948: 0.00014316427287841202
Position 2192: 0.00012604021700457022
Position 235: 0.00011644263248958318
Position 2368: 0.00011035113569108341
Position 1789: 0.00010882223429920974
Position 1607: 9.874543073898563e-05
Position 1660: 9.83372429956303e-05
Position 2029: 8.467233102932764e-05
Position 1346: 8.080630667012141e-05
Position 1148: 7.671256088038595e-05
