Gene = nvd
index = 1826
Annotated 5SS: [  337 23857 41197 76101 76329]
Annotated 3SS: [23462 40892 75988 76154 76388]
SMsplice 5SS: [  337  1059  5579  5766 76101 76329]
SMsplice 3SS: [  401  5438  5642 75831 76154 76388]
top_k =  1000
Partition function (log Z): -81.61831698232385

Sorted 5' Splice Sites (High to Low Probability):
Position 5766: 0.9796228847398061
Position 5579: 0.9606703742377769
Position 337: 0.8784279004173037
Position 6170: 0.45809339345704836
Position 1059: 0.455898524903736
Position 651: 0.18523574603896636
Position 6016: 0.18164777106904997
Position 1099: 0.08659872133110749
Position 554: 0.04758487569027939
Position 2022: 0.019318536490806736
Position 20: 0.014688139085400686
Position 16510: 0.011788238153149382
Position 5811: 0.01090758586994961
Position 5972: 0.010472500665471816
Position 409: 0.008684877020599037
Position 15731: 0.008183400023154597
Position 1980: 0.0065094178183496935
Position 6265: 0.004368373587859853
Position 6376: 0.0034386025292158446
Position 1807: 0.0031963543101592327
Position 7726: 0.002483988421988862
Position 5781: 0.0014250538582895162
Position 353: 0.0013787535208569363
Position 5564: 0.0013201281320340571
Position 122: 0.0012135819708797182
Position 341: 0.0010663100071964483
Position 97: 0.0006157863232525509
Position 141: 0.0005872707418395192
Position 5711: 0.0005708535504518495
Position 5900: 0.000563553988835168
Position 370: 0.0005320203825324655
Position 1323: 0.00047670737814547613
Position 357: 0.0004122834777157234
Position 1286: 0.0003851553911270326
Position 381: 0.0003513910329374805
Position 136: 0.00034761520032045837
Position 120: 0.00029725245521541036
Position 7215: 0.000290157737783672
Position 899: 0.0002534798143843432
Position 7519: 0.00024043112093181636
Position 25: 0.00023251609969438664
Position 595: 0.00022777528968528205
Position 2828: 0.00022523923437763418
Position 27: 0.00016544857870420018
Position 402: 0.00015450712051958996
Position 7049: 0.00014752681414497755
Position 248: 0.00012226998375817474
Position 826: 0.00012121054808133978
Position 6952: 0.000117875139357581
Position 103: 0.00010986641785188769
Position 48: 0.00010808026104556061
Position 879: 9.710037828039552e-05
Position 7164: 9.421086003646778e-05
Position 5784: 8.85894838299224e-05
Position 13425: 8.547299566289753e-05
Position 6177: 7.359173027899633e-05
Position 6761: 6.885019699627908e-05
Position 12563: 6.507902287495503e-05
Position 470: 5.604446951859106e-05
Position 149: 5.3017319723641894e-05
Position 459: 5.014252540250869e-05
Position 517: 4.2580287603953743e-05
Position 1785: 3.5414487455854175e-05
Position 6188: 2.348609973714455e-05
Position 266: 2.195908031090854e-05
Position 283: 2.119595847567412e-05
Position 903: 2.09461067788831e-05
Position 429: 1.9656819153095144e-05
Position 339: 1.8337452604112498e-05
Position 630: 1.6691465216424147e-05
Position 146: 1.2365979522734102e-05
Position 1120: 1.2129600792704637e-05
Position 12924: 1.0888107143528185e-05
Position 621: 1.0210880106536734e-05
Position 9394: 8.931129120836908e-06
Position 1063: 7.936099237362973e-06
Position 989: 6.605748227486156e-06
Position 1682: 6.440228626366005e-06
Position 9550: 5.267404421142081e-06
Position 771: 4.568077492289402e-06
Position 1647: 3.892691867803874e-06
Position 316: 2.705177980944493e-06
Position 1478: 2.524931593346315e-06
Position 6595: 2.459841755513815e-06
Position 6168: 1.9313130148617248e-06
Position 1729: 1.880602717153105e-06
Position 6573: 1.280055780074194e-06
Position 1554: 1.255205249356394e-06
Position 610: 1.1539673342315303e-06
Position 937: 1.1409436971838269e-06
Position 6611: 1.0706297626738508e-06
Position 203: 1.0557954896706646e-06
Position 6630: 9.833871108966507e-07
Position 6022: 9.513258277651582e-07
Position 259: 9.417471900209262e-07
Position 6183: 7.949326873952475e-07
Position 1402: 7.376252715304574e-07
Position 507: 7.327445483684878e-07
Position 953: 5.214751751350494e-07
Position 599: 4.819308859899523e-07
Position 791: 4.521429923679332e-07
Position 528: 4.520732049029839e-07
Position 893: 4.0203922045980987e-07
Position 216: 2.0037617454170151e-07
Position 2094: 1.789086459228964e-07
Position 1043: 1.614956911482242e-07
Position 1123: 1.3514423781017602e-07
Position 955: 9.547642233437748e-08
Position 1997: 8.106466054757112e-08
Position 7848: 6.895512955913303e-08
Position 1794: 4.3415025477612445e-08
Position 947: 3.6598081132494036e-08
Position 1722: 3.4602721146801447e-08
Position 270: 3.3269686668228625e-08
Position 1081: 1.4636661330645613e-08
Position 1014: 6.734006776622841e-09
Position 1378: 5.561912148757328e-09
Position 1819: 2.8260672483699987e-09
Position 7073: 7.102650849243468e-10
Position 2056: 4.2012364491211335e-14
Position 1995: 1.7098704922079713e-14
Position 1351: 1.999232032222353e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 5642: 0.9626186752424287
Position 20985: 0.8698927288286453
Position 5438: 0.7010676487433504
Position 401: 0.5964100549366796
Position 5882: 0.423781137952853
Position 5298: 0.23769641834455024
Position 17782: 0.1051407945582625
Position 5836: 0.10271506791932355
Position 5839: 0.09693408836697257
Position 937: 0.0474859877566706
Position 15569: 0.02535269484960815
Position 5461: 0.023813801670759267
Position 19169: 0.013879946525832187
Position 528: 0.011290060062228465
Position 5253: 0.010314985983986589
Position 850: 0.00950726658186633
Position 5863: 0.009425790255198385
Position 6071: 0.008996053265138795
Position 1182: 0.007809235533445611
Position 6090: 0.00682459908789376
Position 1834: 0.006332904965776609
Position 902: 0.005793816931906555
Position 174: 0.00552946320773791
Position 5321: 0.005040389137257969
Position 5012: 0.004480110101313691
Position 558: 0.004430170669482743
Position 992: 0.004054963550064931
Position 5971: 0.003378139600277363
Position 5662: 0.003341909378919727
Position 5366: 0.0030543298534113873
Position 1019: 0.0029555401108687413
Position 5352: 0.002831684464175769
Position 16584: 0.0026803835197667155
Position 771: 0.002675915518131958
Position 1866: 0.002547842468431631
Position 5372: 0.001791815245195528
Position 6256: 0.001769060820390096
Position 16876: 0.0017021839383423699
Position 1311: 0.0013298155269502523
Position 5075: 0.001179496609851145
Position 1473: 0.0010685458908026614
Position 879: 0.0010637926877144356
Position 3813: 0.0009700926500070771
Position 7582: 0.0009116383598748504
Position 5609: 0.0009004332314653321
Position 564: 0.0006507779623452065
Position 16704: 0.0006141075981789533
Position 7287: 0.0005332202423014308
Position 914: 0.0005315707217916892
Position 1766: 0.0005313009568982031
Position 749: 0.0005097467266324947
Position 6049: 0.0005073054455112509
Position 650: 0.0004929883738528252
Position 459: 0.0004430638756681323
Position 413: 0.000389511223415855
Position 429: 0.0003754180735787521
Position 962: 0.00034125087867056055
Position 6112: 0.00032298129190592333
Position 6223: 0.00030346000969428837
Position 7377: 0.00028289347255245923
Position 989: 0.00028168493171946057
Position 1535: 0.00025194782656057783
Position 12608: 0.00022845207770107065
Position 5714: 0.00022410687873362098
Position 203: 0.00021225073468765304
Position 12454: 0.00018044702906639383
Position 7145: 0.00016648941432503473
Position 14133: 0.0001637147466391415
Position 436: 0.00012273980937178215
Position 7237: 0.00011567945924201372
Position 1373: 9.164668551562244e-05
Position 7258: 8.940066008426934e-05
Position 15184: 8.775933668743398e-05
Position 2185: 8.682749278474331e-05
Position 1217: 8.655735930843322e-05
Position 7449: 8.132787749289066e-05
Position 7515: 6.543006949635572e-05
Position 228: 5.814869374030768e-05
Position 13522: 5.730960901236873e-05
Position 6681: 5.526244739820941e-05
Position 280: 5.463531281129466e-05
Position 14145: 5.181964329939371e-05
Position 248: 5.09984180912096e-05
Position 6802: 4.848085217373397e-05
Position 826: 4.650901329681019e-05
Position 492: 4.411979162411463e-05
Position 6774: 3.49886217503691e-05
Position 13547: 2.816338665052892e-05
Position 4712: 2.5615609740400434e-05
