Gene = GMF
index = 1176
Annotated 5SS: [184 437 694]
Annotated 3SS: [342 502 748]
SMsplice 5SS: [184 437 694]
SMsplice 3SS: [342 502 748]
top_k =  1000
Partition function (log Z): 3.8531219883432914

Sorted 5' Splice Sites (High to Low Probability):
Position 694: 0.996986660650593
Position 437: 0.9708933356757334
Position 184: 0.6096427593059836
Position 874: 0.09733386059322562
Position 131: 0.016076757135601347
Position 456: 0.00932374076809284
Position 93: 0.008838210521190304
Position 882: 0.006785024429657674
Position 282: 0.006677982152844445
Position 178: 0.003300273282985894
Position 285: 0.002525585360570105
Position 67: 0.0018081047057604525
Position 1168: 0.0013933976374330562
Position 202: 0.0011100135229437146
Position 700: 0.0011085104023817662
Position 193: 0.0010642680309080092
Position 618: 0.0009730684203204617
Position 660: 0.0005989625327854027
Position 1125: 0.0005575678948059426
Position 191: 0.0005192357443890359
Position 244: 0.0004697837773538772
Position 302: 0.00043246187553236946
Position 1114: 0.00030989190793676436
Position 1210: 0.00028137444032602654
Position 242: 0.0002546275007152367
Position 914: 0.0002545333804757089
Position 917: 0.00025048231882463553
Position 940: 0.00016093673373132993
Position 651: 0.00013168138755192661
Position 1219: 0.00010268814543451276
Position 800: 9.379809395040872e-05
Position 628: 7.900106291277143e-05
Position 1145: 6.991527565804803e-05
Position 16: 5.75015965726145e-05
Position 23: 5.506798988255917e-05
Position 134: 5.279978539000786e-05
Position 766: 4.685668013572337e-05
Position 853: 4.0906271422887405e-05
Position 258: 3.566498854277223e-05
Position 396: 3.1123722605460074e-05
Position 264: 2.94854192221575e-05
Position 250: 1.5718505722649492e-05
Position 815: 1.4342013968675069e-05
Position 465: 8.715414171491342e-06
Position 562: 8.647128430342452e-06
Position 1189: 6.98872052994507e-06
Position 252: 6.699151551076986e-06
Position 450: 6.623608717399618e-06
Position 376: 2.8788344640142724e-06
Position 344: 2.400621486223189e-06
Position 607: 2.055107257020051e-06
Position 1138: 2.0187630114336316e-06
Position 1154: 1.5664632320317292e-06
Position 1078: 9.210410005291514e-07
Position 11: 8.988771242281887e-07
Position 529: 3.475349364231159e-07
Position 469: 2.1836101157219706e-07
Position 543: 1.3456826202740407e-07
Position 532: 1.1517963279547766e-07
Position 467: 2.0205819619397373e-08
Position 472: 5.648977437677299e-09
Position 508: 4.5151319759053264e-10
Position 502: 1.8619407355616587e-11
Position 742: 1.101154833939433e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 502: 0.9970534986324415
Position 748: 0.9266293132958444
Position 342: 0.5833025540768246
Position 1058: 0.09290453551962209
Position 760: 0.07256539194089068
Position 240: 0.032114482295507694
Position 354: 0.013282981553220267
Position 940: 0.008082391990779128
Position 1264: 0.005015208921238503
Position 292: 0.003809271277935097
Position 151: 0.0011927559243018438
Position 289: 0.000936702863990849
Position 1078: 0.0006048775288396383
Position 1224: 0.00046357681658949377
Position 172: 0.00046324381156033956
Position 991: 0.00042804893600509076
Position 683: 0.0004279527071798541
Position 508: 0.0003676572318795901
Position 522: 0.00017504264146440228
Position 1183: 0.00015541220906104637
Position 368: 0.00014776346756541125
Position 1280: 0.00011882455351004444
Position 1073: 7.10272369561796e-05
Position 134: 5.9869306742894206e-05
Position 87: 5.418440430168352e-05
Position 344: 3.984289166680979e-05
Position 1186: 3.627775442788198e-05
Position 1036: 3.508120225622393e-05
Position 407: 3.2532276659809014e-05
Position 200: 3.139075483596815e-05
Position 1114: 2.7893871379261545e-05
Position 1168: 2.770504810496166e-05
Position 519: 2.5713304229475866e-05
Position 472: 1.9878549373405873e-05
Position 376: 1.9301615544674077e-05
Position 1233: 1.6149686998191774e-05
Position 139: 1.4636059884421002e-05
Position 793: 1.4411700125308533e-05
Position 781: 1.339084714096857e-05
Position 924: 1.1655055960396747e-05
Position 1154: 8.827537924417517e-06
Position 187: 5.987995388619647e-06
Position 462: 5.562647437760221e-06
Position 242: 5.502462703918128e-06
Position 178: 5.045225249305096e-06
Position 384: 2.867776237714226e-06
Position 393: 2.4990689717944476e-06
Position 642: 1.9401500557280158e-06
Position 396: 1.8241401493477842e-06
Position 67: 1.3495690023855412e-06
Position 1145: 1.2859416789373792e-06
Position 689: 1.0411761153709578e-06
Position 836: 9.714461758196522e-07
Position 191: 4.4429150105430424e-07
Position 960: 3.6313238820650084e-07
Position 93: 2.92514773667702e-07
Position 803: 2.512668089502535e-07
Position 411: 1.8402530804340315e-07
Position 441: 1.4420483729349205e-07
Position 589: 1.2033362754188572e-07
Position 413: 1.0076071273594313e-07
Position 1125: 9.650157534627735e-08
Position 576: 3.4529388698025613e-08
Position 597: 2.368300312630889e-08
Position 55: 2.209996885317433e-08
Position 570: 2.8629020888216536e-09
Position 800: 1.1179307583879283e-09
Position 693: 5.479942297916187e-10
Position 705: 5.425978293605875e-10
Position 853: 3.139138888228155e-11
Position 863: 3.166636235535011e-12
Position 823: 3.027806573839356e-12
