Gene = Cln3
index = 1081
Annotated 5SS: [  60 3334 3537 3784 4183]
Annotated 3SS: [3119 3405 3624 3842 4239]
SMsplice 5SS: [ 203 3334 3537 3784 4183]
SMsplice 3SS: [3119 3405 3635 3842 4239]
top_k =  1000
Partition function (log Z): 12.377769023469822

Sorted 5' Splice Sites (High to Low Probability):
Position 3334: 0.9982627645515639
Position 3537: 0.9949380694918858
Position 3784: 0.9939299820587045
Position 4183: 0.9871198169109416
Position 203: 0.5093202513981321
Position 60: 0.17062565843495314
Position 801: 0.15905469791266139
Position 3033: 0.042062153825799954
Position 2194: 0.03817612727242669
Position 96: 0.03250835942049316
Position 269: 0.029567814228914992
Position 2776: 0.02877396175090187
Position 64: 0.027489618921503953
Position 501: 0.025480821102246805
Position 542: 0.018640421591616555
Position 1324: 0.017824927147928337
Position 293: 0.015791960553791513
Position 508: 0.014932559916033749
Position 2754: 0.01013404446440861
Position 1383: 0.009435598101328853
Position 2745: 0.008504048916424308
Position 1782: 0.007703619708482803
Position 3026: 0.00632562775649018
Position 655: 0.005989247617326419
Position 209: 0.005489913349385439
Position 3796: 0.005262668078380408
Position 1329: 0.004690027999260875
Position 80: 0.0046784832673958665
Position 139: 0.004355020746373446
Position 1765: 0.004036320597077132
Position 4039: 0.0033655290115854647
Position 229: 0.003098120171697352
Position 2177: 0.0029633065283304946
Position 3532: 0.002677194006790463
Position 1414: 0.0025929336003296323
Position 1403: 0.002559081552439852
Position 260: 0.002117485858187862
Position 1391: 0.0017496805204173132
Position 2926: 0.0016741967000583119
Position 2759: 0.0015827070718630164
Position 871: 0.0014224441315641519
Position 1798: 0.0013638797635769377
Position 4389: 0.0013424862486365752
Position 385: 0.0012268477361335399
Position 2109: 0.0011626193325490048
Position 1435: 0.0010697152192232612
Position 73: 0.0009148935815740287
Position 2666: 0.000879402079616342
Position 1957: 0.0008206782206232392
Position 2852: 0.0007028340486950222
Position 4303: 0.0006801832674432653
Position 2164: 0.0006582686482998878
Position 241: 0.0005990158361132107
Position 3263: 0.0005839088503497117
Position 132: 0.0005578110177154506
Position 4287: 0.0005436395332184365
Position 1268: 0.0005289596876512106
Position 1342: 0.0004600689627421013
Position 1332: 0.0004599933718996143
Position 340: 0.0004569787737828143
Position 58: 0.0004387548545688921
Position 3541: 0.00042785638912107483
Position 4086: 0.00038256571572004174
Position 2689: 0.00034469470249828897
Position 154: 0.00032479581062173777
Position 4321: 0.00032186954712137746
Position 2642: 0.00030347721932777737
Position 267: 0.000303000720237677
Position 1848: 0.0002751293860093648
Position 574: 0.0002746166051223755
Position 101: 0.00026439874012697663
Position 169: 0.00023963477838259166
Position 598: 0.00023626876817742055
Position 4015: 0.00022930114247780481
Position 3289: 0.00022826041941491056
Position 149: 0.00020818085745719794
Position 1045: 0.00020667895491817737
Position 4720: 0.00020639421487122098
Position 4081: 0.00020188548605446416
Position 6: 0.00020132590599437376
Position 682: 0.00014923620006475203
Position 3993: 0.00014470868746821821
Position 3286: 0.0001392108690103093
Position 4147: 0.00013913460172570254
Position 4399: 0.00013373938297202694
Position 4671: 0.00012507059324368824
Position 3461: 0.0001229890137206253
Position 2210: 0.00011636219052971904
Position 3324: 0.00010929968563568021
Position 1700: 0.00010863960595550471
Position 4431: 9.123885844802387e-05
Position 4402: 8.837770537520811e-05
Position 3788: 4.787273676923109e-05
Position 4796: 4.044679947283888e-05
Position 3481: 3.2899529385748404e-05
Position 4470: 3.273291012375187e-05
Position 4342: 2.2839163911185666e-05
Position 1016: 1.5788863395049234e-05
Position 4054: 1.3328305283448137e-05
Position 1009: 1.3239799339453792e-05
