Gene = Fbw5
index = 1163
Annotated 5SS: [ 650 2128]
Annotated 3SS: [ 702 2181]
SMsplice 5SS: [ 650  910 2128]
SMsplice 3SS: [ 702  967 2181]
top_k =  1000
Partition function (log Z): -1.8254716387474503

Sorted 5' Splice Sites (High to Low Probability):
Position 650: 0.8927972021552592
Position 2128: 0.8003078392029431
Position 910: 0.5676941450420118
Position 1319: 0.13355008710798758
Position 590: 0.10249071981398224
Position 1711: 0.050550685584660415
Position 2135: 0.029915445339045492
Position 994: 0.021332899202600175
Position 1475: 0.007242688147021727
Position 735: 0.0058170932820025
Position 833: 0.004714584320327884
Position 907: 0.0038800164323955603
Position 472: 0.003458489563223568
Position 921: 0.003279929943205899
Position 1428: 0.003032273014279596
Position 644: 0.002518509935321416
Position 1770: 0.0021785680825782156
Position 1858: 0.002121103261367587
Position 1965: 0.002038101328013411
Position 1665: 0.0011085661677543474
Position 616: 0.000953486340103348
Position 145: 0.0009103812101292623
Position 295: 0.0008015672923399404
Position 917: 0.0007304126851652826
Position 2013: 0.000595766312604425
Position 1444: 0.0005342634802963615
Position 1102: 0.0004966121519828449
Position 768: 0.00048435005561869523
Position 1702: 0.00039807204779073856
Position 1677: 0.00023000573639741508
Position 1885: 0.00016159326652602252
Position 821: 0.00015286697037035258
Position 1145: 0.00012418914527898353
Position 1804: 9.200287177944383e-05
Position 865: 8.943083346355446e-05
Position 292: 6.129695454872171e-05
Position 1077: 6.07830193393582e-05
Position 581: 6.013686501700114e-05
Position 1051: 5.831794765066895e-05
Position 424: 5.7793913977184735e-05
Position 377: 5.662697682668098e-05
Position 56: 4.6154589439996066e-05
Position 493: 4.1294338538952976e-05
Position 137: 4.006698675740844e-05
Position 756: 3.8487435811438166e-05
Position 101: 3.3390992879811466e-05
Position 725: 3.0474721682708727e-05
Position 786: 3.0352991208545903e-05
Position 2293: 2.9602498285277425e-05
Position 2230: 2.811991285214991e-05
Position 1117: 2.654529473953081e-05
Position 1125: 2.2148680083038843e-05
Position 1097: 2.1750624740654263e-05
Position 375: 2.0326118532079563e-05
Position 1006: 1.9730176482706435e-05
Position 382: 1.796803297392095e-05
Position 654: 1.758326632413529e-05
Position 2037: 1.681800870641788e-05
Position 823: 1.6767161691766534e-05
Position 342: 1.6212271109457197e-05
Position 2056: 1.613561998514017e-05
Position 2053: 1.5972321562529312e-05
Position 286: 1.1627506955288272e-05
Position 814: 1.1566981087731139e-05
Position 194: 1.048043807216214e-05
Position 2004: 1.0203685240615795e-05
Position 412: 9.696606689257485e-06
Position 1328: 8.82358952426202e-06
Position 1181: 6.980472371615072e-06
Position 233: 6.665277240029311e-06
Position 551: 5.210249199106115e-06
Position 942: 4.873631009142128e-06
Position 2296: 4.047663551037568e-06
Position 723: 3.5133050340898975e-06
Position 2247: 2.849779850731285e-06
Position 21: 2.820646702870662e-06
Position 888: 2.413794870736508e-06
Position 947: 1.0486792230914342e-06
Position 366: 8.050287533559211e-07
Position 1011: 8.0294997825656e-07
Position 344: 4.6069230356316856e-07
Position 1251: 1.588732096055181e-07
Position 16: 9.940416620395671e-08
Position 1238: 5.417993605455311e-08
Position 1127: 2.2517583033977138e-08
Position 664: 1.3975328390014628e-08
Position 505: 1.3254874093449145e-08
Position 524: 8.331879898804202e-09
Position 1192: 5.529445871138786e-09
Position 1249: 5.337233160779511e-09
Position 2063: 7.492506168425724e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 702: 0.9993110422024046
Position 2181: 0.8372452036340838
Position 967: 0.5545431440245536
Position 1369: 0.08961289740177121
Position 1379: 0.04595296714131406
Position 1572: 0.03359025791764326
Position 2012: 0.0198606367905886
Position 2157: 0.01237572428549182
Position 1881: 0.010404079987484988
Position 1965: 0.005075387754323364
Position 886: 0.004081361024552326
Position 529: 0.0039294003263672835
Position 1911: 0.003568651774915131
Position 1962: 0.0032608396413475976
Position 1233: 0.0031976699353637003
Position 786: 0.003117769082641298
Position 1097: 0.0027750584140398115
Position 1124: 0.0021579990287125895
Position 1925: 0.0020577631230192846
Position 1542: 0.0016220894751009715
Position 1797: 0.0013871069234931243
Position 2063: 0.0010536530973387188
Position 1384: 0.0009962160646973658
Position 2327: 0.0009879032054310977
Position 1629: 0.0008933930826826633
Position 1824: 0.0007047176846580815
Position 2027: 0.0003655477200246254
Position 2091: 0.0003439955074934333
Position 2234: 0.0002969225024695847
Position 535: 0.0002484286076015072
Position 2032: 0.00023620967731304297
Position 1589: 0.00022642823223044327
Position 194: 0.00022167701331280215
Position 2202: 0.00022098807445443882
Position 1334: 0.000202301587842588
Position 634: 0.00019340041114556715
Position 2293: 0.00018352424105763911
Position 1606: 0.0001315584930697541
Position 1387: 0.00011103467049698814
Position 1843: 9.169071999604037e-05
Position 1845: 7.680737836055079e-05
Position 208: 6.915986923821996e-05
Position 1177: 6.691362991233644e-05
Position 1213: 6.275389104084874e-05
Position 1265: 6.236813274169536e-05
Position 2344: 6.048058882901823e-05
Position 205: 6.0398553808709354e-05
Position 947: 5.745480654686159e-05
Position 1319: 4.450121586781313e-05
Position 466: 4.3210831020297154e-05
Position 1932: 3.922858182813297e-05
Position 424: 3.446817793901749e-05
Position 1108: 2.8031415631499642e-05
Position 162: 2.6495168534557593e-05
Position 1297: 2.6090353486153e-05
Position 1023: 2.4060144819906345e-05
Position 1283: 1.630398811067073e-05
Position 390: 1.4654761619982729e-05
Position 1597: 1.3573171138906437e-05
Position 1187: 1.2488265461299406e-05
Position 113: 1.245543227582305e-05
Position 1068: 1.1434135621876975e-05
Position 1181: 1.1206724789682882e-05
Position 1660: 1.0116731011615858e-05
Position 2208: 8.872383954970773e-06
Position 1635: 8.266591502131665e-06
Position 1450: 7.008420957002956e-06
Position 717: 5.355973004316856e-06
Position 797: 5.1505121666916e-06
Position 360: 4.644639597021946e-06
Position 2334: 3.8870174218226534e-06
Position 2164: 3.114755724182213e-06
Position 480: 2.8959977571626732e-06
