Gene = AstC
index = 31
Annotated 5SS: [ 246 4277 4473]
Annotated 3SS: [4160 4332 4534]
SMsplice 5SS: [ 246 4277 4473]
SMsplice 3SS: [4160 4332 4534]
top_k =  1000
Partition function (log Z): 0.6686104113182765

Sorted 5' Splice Sites (High to Low Probability):
Position 4277: 0.996255937522223
Position 4473: 0.9559774756416628
Position 246: 0.9526936490601452
Position 4661: 0.40914367974239246
Position 1068: 0.08511760043809767
Position 829: 0.08063773990605727
Position 824: 0.061086635628040696
Position 2581: 0.05708107725653449
Position 3219: 0.027604856846970605
Position 1375: 0.025337441319261
Position 1303: 0.021675502859692084
Position 1594: 0.01773359177671712
Position 2436: 0.017297673785531643
Position 882: 0.011569519999808459
Position 1163: 0.011473045930770937
Position 834: 0.010249660721454735
Position 4614: 0.008666294787979735
Position 354: 0.008264949389854087
Position 1037: 0.005588535690722155
Position 4059: 0.005456059707997842
Position 4892: 0.0031684215280610387
Position 463: 0.0025501409153050035
Position 3224: 0.0016703285374010794
Position 434: 0.0015551474214950327
Position 4281: 0.0015446068888385124
Position 3116: 0.0012838185287830555
Position 3764: 0.001236196099981485
Position 1907: 0.0011833039237938376
Position 1055: 0.0011513285859393381
Position 2311: 0.0011348094597252013
Position 3879: 0.001060815973618268
Position 4575: 0.0010439996458938402
Position 2238: 0.0009924713828325367
Position 4880: 0.000967258781012894
Position 406: 0.0009269609567053544
Position 3682: 0.0008791188940713045
Position 250: 0.000537633777037049
Position 563: 0.0005315337497909022
Position 4676: 0.0004998116992427089
Position 4609: 0.0004777244272713716
Position 567: 0.0004397756153673997
Position 3816: 0.0004386280486244424
Position 4708: 0.00043111483971160924
Position 1776: 0.0004293190133575548
Position 4904: 0.00039116114742209884
Position 4388: 0.0003366667288109509
Position 2061: 0.0003353642816860799
Position 2904: 0.0002866497210194075
Position 5073: 0.00026372689313796006
Position 420: 0.0002144885336816447
Position 240: 0.00016734921606534022
Position 3055: 0.00016216350347315339
Position 2857: 0.00016159816609717846
Position 4260: 0.0001472460426835829
Position 5014: 0.0001378318910372208
Position 872: 0.00012518779005067724
Position 1431: 9.665038534024394e-05
Position 1762: 9.087858779119327e-05
Position 760: 5.408446125528534e-05
Position 4518: 5.280321455890152e-05
Position 1497: 4.941252185370131e-05
Position 1743: 4.512215993467585e-05
Position 5120: 4.223709736535919e-05
Position 1121: 3.666712502030066e-05
Position 574: 3.508166258714374e-05
Position 1755: 2.6856571631613485e-05
Position 400: 2.6388685677207984e-05
Position 5085: 2.5751546596191328e-05
Position 4665: 1.5574722552433416e-05
Position 1167: 1.4001385046507742e-05
Position 1364: 1.3171013002602704e-05
Position 788: 1.1126339517228886e-05
Position 512: 9.830034331750537e-06
Position 60: 9.02748876936966e-06
Position 717: 8.763821595882759e-06
Position 886: 6.9922775250000394e-06
Position 1170: 5.912033345662256e-06
Position 667: 4.916146927440053e-06
Position 4369: 4.8904933492240075e-06
Position 521: 4.674726513517645e-06
Position 648: 3.86282875259447e-06
Position 5009: 3.1642855392883187e-06
Position 4299: 2.8212179492085213e-06
Position 470: 1.7438811601583969e-06
Position 1144: 1.1679522984857207e-06
Position 330: 1.1218126197962558e-06
Position 4501: 1.0879831662532772e-06
Position 1179: 1.0826012391502691e-06
Position 623: 7.547974961808133e-07
Position 552: 6.496584948872586e-07
Position 1998: 4.496975943085891e-07
Position 345: 3.860872591827412e-07
Position 778: 3.2394038414440725e-07
Position 312: 1.591503107848646e-07
Position 753: 9.033985861401152e-08
Position 4537: 4.3491802490245464e-08
Position 305: 3.9829867521265036e-08
Position 677: 3.838712641816683e-08
Position 29: 3.113322205453465e-08
Position 7: 1.3925877927397364e-08
Position 4558: 1.2675880441747583e-08
Position 742: 1.200706379097411e-08
Position 4796: 1.0598647604704667e-08
Position 310: 7.679581101613932e-09
Position 735: 4.3169548827848176e-09
Position 4628: 6.409654428541406e-10
Position 4896: 1.9440339636143793e-10
Position 4933: 8.537120736742533e-11
Position 917: 5.1830949892454173e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4332: 0.9971013075654401
Position 4160: 0.8712766855037676
Position 4534: 0.7000274636439431
Position 4726: 0.33098128718017306
Position 4543: 0.17140355075032024
Position 898: 0.12624111214839556
Position 4195: 0.11776623911582958
Position 305: 0.08995115993364143
Position 4537: 0.06719242431164366
Position 948: 0.032667630902603634
Position 4907: 0.030729723537737657
Position 4657: 0.02612721790745832
Position 2651: 0.02015081896459861
Position 1661: 0.01962826578191433
Position 2537: 0.017501825318054283
Position 4801: 0.013912924692254332
Position 623: 0.012251084518811467
Position 3415: 0.012190361072368596
Position 5095: 0.01185097366421427
Position 4955: 0.011361156562654247
Position 1226: 0.008395580659422336
Position 1828: 0.006750293178780257
Position 667: 0.006699353320778956
Position 2130: 0.006520712639093384
Position 1173: 0.006425539444562943
Position 5211: 0.006275931784189008
Position 487: 0.005431697920826124
Position 3136: 0.0038329945869608768
Position 353: 0.0037943561434030204
Position 604: 0.003776192360723
Position 677: 0.003646276658825393
Position 1528: 0.0034079748254926675
Position 563: 0.003346080302627656
Position 467: 0.003196056079386368
Position 4770: 0.0030599801138480516
Position 1144: 0.002586884820654131
Position 537: 0.00256939775483615
Position 965: 0.002531629119894192
Position 1500: 0.002490037108949868
Position 1974: 0.0021349269689778087
Position 648: 0.0021103732204787702
Position 977: 0.0018359217974873955
Position 5127: 0.0017362902741283892
Position 2292: 0.0016839643700378732
Position 4757: 0.0016011799696955997
Position 4817: 0.001518513695759007
Position 574: 0.0013814762214579722
Position 4242: 0.001371809895279235
Position 4165: 0.00117954419167308
Position 2757: 0.0011522491477896726
Position 4822: 0.0011117277879816435
Position 5139: 0.0011112581467396297
Position 5103: 0.000917910247626034
Position 4356: 0.0009013240942326808
Position 3584: 0.0007495650505058784
Position 2707: 0.0007356534008957609
Position 4168: 0.0007248408383364169
Position 723: 0.0007151605600437988
Position 1560: 0.0007131325758179855
Position 434: 0.0006617433969134701
Position 2361: 0.0005524104309991659
Position 367: 0.0005119175116852678
Position 1418: 0.0004902629251991098
Position 759: 0.0004206561380518173
Position 3021: 0.00037511231396513745
Position 585: 0.0003092687779734378
Position 2464: 0.00030676540312438936
Position 4775: 0.000289125099942123
Position 5041: 0.0002543457762153818
Position 406: 0.0002454526352784052
Position 805: 0.00023534064389512668
Position 3489: 0.00023416385035505274
Position 452: 0.0002168569600896876
Position 3142: 0.00021304457165744164
Position 4466: 0.00020795883051343486
Position 3926: 0.00016952092123444896
Position 1452: 0.00015832090896919455
Position 4963: 0.00015732464284655854
Position 2608: 0.00015216675907545605
Position 3267: 0.00013685188472753123
Position 788: 0.0001330874030824313
Position 3972: 0.00012602989080653612
Position 3467: 0.00012534445193835398
Position 5120: 0.00011654380872031683
Position 3276: 0.00010999986478577568
Position 2935: 0.00010963765660735668
Position 2455: 0.00010272910815373597
Position 823: 9.935521899224193e-05
Position 2543: 9.855827253837457e-05
Position 3562: 8.042621130980592e-05
Position 993: 7.457506504154017e-05
Position 1431: 6.45184291971781e-05
Position 4271: 6.102189602304344e-05
Position 1437: 4.96723087259643e-05
Position 1053: 4.671176030305066e-05
Position 1415: 3.9220406744276654e-05
Position 3537: 3.799413661299466e-05
Position 1268: 3.767571752296279e-05
Position 1752: 3.7609678431363766e-05
Position 4446: 2.888211372382101e-05
Position 3710: 2.596736079387828e-05
Position 4601: 2.156732361825857e-05
Position 2440: 1.9055055014069617e-05
Position 4803: 1.901790359434644e-05
Position 753: 1.5125576841466642e-05
Position 4555: 1.173374558339752e-05
Position 4365: 1.0817119425222712e-05
Position 1058: 1.0383164105207148e-05
Position 4676: 8.573885937617275e-06
Position 1003: 7.210987792789817e-06
Position 117: 4.942665272286431e-06
Position 375: 4.0235323798979484e-06
Position 383: 4.003192573589781e-06
Position 4313: 2.8566838243841327e-06
Position 232: 1.0778300354498292e-06
Position 4618: 8.377731210332653e-07
Position 4558: 7.863510754347541e-07
Position 4614: 3.1951511605596316e-07
Position 829: 3.1427103235174415e-07
Position 1121: 2.457801691255023e-07
Position 4628: 2.054558288069759e-07
Position 176: 1.2619954775850422e-07
Position 833: 8.936656638979025e-08
Position 1284: 1.968262746220712e-08
Position 81: 1.4213769566137082e-08
Position 75: 3.428262280866976e-09
Position 53: 1.1077291047370565e-10
Position 240: 5.944939043792925e-11
Position 60: 4.352065275149934e-12
Position 250: 1.2687990616885106e-12
