Gene = nuf
index = 1825
Annotated 5SS: [38084 39237 39441 40243 40456]
Annotated 3SS: [38957 39305 39785 40306 41056]
SMsplice 5SS: [  722  9231  9578  9938 22334 39441 40243 40456]
SMsplice 3SS: [ 9074  9294  9868 22218 39305 39785 40306 41056]
top_k =  1000
Partition function (log Z): 12.958724934296598

Sorted 5' Splice Sites (High to Low Probability):
Position 22334: 0.9994143139445408
Position 9578: 0.9945719110666493
Position 39441: 0.9916552053709266
Position 9231: 0.9903068371749748
Position 40243: 0.9843463725901597
Position 40456: 0.971727172552945
Position 722: 0.695740613272477
Position 12783: 0.6047110547973342
Position 9938: 0.49128574048448703
Position 12975: 0.36719065798469325
Position 7117: 0.21959981988465027
Position 10447: 0.21524130109584638
Position 26015: 0.20440309686884878
Position 10797: 0.168643465185391
Position 1966: 0.16697087409298705
Position 395: 0.14463154204738593
Position 2312: 0.1298586990138098
Position 21363: 0.10875060719084294
Position 13813: 0.10280073243696529
Position 12603: 0.10148678609861501
Position 4766: 0.0997577002590924
Position 14055: 0.09971352414721638
Position 106: 0.08952258493556015
Position 13526: 0.08006865391894485
Position 39627: 0.07826144325414496
Position 12932: 0.0684383666340905
Position 40766: 0.0621681808291258
Position 6405: 0.05622331144841813
Position 41926: 0.05541076583882427
Position 41182: 0.054395776490736125
Position 7139: 0.05227925151772889
Position 3095: 0.0453943522458344
Position 13780: 0.04288457544751572
Position 2562: 0.03723227180685997
Position 1409: 0.0339660512381287
Position 13172: 0.03202276483132184
Position 11567: 0.02933370562913909
Position 1939: 0.029224000937335244
Position 5780: 0.027925835283206357
Position 937: 0.026910209105638502
Position 39623: 0.026499789520952714
Position 1962: 0.02576495789135013
Position 569: 0.024520934054099688
Position 567: 0.023102455545743177
Position 565: 0.02126913890824927
Position 41005: 0.019625989092608754
Position 40887: 0.018706557740139462
Position 3573: 0.01688773700155822
Position 13382: 0.015551289868866877
Position 13835: 0.015543596172146436
Position 3595: 0.014931963367701237
Position 40247: 0.014621740161836067
Position 40964: 0.013492706237911649
Position 40640: 0.011713507563707967
Position 40894: 0.010418874688498551
Position 561: 0.009649494933405873
Position 10026: 0.00960320068087195
Position 5552: 0.009576222498097156
Position 252: 0.009560335737037913
Position 8289: 0.00813508470898189
Position 563: 0.007735170154722509
Position 3399: 0.007717604278901993
Position 40821: 0.00723942277480213
Position 40460: 0.007036893983206304
Position 7635: 0.006835037179182977
Position 1970: 0.00661216257212872
Position 13397: 0.006288652063249259
Position 40849: 0.00529733746805083
Position 41729: 0.004989018082063562
Position 11709: 0.004857799205692753
Position 9602: 0.004378122600451004
Position 10898: 0.003912002605392742
Position 10424: 0.003692803665642237
Position 7888: 0.00362980615970552
Position 7688: 0.003448324682133506
Position 6722: 0.003024554211018187
Position 10206: 0.00270641701867378
Position 10835: 0.002693883214598842
Position 12325: 0.002625660210314124
Position 13503: 0.0024576215880761573
Position 25770: 0.0022787052127193276
Position 41316: 0.0021717601278737745
Position 1136: 0.002001832138206447
Position 1894: 0.0019295539896027043
Position 387: 0.001750162193704689
Position 10052: 0.0016215493834304652
Position 13003: 0.0014600922105572414
Position 40503: 0.0014562050763644897
Position 4023: 0.0013655876559782515
Position 12711: 0.0012446597841975736
Position 11560: 0.0012376262041422432
Position 22895: 0.0012040314104710566
Position 2370: 0.0011406548212107802
Position 22920: 0.001089378675119833
Position 22678: 0.0010117660989724761
Position 22674: 0.000933935959320965
Position 12684: 0.0008640995609832297
Position 42005: 0.0008267092679520758
Position 9225: 0.0007772635458104635
Position 41559: 0.0007718271941456125
Position 10689: 0.0007581494766184377
Position 13157: 0.0007501357307875753
Position 39445: 0.000710419915695018
Position 9813: 0.0007098465822143938
Position 138: 0.0006977470610305186
Position 238: 0.0006894619496653824
Position 1200: 0.0006085347253769412
Position 24963: 0.0005978852761558543
Position 22861: 0.0005936412687008324
Position 579: 0.0005760643638357897
Position 1127: 0.0005657227651490157
Position 393: 0.0005624703936403641
Position 9365: 0.000516022556297116
Position 40627: 0.0005054246758121449
Position 40962: 0.0005048377190977603
Position 5347: 0.0004979164235472108
Position 10176: 0.00044210636449089574
Position 12270: 0.00043091721334308393
Position 1454: 0.00042457091239638916
Position 1575: 0.0004141782787553209
Position 3525: 0.0004064217258071952
Position 96: 0.00036967132298234494
Position 10498: 0.00033377459054418355
Position 40629: 0.0003164947658826985
Position 10481: 0.0003005089948473243
Position 10159: 0.00029572000847953383
Position 780: 0.000289891906394913
Position 40835: 0.00028745809411271706
Position 125: 0.0002808617742507903
Position 40619: 0.0002646475839710618
Position 2323: 0.0002505847075518404
Position 11396: 0.00024408451634792776
Position 41518: 0.00024170322319033916
Position 146: 0.00023718043776798219
Position 318: 0.00022992464280336414
Position 10606: 0.00022304722831416844
Position 40476: 0.00022093509090266293
Position 40644: 0.0002106753946700032
Position 3614: 0.00020446636215828293
