Gene = Fic
index = 1167
Annotated 5SS: [1071 1334]
Annotated 3SS: [1129 1392]
SMsplice 5SS: [1071 1334]
SMsplice 3SS: [1129 1392]
top_k =  1000
Partition function (log Z): 3.291694065772836

Sorted 5' Splice Sites (High to Low Probability):
Position 1334: 0.9988978835202362
Position 1071: 0.9986416392462623
Position 257: 0.42837356741426585
Position 30: 0.02644354602898152
Position 1961: 0.003983498711105898
Position 1695: 0.002909432204380499
Position 1226: 0.002749319300558846
Position 121: 0.002407508733502312
Position 1508: 0.0017961368438827955
Position 46: 0.00150126537249429
Position 1918: 0.001449258845411911
Position 1224: 0.0011867917414984744
Position 1555: 0.0011567128343999505
Position 573: 0.0011288178368969273
Position 364: 0.0011028434286346003
Position 1537: 0.0010442505346029438
Position 128: 0.0008526992476077354
Position 1738: 0.0007065360598039025
Position 1530: 0.0004775374415035994
Position 1837: 0.0004504661579690669
Position 1044: 0.00045029350378682746
Position 919: 0.0003496770756714695
Position 1818: 0.0003474750763863244
Position 1063: 0.0002807297040183111
Position 1591: 0.0002461505406366572
Position 1216: 0.00023134347271044667
Position 6: 0.00022526392442506516
Position 649: 0.00020613317208477316
Position 1783: 0.0001867736786507404
Position 336: 0.00018628720304213623
Position 144: 0.00017719996465794256
Position 1853: 0.0001769886348918984
Position 435: 0.00016941383302683893
Position 37: 0.00015858290812548594
Position 669: 0.0001340855844175944
Position 34: 0.00010582581263614168
Position 298: 0.00010557014132032673
Position 1338: 8.979490218098248e-05
Position 858: 7.045224281284193e-05
Position 1863: 6.827678534382768e-05
Position 1417: 6.464759846831095e-05
Position 419: 4.692421641819163e-05
Position 1586: 4.1296388795503786e-05
Position 1483: 4.048776920885244e-05
Position 1292: 3.0188248946709567e-05
Position 1058: 2.8047444869199155e-05
Position 1926: 2.6156855279763907e-05
Position 787: 1.8334304454558414e-05
Position 711: 1.7634539027969115e-05
Position 484: 1.647469390716153e-05
Position 784: 1.5556373329601047e-05
Position 605: 1.4379806019115093e-05
Position 426: 1.4245774192041863e-05
Position 1312: 1.086699747765869e-05
Position 159: 1.0442915760183414e-05
Position 1252: 1.0032587348941144e-05
Position 960: 9.291406799226882e-06
Position 1727: 9.2150772151069e-06
Position 1464: 9.187744327195628e-06
Position 1237: 8.727713053094448e-06
Position 108: 7.752276477786665e-06
Position 767: 7.1848853846679955e-06
Position 1887: 6.705376960021307e-06
Position 697: 6.184538477190963e-06
Position 1075: 6.025146172885984e-06
Position 1717: 5.240464374292578e-06
Position 98: 4.90503737571466e-06
Position 1633: 4.27898959310524e-06
Position 1208: 4.03977482481447e-06
Position 1099: 3.779882513661876e-06
Position 794: 3.277752640549717e-06
Position 137: 2.536960137956843e-06
Position 1841: 2.4859298374204446e-06
Position 1900: 2.431761248205095e-06
Position 1230: 2.0635241685006967e-06
Position 139: 2.048945414868895e-06
