Gene = Herp
index = 1209
Annotated 5SS: [ 750 1896 2662]
Annotated 3SS: [1434 2325 2731]
SMsplice 5SS: [ 750 1896 2662]
SMsplice 3SS: [1434 2325 2731]
top_k =  1000
Partition function (log Z): -0.8109302320491817

Sorted 5' Splice Sites (High to Low Probability):
Position 1896: 0.9828376817656724
Position 2662: 0.9598638951272009
Position 750: 0.6527697791663694
Position 1023: 0.3627298662255363
Position 1326: 0.27314702427179804
Position 226: 0.188023425782143
Position 2465: 0.08620585680352393
Position 790: 0.062236843405505934
Position 2253: 0.05672407153133426
Position 1552: 0.0482980216538017
Position 1375: 0.04825616659190726
Position 3140: 0.04643628245432621
Position 867: 0.04540593973490157
Position 1031: 0.01859434335618479
Position 2070: 0.017755804832084606
Position 662: 0.014138907893596982
Position 2054: 0.009816783196400001
Position 762: 0.009567238871082122
Position 2666: 0.008775565895856255
Position 426: 0.007559876693348412
Position 244: 0.006342546386711149
Position 1084: 0.0059839684225524055
Position 2423: 0.0048625212022762486
Position 24: 0.004629889087297876
Position 1092: 0.004107542650122431
Position 2649: 0.004079239657261322
Position 1307: 0.002671706073105532
Position 1191: 0.002182116308658172
Position 784: 0.0019465710178895622
Position 1353: 0.0017759187090148063
Position 2935: 0.0017391483599685194
Position 1733: 0.0015289612217795885
Position 1501: 0.0014125785941673903
Position 1017: 0.0009672558116277615
Position 1075: 0.0009364753287157493
Position 829: 0.0008857961750563798
Position 754: 0.0008672461772451085
Position 1636: 0.0008597929883619927
Position 989: 0.0008168373733258462
Position 277: 0.0007917865816463856
Position 2232: 0.0007725590137895644
Position 3230: 0.0006805440993804685
Position 3144: 0.0005146047206278193
Position 444: 0.0004931700415409762
Position 268: 0.0004888025669176341
Position 871: 0.00040130528193567817
Position 419: 0.0003995352019913504
Position 1724: 0.0003944057163937201
Position 1570: 0.0003843438852033147
Position 69: 0.0003464517573074034
Position 702: 0.0003152404020452924
Position 67: 0.00027756620775094354
Position 3238: 0.00027706946201906945
Position 102: 0.0002499167200445643
Position 1299: 0.00020426300709049176
Position 2340: 0.00018972520393862585
Position 912: 0.00018401022191616917
Position 766: 0.0001716548094577889
Position 2103: 0.00016458403467531295
Position 1250: 0.00016254996335818547
Position 3159: 0.00016085003125217552
Position 1900: 0.000153035782075288
Position 331: 0.00014864877548671153
Position 3161: 0.00012441748112902566
Position 2244: 0.00011533555322270641
Position 970: 0.00011245962554375367
Position 2033: 9.176851328425347e-05
Position 1872: 8.873594416696307e-05
Position 906: 8.771192166975088e-05
Position 1222: 8.459662946497652e-05
Position 2162: 8.395496528265279e-05
Position 1068: 8.355500637044024e-05
Position 151: 7.430769238143819e-05
Position 2902: 7.313464979679334e-05
Position 247: 6.556721997832506e-05
Position 1554: 6.160551256084823e-05
Position 647: 5.229181281752362e-05
Position 678: 4.8109784043273864e-05
Position 451: 4.5793312171213e-05
Position 368: 3.9816965083191476e-05
Position 875: 3.939583468579333e-05
Position 3545: 3.64261297260588e-05
Position 1256: 3.413083159745026e-05
Position 2173: 3.172849928226153e-05
Position 499: 3.1285872516954184e-05
Position 2556: 3.077326664277636e-05
Position 3304: 3.0070391887151763e-05
Position 630: 2.9884604312936274e-05
Position 3272: 2.8178790399251973e-05
Position 3251: 2.6293063898403188e-05
Position 436: 1.6962729408382714e-05
Position 2633: 1.6795082351527552e-05
Position 1342: 1.614408446080974e-05
Position 1215: 1.583326575873118e-05
Position 3057: 1.5025251852475967e-05
Position 2976: 1.4904608075641731e-05
Position 3015: 1.459690216308906e-05
Position 537: 1.3861576081370524e-05
Position 297: 1.0561672055040478e-05
Position 893: 8.400983930786147e-06
Position 491: 7.638257612384087e-06
Position 520: 7.173510414099699e-06
Position 3498: 6.944798771234885e-06
Position 833: 6.643761642462052e-06
Position 650: 6.480256166785149e-06
Position 3353: 5.828960481074836e-06
Position 607: 5.723088991924342e-06
Position 778: 5.627255274641284e-06
Position 100: 5.616531928323652e-06
Position 839: 5.202010211124774e-06
Position 155: 4.36402427580465e-06
Position 199: 3.2553920438589446e-06
Position 2622: 2.8059876892024557e-06
Position 1717: 2.722049580450364e-06
Position 453: 8.748836955081878e-07
Position 2788: 3.731573775468804e-07
Position 1272: 3.350260935546592e-07
Position 1238: 3.047669637170157e-07
Position 2599: 2.212017469818147e-07
Position 2636: 2.0613183119540339e-07
Position 628: 1.873553294869267e-07
Position 1884: 1.8086411359430207e-07
Position 1600: 1.1205882740144731e-07
Position 2588: 1.0535854255577323e-07
Position 3256: 7.70215510524232e-10
Position 3069: 1.8652109923094716e-11
Position 2907: 1.747693742356891e-11
Position 2432: 9.634845720881858e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2731: 0.9663955256617642
Position 2325: 0.9594276983863349
Position 1434: 0.8596422360845891
Position 857: 0.23648318552386266
Position 939: 0.20193385684886966
Position 866: 0.11305524716117349
Position 1180: 0.08831190574425815
Position 2524: 0.0812290032587618
Position 405: 0.05026882729972778
Position 3301: 0.0472227140854146
Position 1608: 0.04594589607519855
Position 2148: 0.029100930060783087
Position 2390: 0.028358516618639914
Position 1477: 0.024876161745418
Position 2018: 0.02187126630140378
Position 899: 0.017555921789796865
Position 1215: 0.015847158286934865
Position 789: 0.014828376206138385
Position 1443: 0.013935744651470367
Position 1964: 0.013703518979418777
Position 1961: 0.011308281294895044
Position 573: 0.009951280928564028
Position 1611: 0.008821519515313157
Position 378: 0.008302435866019418
Position 829: 0.006425392523898497
Position 2190: 0.005740099666101575
Position 510: 0.005379826758749663
Position 1824: 0.005263146568824204
Position 2482: 0.0041586221296493866
Position 349: 0.0038746537439922134
Position 516: 0.003420637983056367
Position 541: 0.0033169252047575435
Position 2831: 0.003261683984756124
Position 148: 0.002860084318171648
Position 1827: 0.0028331111322170543
Position 2826: 0.0025355974319137193
Position 1146: 0.002523718430264633
Position 1511: 0.0024888274506423068
Position 1533: 0.0024608450433577247
Position 3337: 0.002339143251173385
Position 1491: 0.0019785312498584685
Position 1562: 0.001906263411069147
