Gene = pHCl-1
index = 1833
Annotated 5SS: [  198  5410 19710 29200 29782 30471 31047 31475 31764 33272 34428 35946
 39218 40929 43273 46335 46891]
Annotated 3SS: [ 5067 19632 28221 29760 30381 30971 31409 31542 33188 34289 35792 39002
 40877 42675 46331 46779 47130]
SMsplice 5SS: [  195 29200 30471 31047 31475 31764 33272 34428 46891]
SMsplice 3SS: [28221 30381 30971 31409 31542 33188 34289 46779 47130]
top_k =  1000
Partition function (log Z): 1.3248653370297843

Sorted 5' Splice Sites (High to Low Probability):
Position 34428: 0.9996979121703731
Position 31475: 0.9980387159146309
Position 33272: 0.9822120189057465
Position 30471: 0.9679230011604408
Position 29200: 0.961723129994402
Position 46891: 0.9209392494780625
Position 31047: 0.7869502286409101
Position 31764: 0.5415526319595448
Position 43273: 0.3976449989231825
Position 195: 0.23985258810016236
Position 29782: 0.16169294133581974
Position 32149: 0.13996404057918557
Position 19710: 0.13125339351090046
Position 431: 0.12383081608990434
Position 198: 0.12267575081769758
Position 435: 0.12085798447153275
Position 32145: 0.10911582732577146
Position 18500: 0.10258999735673131
Position 29954: 0.10245248345339836
Position 94: 0.09757602394600366
Position 447: 0.0776959085303982
Position 2212: 0.0744987445156136
Position 40929: 0.06907290476485232
Position 1128: 0.06634990870088955
Position 18245: 0.06224963983881827
Position 32117: 0.05455760215415221
Position 18411: 0.05337353442036154
Position 39218: 0.04677857514238712
Position 19922: 0.04529047377258545
Position 35946: 0.037879856571828185
Position 362: 0.03734527970418951
Position 1110: 0.03708231875662795
Position 31315: 0.027962362063684264
Position 31668: 0.027948438198550616
Position 35062: 0.027106089274347767
Position 42890: 0.026769044481054067
Position 31137: 0.026403749316330476
Position 33504: 0.02487186802413222
Position 28349: 0.023501119947752152
Position 10823: 0.023051602558663536
Position 18829: 0.0229252066698748
Position 32925: 0.019226178955671094
Position 32706: 0.017429088699459833
Position 16849: 0.01687626674932576
Position 32624: 0.016712499592785243
Position 1420: 0.014177729649142781
Position 36106: 0.013731642092772724
Position 3710: 0.012456418698825333
Position 33424: 0.012059537427784976
Position 31752: 0.011679930288023246
Position 47302: 0.011628064020990347
Position 31053: 0.01081569099586369
Position 2390: 0.009405282711024365
Position 30464: 0.009167654481465594
Position 32134: 0.008940880793679627
Position 31078: 0.008909700640086136
Position 121: 0.00849358931808626
Position 47274: 0.00803781498709724
Position 32561: 0.0076101734773655234
Position 2062: 0.0068154009734855
Position 49336: 0.006749782787079043
Position 3125: 0.006251339679491315
Position 3915: 0.005915348288401665
Position 9223: 0.005837641869008833
Position 19241: 0.005797763773212753
Position 33934: 0.005577688560290913
Position 104: 0.00541496930896835
Position 47379: 0.0051297881402739606
Position 32169: 0.004847417109475817
Position 31091: 0.004680705566991566
Position 32644: 0.004662962060787712
Position 5410: 0.0044384469111710114
Position 439: 0.004434159822805001
Position 857: 0.004228871010427196
Position 8751: 0.004139970556736504
Position 33509: 0.003811946781681958
Position 33946: 0.0037627238357519546
Position 10876: 0.003738447690070423
Position 34153: 0.0036226823069290493
Position 10946: 0.003578909685704754
Position 47254: 0.0033737418977779995
Position 15407: 0.0033500242457247024
Position 31766: 0.0032827037648655334
Position 49327: 0.003261092337091213
Position 48394: 0.003058581331794123
Position 30864: 0.003032368082825582
Position 32945: 0.002821356403442128
Position 33707: 0.0027812818961689
Position 42212: 0.002640924636088466
Position 32279: 0.002575077102519551
Position 3161: 0.002537783208036866
Position 1900: 0.0025138984531873484
Position 2472: 0.0023279451157411286
Position 273: 0.002322321845196541
Position 31051: 0.002298476717927268
Position 16378: 0.0021857855990614614
Position 33978: 0.0021309903240044068
Position 31260: 0.002062165177009031
Position 507: 0.0020036844093202703
Position 31097: 0.0020009251985949506
Position 98: 0.0019425164266302355
Position 32074: 0.0019225845286333387
Position 31608: 0.0018506873166056349
Position 32098: 0.0018280021106824387
Position 30590: 0.001778264574715336
Position 31883: 0.0017550663995613183
Position 47970: 0.0016394645343067388
Position 8977: 0.0014457173196233462
Position 378: 0.0014050240253667612
Position 35642: 0.0013479129682686982
Position 32139: 0.0013040002558549484
Position 34074: 0.0012196195755465617
Position 33693: 0.0011772066085425346
Position 33695: 0.0011735002846471553
Position 376: 0.0011720440284975634
Position 32127: 0.0011637086305527444
Position 33534: 0.0010999974101595087
Position 32153: 0.0010634794478541047
Position 33697: 0.0010075080512843974
Position 33699: 0.0009051225245189228
Position 33497: 0.0008420130097653206
Position 47481: 0.000828993092653229
Position 33691: 0.0007816581763350929
Position 32526: 0.0006218754606773995
Position 32219: 0.0006130807614416955
Position 40249: 0.0005992050705879669
Position 31495: 0.0005929618933241311
Position 35599: 0.0005754593435311704
Position 33545: 0.000574218529146138
Position 35307: 0.000553059640323108
Position 33701: 0.0005489676542519075
Position 47374: 0.0005278844529787805
Position 33777: 0.0005064338229597634
Position 31503: 0.0004917612486628494
Position 33845: 0.00042586140001632386
Position 35793: 0.00040134145518491156
Position 35732: 0.00038888777075182107
Position 33703: 0.0003781021062083091
Position 32836: 0.00036424267127577626
Position 1167: 0.00032816393887257693
Position 32176: 0.00032446567596372837
Position 33711: 0.00030938034138012935
Position 3441: 0.0002901598809035263
Position 497: 0.00028384109735235996
Position 1416: 0.0002633678193979007
Position 44338: 0.0002579489879127965
Position 2346: 0.0002445641316784967
Position 33495: 0.00023145072041677375
Position 34556: 0.00022677400415554508
Position 48182: 0.00021043202636053513
Position 41150: 0.00019147882273133523
Position 647: 0.0001626925023166812
Position 38093: 0.00015972399874279367
