Gene = Grasp65
index = 1201
Annotated 5SS: [164]
Annotated 3SS: [599]
SMsplice 5SS: [164]
SMsplice 3SS: [599]
top_k =  1000
Partition function (log Z): -4.549311253025622

Sorted 5' Splice Sites (High to Low Probability):
Position 164: 0.9763673327608372
Position 441: 0.015876530214918794
Position 265: 0.008278635749116317
Position 1042: 0.007195406767900296
Position 375: 0.0032720805968664717
Position 2091: 0.0029374907073230314
Position 1775: 0.0028848373000161954
Position 1596: 0.002023815959001983
Position 788: 0.002023418331045835
Position 201: 0.001956503217379359
Position 1079: 0.0017117226574918955
Position 1349: 0.001668465051403588
Position 536: 0.001178139921190011
Position 959: 0.000963252881994434
Position 542: 0.0007415639873541873
Position 1529: 0.0005593104878786736
Position 1523: 0.0003930511700523478
Position 503: 0.00024376536211733341
Position 1283: 0.0002428820719689779
Position 445: 0.00016743635590751817
Position 1274: 0.00014693624426994804
Position 845: 0.00013482658936935483
Position 274: 0.00012921250586484044
Position 1989: 0.00012475306883499946
Position 1916: 0.00012454094239053523
Position 2026: 0.00011077861623353783
Position 905: 0.00010724330591332424
Position 470: 9.160624554184314e-05
Position 1765: 8.996043807244636e-05
Position 617: 8.759091071988107e-05
Position 168: 8.609408438932477e-05
Position 1266: 7.993294120952467e-05
Position 1504: 7.915463633130195e-05
Position 170: 7.27810115421415e-05
Position 248: 5.447353758473393e-05
Position 2089: 5.4297311359523334e-05
Position 766: 5.0627511198410135e-05
Position 1623: 3.640528053138605e-05
Position 2065: 3.492409126178673e-05
Position 1493: 3.208127899723753e-05
Position 855: 2.149268176725184e-05
Position 2036: 2.149076669603852e-05
Position 349: 1.6472540491906664e-05
Position 752: 1.531400923127095e-05
Position 432: 1.3935238050522484e-05
Position 887: 8.431167439964796e-06
Position 475: 7.928936612067053e-06
Position 1508: 7.337103178708289e-06
Position 1387: 7.1047354701369255e-06
Position 70: 6.5868193704918804e-06
Position 506: 6.5554449102048825e-06
Position 1762: 6.5167647332236615e-06
Position 740: 5.418412045293264e-06
Position 363: 5.239333008843092e-06
Position 3: 4.7941381966061576e-06
Position 185: 4.40214680526767e-06
Position 1583: 3.052229022079666e-06
Position 1046: 2.710687227181065e-06
Position 2053: 2.494121765593327e-06
Position 565: 8.817274355986664e-07
Position 1746: 7.183208734131969e-07
Position 61: 5.247574917972634e-07
Position 29: 1.3188961857931396e-07
Position 1237: 4.938777391551112e-08
Position 1757: 4.423050574719669e-08
Position 1469: 4.154765025318844e-08
Position 764: 2.0793433588241557e-08
Position 1502: 1.8538982352404434e-08
Position 1178: 1.6166285707644847e-08
Position 1222: 1.4373546240607662e-08
Position 1297: 1.2197265024807018e-08
Position 50: 1.159147629890791e-08
Position 674: 7.309211434663204e-09
Position 81: 2.587042037177021e-09
Position 142: 1.5310598329515336e-09
Position 395: 7.271646967033382e-10
Position 1000: 6.678578906865339e-10
Position 608: 1.603396014423731e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 599: 0.9879974547539438
Position 1657: 0.007587324859908467
Position 2162: 0.00610182617690362
Position 1168: 0.006022100030294697
Position 1831: 0.0031963637222001164
Position 307: 0.0027932780665818713
Position 231: 0.002535597552348433
Position 432: 0.0021200461380466175
Position 1856: 0.0016223447220584685
Position 349: 0.0014642323340393428
Position 542: 0.0012853454151817002
Position 1702: 0.001088180383649152
Position 2198: 0.0006483862737626159
Position 1027: 0.0005951730817021149
Position 506: 0.0005814174845722493
Position 562: 0.0005692866832257887
Position 1450: 0.0005357780552663459
Position 1596: 0.0005048938112665299
Position 622: 0.00044843293793998107
Position 264: 0.0003922861560822418
Position 1622: 0.0003906057904100954
Position 509: 0.00034317086582407705
Position 643: 0.0003338455877271157
Position 363: 0.0003321017967342864
Position 2040: 0.0003302348465071973
Position 546: 0.0002959780439840906
Position 485: 0.0002956883362198526
Position 923: 0.00024268937441376736
Position 1705: 0.00022140621840498117
Position 565: 0.00021724903425132696
Position 1774: 0.00020953160610159838
Position 1381: 0.0001709657097880507
Position 616: 0.00014782979429705558
Position 1742: 0.00010591874271177316
Position 774: 9.891349933169994e-05
Position 935: 8.702665324953373e-05
Position 1810: 6.871631183999135e-05
Position 1562: 6.755479812273031e-05
Position 274: 5.27878641032421e-05
Position 238: 4.835425444181743e-05
Position 683: 4.048323788689436e-05
Position 279: 3.8422524748133576e-05
Position 971: 3.683876813246413e-05
Position 1172: 3.4463577537925854e-05
Position 736: 3.2702675525306435e-05
Position 1642: 3.1737695871179104e-05
Position 1528: 2.6110395024029426e-05
Position 1522: 2.2448540993300673e-05
Position 905: 1.3166509015849573e-05
Position 2008: 1.2032123312074621e-05
Position 2207: 1.147365628666207e-05
Position 1868: 1.1088525230630374e-05
Position 703: 9.22234966456123e-06
Position 1090: 9.098868821727885e-06
Position 1603: 8.93479080966139e-06
Position 1511: 8.698265975115303e-06
Position 2213: 8.612465200337719e-06
Position 1393: 7.93401547281453e-06
