Gene = Glg1
index = 1190
Annotated 5SS: [1111 2523 2997 3548 6981]
Annotated 3SS: [1312 2598 3178 6610 9045]
SMsplice 5SS: [1111 2523 2985 3548 6981]
SMsplice 3SS: [1312 2598 3178 6610 9045]
top_k =  1000
Partition function (log Z): 4.629532072468616

Sorted 5' Splice Sites (High to Low Probability):
Position 3548: 0.9981980747840764
Position 1111: 0.9918269116561224
Position 2523: 0.928073304221726
Position 2985: 0.8469717524235607
Position 6981: 0.7025722888476119
Position 3925: 0.2540379553057434
Position 5562: 0.13557397050271558
Position 7185: 0.12431162770257717
Position 2935: 0.10797233726177545
Position 4260: 0.1008060669849786
Position 6164: 0.07778795344232536
Position 1461: 0.07143742858436526
Position 5354: 0.052429627878533336
Position 9780: 0.035091744706437465
Position 2282: 0.03294527158754109
Position 4999: 0.02994744071026611
Position 2231: 0.02651632933931599
Position 4003: 0.024295427550870292
Position 2744: 0.020955988336348527
Position 7334: 0.02095056590259039
Position 7219: 0.0202619451565726
Position 5483: 0.0155338976208188
Position 2980: 0.015349927880365316
Position 3245: 0.014567609797945174
Position 4960: 0.014031600903861062
Position 4991: 0.010891391761096136
Position 5765: 0.010092400613835742
Position 6302: 0.009478518348616061
Position 5369: 0.009306101227903464
Position 2871: 0.009117728630663308
Position 161: 0.008488975403081616
Position 4815: 0.006343152562053203
Position 6012: 0.006294844717562748
Position 9495: 0.006184669865374252
Position 4919: 0.006045736417695531
Position 3114: 0.006017070414144087
Position 5988: 0.004878875752817196
Position 1712: 0.0040015782450878645
Position 1728: 0.003690692896742554
Position 5024: 0.0034134491143261955
Position 4112: 0.003277566519530908
Position 7947: 0.00324689861052865
Position 1522: 0.003228895101473721
Position 5713: 0.0030429105694075582
Position 4119: 0.002783046383341338
Position 5736: 0.00271663351355452
Position 7009: 0.0026174695056737592
Position 5430: 0.002245730647177935
Position 7322: 0.002242199748797514
Position 5330: 0.0019123262844091202
Position 6712: 0.0018622456965895107
Position 4070: 0.0018501262301277384
Position 1223: 0.001774493011496358
Position 35: 0.0014856589664478707
Position 8799: 0.0014479265144124428
Position 4105: 0.001331982278789038
Position 1517: 0.0012017705546481
Position 1929: 0.0010688236810948069
Position 8416: 0.0010675401770049058
Position 6863: 0.0010468096084675197
Position 7254: 0.001023278385806179
Position 1947: 0.0010068093584763994
Position 708: 0.0008484996755892764
Position 2790: 0.0007858295723760032
Position 7140: 0.0007781606104172859
Position 5436: 0.0007644841978016899
Position 1976: 0.0007536051722539383
Position 9731: 0.0007119142516193815
Position 1446: 0.0007005884776184896
Position 3001: 0.0006299589479380239
Position 3970: 0.0006164487583184316
Position 936: 0.0005555956256437649
Position 3407: 0.0005414790190238798
Position 1734: 0.0005211243182900096
Position 194: 0.00048773265619962735
Position 2723: 0.0004595381058200502
Position 4952: 0.0004437811959490986
Position 1756: 0.0003970966627059975
Position 2803: 0.0003649184435652502
Position 2295: 0.000329409928481407
Position 1871: 0.0003231285051864603
Position 7785: 0.0002967194525356434
Position 3410: 0.0002592444588758192
Position 9736: 0.00025866586973889976
Position 1907: 0.00025662181909510897
Position 2941: 0.0002441906226934858
Position 297: 0.00024150888756184586
Position 4181: 0.0002370933951299503
Position 2462: 0.0002252733548242832
Position 2740: 0.0002197254543841808
Position 3567: 0.0002140438033889575
Position 4109: 0.00020714494875080674
Position 3786: 0.00019950085227927154
Position 2240: 0.00019831789334830854
Position 3493: 0.00019627816776892606
Position 3253: 0.00018034881018951245
Position 24: 0.00017116111428662384
Position 31: 0.00016471794020787812
Position 2787: 0.0001573358812713429
Position 1898: 0.00014953140988428575
Position 2410: 0.0001373352269331128
Position 4580: 0.0001268690002770177
Position 4214: 0.00011933911962119334
Position 1336: 0.00011697101744375446
Position 9790: 0.00011629523861012676
Position 3259: 0.0001141744112721921
Position 1555: 0.00011401453414850762
Position 9469: 0.00011198102896568698
Position 922: 0.00010984603388562165
Position 3943: 0.00010921910098545967
Position 4033: 0.00010196519528454398
Position 1115: 9.431930206331134e-05
Position 1499: 9.417536440822195e-05
Position 2399: 8.831554766419361e-05
Position 333: 7.875382640604753e-05
Position 4060: 6.896174719600207e-05
Position 1203: 6.163210625732368e-05
Position 5341: 6.007572567748829e-05
Position 200: 5.804470899360127e-05
Position 3770: 5.38339675644994e-05
Position 1477: 5.375124771818532e-05
Position 1793: 5.0719945493526876e-05
Position 1480: 4.9993885866478155e-05
Position 1662: 4.826973979735797e-05
Position 1919: 4.641481112294226e-05
Position 4532: 4.446045266810926e-05
Position 991: 4.3644460441981124e-05
Position 2808: 4.206926675177669e-05
Position 3937: 4.085731033664987e-05
Position 1681: 3.4810486037060615e-05
Position 4079: 3.285407037056657e-05
Position 203: 3.18510933031154e-05
Position 3413: 3.114032297180739e-05
Position 2041: 2.981102472554692e-05
Position 2343: 2.6076497742850648e-05
Position 2086: 2.5899710885551323e-05
Position 1950: 2.5664847051074386e-05
Position 502: 2.4814060379434623e-05
Position 2435: 2.4601429270495175e-05
Position 2735: 2.3625790258831018e-05
Position 1597: 2.1795740093558057e-05
Position 609: 1.7130076545272552e-05
Position 3367: 1.4184833899743068e-05
Position 1553: 1.3640211142365668e-05
Position 490: 1.355730705219609e-05
Position 2056: 1.3137759132256476e-05
Position 1904: 1.215560974659327e-05
Position 1779: 1.1575540282408302e-05
Position 2017: 1.1422289019249646e-05
Position 3270: 1.1246812801905168e-05
Position 3552: 1.0083246009666588e-05
Position 350: 9.87835128687401e-06
Position 4412: 9.71129928940373e-06
Position 1895: 9.181407492016891e-06
Position 3617: 9.019207398301783e-06
Position 3298: 8.655163447129762e-06
Position 337: 8.337759810950285e-06
Position 1318: 8.311903846662932e-06
Position 28: 7.651074849226935e-06
Position 1275: 7.198778466621265e-06
Position 889: 6.940316907642113e-06
Position 3058: 6.7017817186321855e-06
Position 257: 6.496794702913423e-06
Position 636: 6.054351306858692e-06
Position 1806: 5.681378514527817e-06
Position 1210: 5.407713397640799e-06
Position 1075: 5.241849046202519e-06
Position 2220: 5.200651635729145e-06
Position 656: 5.143783264554285e-06
Position 1036: 5.133063900369129e-06
Position 897: 4.733673769447058e-06
Position 2450: 4.6428700518328375e-06
Position 328: 4.343539927276584e-06
Position 3663: 4.1113227991420704e-06
Position 3598: 4.035701324747972e-06
Position 3319: 3.8420299193239634e-06
Position 3397: 3.824510362013605e-06
Position 3385: 3.5405603481661787e-06
Position 106: 3.337679282504655e-06
Position 141: 3.1485286270212412e-06
Position 582: 3.0694221288021546e-06
Position 3049: 3.0675344309941626e-06
Position 1151: 2.3276742157215826e-06
Position 206: 2.207274077140071e-06
Position 2081: 2.1547305192498643e-06
Position 2355: 2.14431439530116e-06
Position 282: 2.141602194956328e-06
Position 9339: 1.9131193074793463e-06
Position 2839: 1.909052723657409e-06
Position 2662: 1.8265736326026507e-06
Position 2858: 1.7743455676019176e-06
Position 1940: 1.7482830574217806e-06
Position 2405: 1.6552782561321314e-06
Position 2389: 1.652179444522007e-06
Position 1686: 1.6397068385812657e-06
Position 378: 1.5488788111315281e-06
Position 1436: 1.4869467261345118e-06
Position 1242: 1.4303725705966707e-06
Position 1438: 1.2213192449630053e-06
Position 3727: 1.0948670504473977e-06
Position 1349: 1.0066211054011462e-06
Position 952: 1.0001613866308802e-06
Position 1766: 9.739680750578066e-07
Position 546: 8.733039304586678e-07
Position 1342: 8.205525010286671e-07
Position 3559: 7.496884980295351e-07
Position 1010: 7.299605292843946e-07
Position 1139: 7.23681021755883e-07
Position 2770: 6.633224286694605e-07
Position 3857: 6.145740493288742e-07
Position 672: 5.994273235767265e-07
Position 3748: 4.876602430386584e-07
Position 3931: 4.676229273532383e-07
Position 3976: 4.6657854825001015e-07
Position 3340: 4.249288623484158e-07
Position 3746: 4.0944744193436425e-07
Position 938: 3.0777522386097575e-07
Position 3740: 2.6798727327322336e-07
Position 690: 2.521093211590141e-07
Position 3914: 2.042874135235759e-07
Position 778: 1.9267158319225114e-07
