Gene = Ets65A
index = 1157
Annotated 5SS: [14582 14805 16737 18386 21532 24086]
Annotated 3SS: [14753 16676 18337 21341 23876 24358]
SMsplice 5SS: [  855  3146  3695  6176 14805 16737 21532 24086]
SMsplice 3SS: [ 2851  3317  6007 14753 16676 21341 23876 24358]
top_k =  1000
Partition function (log Z): 19.12138160490767

Sorted 5' Splice Sites (High to Low Probability):
Position 21532: 0.9999999889288296
Position 24086: 0.9985311875944586
Position 3146: 0.9984123240062072
Position 6176: 0.972107118323774
Position 3695: 0.9142468477379515
Position 855: 0.899614499190643
Position 16737: 0.8197776129275778
Position 14805: 0.6255270361321443
Position 2645: 0.4216290238074527
Position 18386: 0.31011340679256066
Position 14582: 0.2295565065615165
Position 23694: 0.19279929327387235
Position 23690: 0.1688547668996022
Position 702: 0.10673966419963996
Position 8042: 0.09899232055009845
Position 14923: 0.09508285982400193
Position 3622: 0.08348235290758298
Position 2099: 0.06667012153744356
Position 2718: 0.05620775446797137
Position 22108: 0.053285803457508406
Position 22423: 0.04822912681961223
Position 18062: 0.03284186694843421
Position 22621: 0.027623020366238486
Position 20763: 0.027421778604184634
Position 2985: 0.026809899209406362
Position 1483: 0.021094765803976914
Position 9241: 0.015547821604991683
Position 8790: 0.012124828388517608
Position 23328: 0.011549954385105157
Position 16763: 0.01050488754879443
Position 22131: 0.010233257459212377
Position 22617: 0.009922260601031727
Position 21953: 0.009735435958305214
Position 5745: 0.007742678819061539
Position 24923: 0.007451928405957768
Position 16772: 0.00708724549958679
Position 22175: 0.006803709598063823
Position 24770: 0.006503744887842629
Position 1148: 0.006486069182097894
Position 17285: 0.00646446781022882
Position 18904: 0.006107661903960738
Position 11497: 0.005961315741327986
Position 23639: 0.005798200175080381
Position 56: 0.005210917938489389
Position 325: 0.005117130624935202
Position 4310: 0.00497217928990249
Position 19089: 0.004946104142177989
Position 134: 0.004329293838133945
Position 690: 0.003778650541797904
Position 18705: 0.0037220231399938786
Position 4357: 0.003599850363516538
Position 1152: 0.0034186673395042843
Position 6346: 0.003377867659295454
Position 958: 0.003343478832919533
Position 1796: 0.0031837064426018464
Position 25338: 0.003010558736772244
Position 25318: 0.002924181722783463
Position 1086: 0.0029130076411038085
Position 2708: 0.0028493282645504253
Position 4184: 0.0027730388800716577
Position 5576: 0.0027275403374932734
Position 18717: 0.002648696692882642
Position 4458: 0.00245505267298089
Position 23653: 0.002402275517254164
Position 18186: 0.0023185255761294186
Position 15541: 0.002045380488282991
Position 2691: 0.002011093506937415
Position 1821: 0.0020067136338783203
Position 7982: 0.001834022164384534
Position 5834: 0.0018330965072386697
Position 5781: 0.0017739240187836923
Position 23097: 0.0017674601585595214
Position 22434: 0.0017034693989744995
Position 22613: 0.0016729972209435274
Position 2961: 0.001662940037545621
Position 22625: 0.0016111153474360086
Position 5674: 0.0016014519836173664
Position 924: 0.0014528296006142511
Position 1321: 0.0014526875338884836
Position 13101: 0.0013798981188619477
Position 22479: 0.0013096228694260495
Position 23120: 0.0012714552121613838
Position 7319: 0.0012564982265365194
Position 7943: 0.0012463392087289382
Position 8539: 0.0012030925021034116
Position 2915: 0.0011683180946457348
Position 25206: 0.0011326761363099375
Position 3685: 0.0011089758764752855
Position 22774: 0.0010634828816205128
Position 24707: 0.0009233733006841907
Position 22611: 0.0009219709860179942
Position 4666: 0.0009083965875495709
Position 679: 0.0008941652316028397
