Gene = TSG101
index = 1541
Annotated 5SS: [ 383  583  739 1085 1437 1845]
Annotated 3SS: [ 497  672  808 1215 1497 1912]
SMsplice 5SS: [ 383  583  739  940 1085 1437 1845]
SMsplice 3SS: [ 497  672  808 1002 1215 1497 1912]
top_k =  1000
Partition function (log Z): 22.731082793622697

Sorted 5' Splice Sites (High to Low Probability):
Position 1845: 0.9986956988178333
Position 1085: 0.9924110641788741
Position 383: 0.9868996876323344
Position 583: 0.9775569003721919
Position 1437: 0.9524198960132108
Position 739: 0.816837131564988
Position 940: 0.8140236789883751
Position 918: 0.059092530748325225
Position 1411: 0.04581939812952114
Position 219: 0.013423156121737412
Position 910: 0.01233582732637296
Position 632: 0.010807162410582952
Position 840: 0.006207308651313052
Position 72: 0.004210468031622452
Position 37: 0.0035110713400028906
Position 578: 0.003138496279879178
Position 788: 0.002704013451254304
Position 1415: 0.0014706615707389629
Position 833: 0.0011857158312705547
Position 1089: 0.0011247697001371313
Position 99: 0.0008709160995513723
Position 2145: 0.0008526553242424569
Position 370: 0.0006619954775930855
Position 1603: 0.0005945517520348278
Position 1091: 0.00046622637433229756
Position 1096: 0.00043082476284025343
Position 60: 0.0004049623900732881
Position 1591: 0.0002338516924529452
Position 1003: 0.0001973593802482701
Position 1104: 0.0001971761817472936
Position 155: 0.0001933541680351536
Position 2199: 0.00018689680005744662
Position 232: 0.0001504574306787939
Position 347: 0.00014395533872237418
Position 3: 0.00012681626797711776
Position 2125: 0.00010758638987435147
Position 1038: 8.793553194991483e-05
Position 729: 8.465441422986473e-05
Position 2069: 8.031553488398326e-05
Position 1441: 7.908055209575459e-05
Position 1153: 7.219764089912338e-05
Position 2158: 7.056043156225765e-05
Position 1862: 6.02467374650394e-05
Position 2019: 5.963036041595354e-05
Position 400: 5.472029319254725e-05
Position 275: 4.595130387095632e-05
Position 922: 4.546554255080472e-05
Position 1987: 4.39209667479547e-05
Position 207: 4.3033034234283966e-05
Position 1667: 3.9667329528937007e-05
Position 62: 3.945033063449551e-05
Position 2148: 3.6271911498641734e-05
Position 1611: 3.393452308022705e-05
Position 1816: 3.244632353638316e-05
Position 79: 2.5127919855046105e-05
Position 503: 2.4804559630697494e-05
Position 1856: 2.430632240610128e-05
Position 6: 2.2045867593893243e-05
Position 1849: 2.1762354655259966e-05
Position 1194: 1.7778781373055788e-05
Position 1653: 1.7102636425522264e-05
Position 324: 1.698487705722591e-05
Position 136: 1.5074870420628593e-05
Position 873: 1.407642994876454e-05
Position 65: 1.3682235001571268e-05
Position 180: 1.2863127720513936e-05
Position 638: 7.99952364891916e-06
Position 875: 6.512239257531154e-06
Position 726: 5.520872274732253e-06
Position 1733: 5.15712897606614e-06
Position 1036: 4.595695662010406e-06
Position 1291: 4.550824692937145e-06
Position 2119: 4.37450596166481e-06
Position 124: 4.259997545640827e-06
Position 2086: 3.97089331330551e-06
Position 1307: 3.6026019271245985e-06
Position 183: 3.0044978948147423e-06
Position 636: 2.8910664576013887e-06
Position 880: 2.8489881899184565e-06
Position 1288: 2.2174940228909055e-06
Position 1975: 2.205096650385546e-06
Position 701: 2.155936080054273e-06
Position 235: 1.475593520402668e-06
Position 392: 1.0581156307697006e-06
Position 537: 7.471475102029577e-07
Position 2175: 6.27519541073646e-07
Position 1334: 4.6358596593228984e-07
Position 1012: 4.3560338417767273e-07
Position 143: 3.8276127519946666e-07
Position 688: 3.194190425674162e-07
Position 1326: 2.113750260491977e-07
Position 1989: 1.411428948913798e-07
Position 674: 9.294227223585446e-08
Position 150: 8.724486084468032e-08
Position 497: 6.563471577934125e-08
Position 1514: 3.441005855904057e-08
Position 1354: 3.0085154154272067e-08
Position 528: 1.4937011559027994e-08
Position 1913: 1.4527398759199814e-08
Position 548: 1.053390130716397e-08
Position 531: 3.4510361607735507e-09
Position 1897: 3.3930987575373725e-09
Position 1243: 2.5546013149174784e-09
Position 540: 9.509207855032566e-10
Position 507: 6.756192304476761e-10
Position 672: 1.60063536796829e-11
Position 1256: 1.5543661106573229e-12
Position 1234: 1.5418109257581973e-12
Position 1476: 4.276819939316388e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1912: 0.9987452542329772
Position 1497: 0.9940235387540293
Position 497: 0.988481305550233
Position 672: 0.9459435413730504
Position 1002: 0.8812270726899256
Position 808: 0.7632996229818475
Position 1215: 0.5656641102714749
Position 1275: 0.4205348287792505
Position 903: 0.06145748255633708
Position 861: 0.028342815301880573
Position 969: 0.014981009084841219
Position 1229: 0.008623273135714166
Position 275: 0.005387575725609822
Position 299: 0.004979257016500258
Position 713: 0.004906833780147899
Position 124: 0.004846317849342514
Position 1514: 0.003994281053810331
Position 688: 0.002550540994548763
Position 2264: 0.0015226716519424635
Position 158: 0.0011879561352865565
Position 1483: 0.0011469808317451206
Position 1194: 0.0009790260038655993
Position 177: 0.0008709455023536594
Position 301: 0.0008147858684080587
Position 503: 0.0007586620175637457
Position 1562: 0.0006656572702758127
Position 105: 0.0006020879750494294
Position 524: 0.0005357757693380699
Position 315: 0.0004575041149034972
Position 1650: 0.00040133485566590693
Position 556: 0.0003135587774071213
Position 1690: 0.0003005206011536363
Position 909: 0.00028891455749315644
Position 636: 0.00025974057969718045
Position 196: 0.00022586809055478478
Position 760: 0.00019075460817791074
Position 155: 0.0001841211060715164
Position 771: 0.0001799053499525259
Position 1249: 0.0001704281246206749
Position 939: 0.00015786410896930997
Position 1647: 0.00012990841808136825
Position 695: 0.0001062522527360784
Position 200: 9.590789385919631e-05
Position 1725: 9.245841433580526e-05
Position 58: 7.024969530488971e-05
Position 1743: 4.374421341128723e-05
Position 1128: 3.840701342026524e-05
Position 333: 3.315368930520544e-05
Position 1938: 2.5250451059985888e-05
Position 1359: 1.918025546399346e-05
Position 1047: 1.4509085563577422e-05
Position 739: 1.427063543303696e-05
Position 2119: 1.3182975883082098e-05
Position 521: 1.2323472510184163e-05
Position 2206: 1.07142592425655e-05
Position 540: 7.704602664120891e-06
Position 205: 7.676811377796672e-06
Position 575: 7.167292203725261e-06
Position 1752: 7.061464624460442e-06
Position 1578: 5.9234616101715915e-06
Position 1024: 4.914907712465665e-06
Position 1617: 4.560616860424112e-06
Position 2199: 4.266630735232237e-06
Position 382: 3.949969984370342e-06
Position 79: 3.632363399891681e-06
Position 1777: 2.9585065549633547e-06
Position 1749: 2.639267318772754e-06
Position 2015: 2.4235745073207463e-06
Position 2066: 2.1194370605425697e-06
Position 1758: 1.7389143860901962e-06
Position 1066: 1.2317604552641127e-06
Position 2148: 7.142172973077777e-07
Position 1120: 6.605032749662753e-07
Position 1539: 6.37454169098914e-07
Position 370: 6.259854149502619e-07
Position 1053: 5.984118017256937e-07
Position 1294: 4.802744506331753e-07
Position 1653: 4.6223709730317924e-07
Position 1755: 4.071785358961025e-07
Position 777: 3.685003047313346e-07
Position 1733: 3.6629082342825213e-07
Position 1785: 2.9496202679432297e-07
Position 1549: 2.855939000934901e-07
Position 1674: 2.615213369542055e-07
Position 2069: 2.137854536407109e-07
Position 2027: 2.1108582836511093e-07
Position 2074: 1.8358878328917276e-07
Position 1425: 1.6680509524643727e-07
Position 2091: 1.4238562727654354e-07
Position 1667: 1.3141336510732579e-07
Position 2003: 1.2984956910922404e-07
Position 352: 1.0870010734523561e-07
Position 1596: 9.556686529173082e-08
Position 577: 7.18559242380789e-08
Position 1875: 6.906135240202891e-08
Position 1623: 6.563093830542035e-08
Position 1284: 5.830294710441849e-08
Position 1812: 5.1291683182179974e-08
Position 2081: 5.0493387956652684e-08
Position 1986: 5.0400728074984665e-08
Position 1886: 4.253173446196424e-08
Position 387: 3.9898823793862226e-08
Position 1611: 3.583232361893692e-08
Position 2102: 3.1286824067255525e-08
Position 1828: 2.585049570106415e-08
Position 2099: 1.877097153096603e-08
Position 1794: 1.6248773285127145e-08
Position 620: 7.496021056432763e-09
Position 1536: 4.552068126336551e-09
Position 2163: 4.120621721225713e-09
Position 400: 3.8678025645984964e-09
Position 1973: 2.4620905310565253e-09
Position 593: 1.892318105037464e-09
Position 603: 8.14236783540677e-10
Position 587: 3.8407376172746703e-10
Position 355: 2.5663626042951687e-11
