Gene = Cds
index = 1064
Annotated 5SS: [  93  608 1447 1787 2029 2579 2795]
Annotated 3SS: [ 166 1321 1689 1851 2089 2662 2858]
SMsplice 5SS: [ 608 1447 1787 2029 2579 2795]
SMsplice 3SS: [1321 1689 1851 2089 2662 2858]
top_k =  1000
Partition function (log Z): 17.615932806133152

Sorted 5' Splice Sites (High to Low Probability):
Position 1787: 0.9993035115156051
Position 2795: 0.9979349039724038
Position 2579: 0.9930170661845809
Position 1447: 0.9396492273868701
Position 608: 0.8919134755116984
Position 2029: 0.8184592888778585
Position 93: 0.2940628724068619
Position 3088: 0.27884794735569757
Position 3118: 0.11982029093555442
Position 2033: 0.07137444921036283
Position 2152: 0.043972494012596265
Position 1644: 0.043017129506914956
Position 2014: 0.030441978981692878
Position 2161: 0.028410243387472868
Position 1950: 0.02123272835632372
Position 2185: 0.01754852561389804
Position 2455: 0.015014777079338758
Position 50: 0.010617035828802518
Position 1996: 0.010461534279063872
Position 2011: 0.009574449961488882
Position 127: 0.009229116158119815
Position 1207: 0.0075649553938336896
Position 625: 0.007405485469828129
Position 38: 0.0067182018142278085
Position 698: 0.005194535379258041
Position 3131: 0.004157007791845935
Position 759: 0.0035378653074348908
Position 3172: 0.003416086691405207
Position 2338: 0.0031172899559697544
Position 1584: 0.0030738664403267666
Position 3292: 0.0029773440609937338
Position 1009: 0.0027850355785038897
Position 2911: 0.002510484931080455
Position 2177: 0.002459108300696753
Position 1906: 0.0022026100183629217
Position 2026: 0.0021387683327974746
Position 716: 0.0019929825218512895
Position 1509: 0.0016793339008031654
Position 240: 0.001652735700575518
Position 1149: 0.001395771319101942
Position 2591: 0.0013375300891654313
Position 3811: 0.0012083445961632159
Position 2253: 0.0011725949999300204
Position 3623: 0.0011606873743304918
Position 2225: 0.0010159700984123223
Position 1451: 0.0007345966139481547
Position 2418: 0.0006567931603119383
Position 1623: 0.0006334799820062171
Position 3255: 0.0005726871981680205
Position 2066: 0.0005683580866564603
Position 1791: 0.0005618783044718657
Position 2799: 0.0005607986260236052
Position 2583: 0.0005374472692526303
Position 1578: 0.0005281097969935195
Position 1470: 0.0004377517006799313
Position 232: 0.0004023866949920634
Position 194: 0.0003969223993275358
Position 3462: 0.00037057287787334753
Position 3471: 0.0003316167928522304
Position 470: 0.0002905106714414082
Position 20: 0.00025496832951276343
Position 3456: 0.0002529156678639848
Position 2293: 0.00023720411019826382
Position 612: 0.00022568041718068347
Position 3106: 0.00022361855657271484
Position 3765: 0.00021928906189379375
Position 40: 0.0002134805305178775
Position 3062: 0.00020273915429948634
Position 32: 0.00018610387869658461
Position 1549: 0.00017347055056846889
Position 2432: 0.0001653924252670145
Position 2140: 0.00016527586740116968
Position 3214: 0.00013148934320755356
Position 1133: 0.00012730699311285803
Position 1867: 0.00012670845426696837
Position 1091: 0.0001231029687014795
Position 172: 0.00012044676792603493
Position 3115: 0.00011652408854206379
Position 2209: 0.0001061643257353291
Position 3279: 0.0001022109210024489
Position 223: 9.762494955661076e-05
Position 1118: 9.75941625751145e-05
Position 2318: 7.69254602088262e-05
Position 998: 7.309060375745677e-05
Position 3081: 7.121984895381142e-05
Position 3122: 5.9343314841543045e-05
Position 506: 5.8248204826930064e-05
Position 3787: 5.629826142256359e-05
Position 2940: 5.603539499620505e-05
Position 2934: 5.4429653730099686e-05
Position 392: 5.289512500116008e-05
Position 2604: 5.2726760194236095e-05
Position 1171: 5.0372839296340704e-05
Position 1932: 4.494324335790269e-05
Position 1473: 4.482055817931415e-05
Position 2122: 4.2254148466341244e-05
Position 702: 3.991322545216993e-05
Position 3458: 3.2219703951609425e-05
Position 1357: 2.7354797641318395e-05
Position 1231: 2.1815997564469306e-05
Position 2611: 1.625004886190029e-05
Position 3236: 1.6243458947472715e-05
Position 2751: 1.4329939358579389e-05
Position 3241: 1.4192289713010998e-05
Position 3656: 1.2964184314652308e-05
Position 2243: 1.2934539159450604e-05
Position 1228: 1.280481227509173e-05
Position 2240: 1.171730649392315e-05
Position 2349: 1.133008798135919e-05
Position 2915: 1.1212579131343779e-05
Position 2969: 9.940764229672626e-06
Position 2300: 9.714762446035798e-06
Position 718: 8.291201093782577e-06
Position 1761: 8.252157848372395e-06
Position 3475: 7.322995684724266e-06
Position 2108: 7.313774093781944e-06
Position 1861: 6.750440054421766e-06
Position 629: 6.582047541426714e-06
Position 1285: 6.114699030991595e-06
Position 1192: 5.7331985196499096e-06
Position 1854: 5.731352293463012e-06
Position 166: 5.0406488088889624e-06
Position 1110: 4.671293210042513e-06
Position 3847: 4.190671522905539e-06
Position 2449: 3.5120695698547937e-06
Position 2306: 3.2162060341104403e-06
Position 2548: 2.9576664619777037e-06
Position 3747: 2.848726368594685e-06
Position 2532: 2.725216733727499e-06
Position 1588: 2.5419180390728013e-06
Position 2344: 2.1032618419519293e-06
Position 651: 2.0271562333207902e-06
Position 3563: 1.9338814195028448e-06
Position 3641: 1.9130463418079767e-06
Position 1322: 1.8168280891799998e-06
Position 2476: 1.213855527180655e-06
Position 366: 1.106290893456383e-06
Position 700: 1.0940323044272293e-06
Position 2497: 9.341557996585905e-07
Position 2640: 8.694911526829886e-07
Position 1872: 7.699930878858614e-07
Position 2459: 6.382380659119258e-07
Position 2902: 6.350887741080722e-07
Position 2534: 4.269821313892595e-07
Position 2725: 3.0917415944174013e-07
Position 2730: 1.4594267900426817e-07
Position 2830: 9.909316202990822e-08
Position 2819: 5.8394006862510425e-08
Position 1829: 5.0594135729038164e-08
Position 1703: 3.274059715058038e-08
Position 3191: 3.2600621661608055e-08
Position 2101: 2.723430625954714e-08
Position 2165: 1.8292829566447843e-08
Position 2156: 1.4127273660094952e-08
Position 3265: 1.0897827255076645e-08
Position 728: 1.0645741957987207e-08
Position 2320: 7.37716660922786e-09
Position 1815: 5.235461017841968e-09
Position 3035: 3.1685200660792117e-09
Position 1832: 2.763787997011737e-09
Position 736: 1.8274980196859028e-09
Position 1652: 1.6911024793489455e-09
Position 863: 4.130303642229123e-10
Position 720: 3.3530598122217097e-10
Position 3248: 2.7680825345215113e-10
Position 3296: 2.7625802664749503e-10
Position 2622: 1.1205656780415128e-11
Position 2464: 1.3359526813252691e-12
Position 730: 5.394540029772106e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 2858: 0.9981287374406117
Position 1851: 0.9953308569357943
Position 1689: 0.9736016021105988
Position 2662: 0.9627561885597912
Position 2089: 0.9626678573731909
Position 1321: 0.6993546011438924
Position 3344: 0.3010079356067842
Position 253: 0.10434437069859315
Position 1262: 0.0755460654301974
Position 1156: 0.0539018311300504
Position 477: 0.044789940388426416
Position 184: 0.037767965586421405
Position 2205: 0.03684754100905158
Position 904: 0.0351652639981691
Position 2634: 0.033007437246757525
Position 2497: 0.031062505994183566
Position 166: 0.02916076524340187
Position 1572: 0.0282398254337931
Position 3139: 0.027643671871687397
Position 3893: 0.026222119746976687
Position 1613: 0.02440362578189408
Position 758: 0.024176361561128904
Position 232: 0.0237357691221254
Position 2318: 0.023308805751158283
Position 290: 0.020005587708275225
Position 3319: 0.011481385062337611
Position 3499: 0.011065309710951628
Position 2251: 0.010634714691542606
Position 970: 0.00967230857330341
Position 2269: 0.00918926573169357
Position 825: 0.007684450741969228
Position 876: 0.007233308533929675
Position 3279: 0.006368592869992271
Position 3176: 0.005215049656968392
Position 3356: 0.004900142170828384
Position 1246: 0.004109328400405851
Position 1549: 0.003995857532407244
Position 1508: 0.003907255120613749
Position 366: 0.0036979606827592126
Position 3641: 0.003557292566341122
Position 1905: 0.003356187199451119
Position 755: 0.003140979234672237
Position 190: 0.0029601943410621696
Position 3374: 0.0029520334001731804
Position 386: 0.0029247581285211663
Position 3563: 0.002904488973794117
