Gene = p130CAS
index = 1832
Annotated 5SS: [  421 14736 15967]
Annotated 3SS: [14591 15696 19176]
SMsplice 5SS: [  421 14736 15967]
SMsplice 3SS: [14591 15696 19176]
top_k =  1000
Partition function (log Z): -2.457748778363235

Sorted 5' Splice Sites (High to Low Probability):
Position 14736: 0.9692241149661042
Position 15967: 0.9669460334945226
Position 421: 0.8140792472644093
Position 3788: 0.5505389652610406
Position 3437: 0.2644367928578092
Position 842: 0.21548331496902248
Position 4497: 0.1750852557362614
Position 5244: 0.09113781279039558
Position 15097: 0.09065130454864344
Position 8488: 0.08077985148773631
Position 6164: 0.06480027082664855
Position 507: 0.057845226007388055
Position 5754: 0.056362984532619446
Position 89: 0.05613508212477297
Position 3773: 0.054855715579386476
Position 18612: 0.05031748289054644
Position 18985: 0.04745883996029075
Position 4377: 0.04177645351320189
Position 4502: 0.04027961410824864
Position 5562: 0.03940801291480444
Position 16810: 0.03029521266344917
Position 4888: 0.026318854161612327
Position 3762: 0.02395431420912795
Position 5173: 0.021360924127029217
Position 2872: 0.020198033311925392
Position 548: 0.01911654653827124
Position 18539: 0.01861147203046056
Position 14704: 0.017496224065922116
Position 6677: 0.012738803832664094
Position 10512: 0.0110496710085088
Position 18384: 0.010560877088111658
Position 330: 0.010345345033046845
Position 20227: 0.009586032376274077
Position 2940: 0.008428456556670924
Position 17473: 0.008267406640889388
Position 17109: 0.007729559568408143
Position 4042: 0.006422362972634412
Position 1310: 0.006400985623637343
Position 4909: 0.0063285328218826205
Position 1207: 0.0062784072989152655
Position 18323: 0.00627374513217038
Position 14794: 0.006094433193242962
Position 4442: 0.006031046332386582
Position 1241: 0.005853197108381161
Position 475: 0.0055332472654078015
Position 1102: 0.005454176354452892
Position 1202: 0.005227460748224748
Position 1314: 0.005120442725175057
Position 3782: 0.005033770117139316
Position 33: 0.004766327349329989
Position 3269: 0.004735564424641549
Position 3173: 0.004360495004632793
Position 3767: 0.0040981048543685126
Position 2081: 0.00399219999699323
Position 3101: 0.0038560335931492667
Position 4818: 0.003839325896819777
Position 666: 0.00364746668280065
Position 3168: 0.003514793325661943
Position 2292: 0.0031644563872576695
Position 2917: 0.00315222783840696
Position 4382: 0.002988150903413466
Position 1131: 0.0029638885148202147
Position 561: 0.0027824551056391212
Position 6062: 0.0025288150605789032
Position 851: 0.0023897128658132705
Position 1403: 0.0021472432731612723
Position 5742: 0.002069949229489897
Position 20083: 0.002051584410207955
Position 17502: 0.001895969840194068
Position 15368: 0.0016937827333505166
Position 1721: 0.001692686600987148
Position 29: 0.001598656560301844
Position 413: 0.0015679115717462046
Position 109: 0.0015383743031728318
Position 1215: 0.0014987256172528441
Position 21306: 0.0014663650213878898
Position 5738: 0.0014421466865151447
Position 17070: 0.001409065269956964
Position 3427: 0.001332549973748145
Position 18008: 0.0012883902276428028
Position 1287: 0.0012378925476183122
Position 16014: 0.001227398143260182
Position 5746: 0.001142402411484251
Position 3432: 0.0011423637500935667
Position 4274: 0.0011189023949619383
Position 2603: 0.0010017257949242544
Position 1269: 0.0009759264609211191
Position 16281: 0.0009685883093936398
Position 17731: 0.0008617759342972585
Position 623: 0.0008243930339984278
Position 3651: 0.0007980700764032446
Position 3351: 0.0007067598099814014
Position 230: 0.0006998490666552097
Position 1116: 0.0006629890699422841
Position 5557: 0.0006623577897833635
Position 200: 0.0006547487711515171
Position 1630: 0.0006493190532710337
Position 2674: 0.0006369878226243131
Position 15865: 0.000596873136778596
Position 4532: 0.0005954856656788472
Position 5044: 0.000594027290137531
Position 2416: 0.0005810549209875714
Position 15848: 0.0005642536811339433
Position 5122: 0.0005508053158387527
Position 1725: 0.0005471849687233155
Position 19479: 0.000536895177305549
Position 7703: 0.0005300188342021311
Position 4630: 0.0005066778894361462
Position 997: 0.0005044237184712486
Position 864: 0.00048126182734211986
Position 3116: 0.00045587275039856725
Position 3552: 0.00044612661156443416
Position 769: 0.0004382793725657782
Position 2405: 0.0003899840705251079
Position 5727: 0.0003874994663149794
Position 1913: 0.0003637646912224151
Position 17220: 0.0003535968991449662
Position 1238: 0.0003259923087822819
Position 434: 0.0003011880276823219
Position 16861: 0.0002985262993880738
Position 16485: 0.00027455370211933394
Position 93: 0.000274218168903197
Position 15899: 0.0002718978592539809
Position 15067: 0.00023764387575801857
Position 3306: 0.00022590786494585392
Position 17216: 0.0002239092238410072
Position 3143: 0.0002212039647781695
Position 20317: 0.0001893679275188294
Position 16212: 0.00018897787784054668
Position 17017: 0.0001686066923916341
Position 194: 0.00016401240881612646
Position 453: 0.00013461106112522205
Position 668: 0.0001299806186583802
Position 846: 0.0001216689630619707
Position 660: 0.00012008542016293782
Position 14800: 0.00011927310043680734
Position 1318: 0.00011873265136070704
Position 6125: 0.00011595676099203074
Position 334: 0.00011089951000280982
Position 20617: 0.00010136779580838293
Position 712: 9.738496257826302e-05
Position 3331: 9.628373560615777e-05
Position 56: 7.18605642049027e-05
Position 6040: 6.898262243406367e-05
Position 1056: 6.723309090870646e-05
Position 3662: 6.605384861126897e-05
Position 17748: 6.11833274779842e-05
Position 1164: 6.035190746922507e-05
Position 39: 6.006470136201579e-05
Position 1709: 5.819501483234401e-05
Position 6045: 5.4441892411692025e-05
Position 17: 4.9852770970897255e-05
Position 1438: 4.963193594282331e-05
Position 465: 4.962380018962626e-05
Position 3580: 4.8124096306011914e-05
Position 615: 3.9267582150383294e-05
Position 19714: 3.293276668931409e-05
Position 68: 2.8554548741099274e-05
Position 16797: 2.7062203331403455e-05
Position 16233: 2.680462633456797e-05
Position 16476: 2.4185565043746692e-05
Position 15918: 2.27094009600915e-05
Position 16134: 2.2172964292259087e-05
Position 3545: 1.8740474387518753e-05
Position 211: 1.78333395057512e-05
Position 4394: 1.7159553654524055e-05
Position 3643: 1.643975292607586e-05
Position 47: 1.4880181591981896e-05
Position 1122: 1.4055697895914131e-05
Position 16448: 1.1589474251067268e-05
Position 485: 1.1582607408952187e-05
Position 243: 1.12562765241527e-05
Position 16337: 8.348543510377408e-06
Position 66: 7.448696817221772e-06
Position 640: 4.327453381331215e-06
Position 425: 3.027878944727522e-06
Position 235: 2.994171176848064e-06
Position 277: 2.449515871804309e-06
Position 1435: 2.4051283224500008e-06
Position 653: 1.017744284557755e-06
Position 963: 1.0039478919785734e-06
Position 872: 8.912917681441559e-07
Position 192: 7.301678205152581e-07
Position 2277: 3.970120630379135e-07
Position 992: 3.5052255878299827e-07
Position 586: 1.669965834426898e-07
Position 346: 1.4377967120453935e-07
Position 635: 4.844677714561717e-08
Position 780: 1.6816943813711726e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 14591: 0.9976911843171445
Position 19176: 0.9826509522709006
Position 15696: 0.9673874340806845
Position 3083: 0.6039055292622976
Position 3832: 0.36640114590277734
Position 3570: 0.1941158725427703
Position 665: 0.129071499541645
Position 727: 0.09220754546333318
Position 8352: 0.07703309307281551
Position 5831: 0.06475231792613821
Position 5648: 0.051729058367025696
Position 3167: 0.050008636152658846
Position 16715: 0.04335846865283625
Position 3544: 0.04064611514360551
Position 18099: 0.03594878054283676
Position 18430: 0.03578540001591876
Position 15010: 0.033875430853208405
Position 4966: 0.02704934355926034
Position 3876: 0.02585055543430978
Position 4685: 0.022860238386940016
Position 14854: 0.019183052032467958
Position 18745: 0.0159350062182607
Position 17300: 0.012883687183656066
Position 18835: 0.012209950253891414
Position 4559: 0.011507982352059593
Position 2763: 0.011062897298534121
Position 3662: 0.010973272694888294
Position 2618: 0.01042312306281469
Position 10409: 0.009802845439746884
Position 6208: 0.008980128655376703
Position 18549: 0.008185074726502291
Position 14827: 0.00818257070820754
Position 2530: 0.007980170542351877
Position 18375: 0.007643840893029052
Position 3363: 0.007187681997534133
Position 141: 0.007037704943615722
Position 14917: 0.00694949296268234
Position 21407: 0.0061196106290673105
Position 5317: 0.005740804197759944
Position 4568: 0.005564296038562919
Position 92: 0.005390849184083638
Position 3747: 0.005308747598250356
Position 20280: 0.005208177101566197
Position 5932: 0.004779178634588252
Position 2719: 0.004697839527828653
Position 943: 0.004693161143928865
Position 14793: 0.004645240225910518
Position 4343: 0.004503884877064569
Position 14817: 0.004460359970797304
Position 19228: 0.004230854830523831
Position 20304: 0.004178744162333264
Position 14772: 0.00401245831708639
Position 3190: 0.003982360965988405
Position 16119: 0.0039117677125756955
Position 523: 0.003410338029740038
Position 16392: 0.0033278546074489673
Position 15770: 0.0029743382595526844
Position 16686: 0.0027141926182913064
Position 4741: 0.00263863077382587
Position 14892: 0.0025675069030366747
Position 2355: 0.002455702257861753
Position 922: 0.0024233586575485495
Position 20145: 0.002351297661935297
Position 4531: 0.0022132450889080038
Position 14865: 0.0021951032703943166
Position 1013: 0.0021168382609754433
Position 2467: 0.002094879002154625
Position 3057: 0.0020644025858474854
Position 16145: 0.0020285111806131917
Position 16018: 0.001969737215649324
Position 288: 0.0018776907797034067
Position 297: 0.0017490669935852781
Position 18348: 0.001711041104620057
Position 15281: 0.001660190489409677
Position 3488: 0.001619247388983863
Position 547: 0.0016077885590643427
Position 3393: 0.0015904000767804811
Position 10371: 0.0012468255687619178
Position 230: 0.0012098198154038026
Position 16575: 0.0012020542836333463
Position 4625: 0.0011767778617787915
Position 712: 0.0010918422016824403
Position 1538: 0.0010436089547811445
Position 19767: 0.0010427078606368963
Position 891: 0.0007757333199283412
Position 19109: 0.0007443374785430465
Position 2522: 0.000689402528746034
Position 1492: 0.0006689168783066852
Position 1982: 0.000661745286262732
Position 15476: 0.0006598804302554444
Position 13942: 0.000648378270662093
Position 7765: 0.0005300188342021309
Position 19649: 0.0004984522136306975
Position 5910: 0.0004493530168166494
Position 21477: 0.0004451193802430782
Position 16476: 0.0003438110643786639
Position 3497: 0.0003386665873876313
Position 18076: 0.0003221097112622548
Position 802: 0.00031665655051388476
Position 19191: 0.0003136434523567282
Position 15047: 0.0002630879113868952
Position 16537: 0.00025698572935448826
Position 3318: 0.00025112568259686547
Position 19912: 0.00024607190927554076
Position 2225: 0.00024342515587275808
Position 15602: 0.0002329009037358131
Position 174: 0.00020501519311732954
Position 3988: 0.00020318608392200685
Position 16627: 0.0002030525281825378
Position 3502: 0.0001567630411406534
