Gene = Ilp2
index = 1225
Annotated 5SS: [229]
Annotated 3SS: [301]
SMsplice 5SS: [229]
SMsplice 3SS: [301]
top_k =  1000
Partition function (log Z): -6.885719469370422

Sorted 5' Splice Sites (High to Low Probability):
Position 229: 0.9889156083997243
Position 183: 0.003930880791782256
Position 194: 0.002052889553100668
Position 178: 0.0013556434676304653
Position 204: 0.0011329683221411979
Position 171: 0.0010907323463057981
Position 541: 0.000714959931474784
Position 282: 0.0006887132304156688
Position 52: 0.000543682206528293
Position 489: 0.0002575180129074254
Position 35: 0.00022671637974572056
Position 185: 0.00017866926435847324
Position 528: 0.00017506499110726655
Position 675: 0.00012848080870319134
Position 632: 0.00011277523451490579
Position 506: 0.00010245565284679455
Position 616: 9.918377471630085e-05
Position 654: 7.882455160860178e-05
Position 395: 5.577879375301373e-05
Position 126: 4.326390277049999e-05
Position 538: 3.9514167708267556e-05
Position 233: 3.907192993843058e-05
Position 501: 3.474804476875532e-05
Position 154: 3.0322454090276162e-05
Position 591: 2.7605436796466754e-05
Position 427: 1.9497044028847445e-05
Position 102: 1.4876327554331997e-05
Position 425: 1.4270291068743602e-05
Position 668: 1.0092823178557099e-05
Position 96: 9.517229086529601e-06
Position 131: 9.211865000553538e-06
Position 481: 8.553843037704335e-06
Position 354: 3.1116784407713204e-06
Position 342: 2.520119787506966e-06
Position 448: 1.8067728678306625e-06
Position 305: 1.3450397990364826e-07
Position 80: 8.116469017443812e-09
Position 346: 4.844894920159934e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 301: 0.5804223763766059
Position 342: 0.4104057869574353
Position 725: 0.005333649579202345
Position 664: 0.0028881098034513487
Position 314: 0.00124283156157965
Position 351: 0.0005421060437029111
Position 272: 0.00044971265821113263
Position 118: 0.0003424888038063631
Position 448: 0.00022489491618121545
Position 126: 8.806107587849119e-05
Position 354: 6.075277334988381e-05
Position 243: 3.7952553235191035e-05
Position 516: 3.394006795692746e-05
Position 395: 1.824656629308373e-05
Position 475: 1.5291211188208848e-05
Position 545: 1.0816037706147554e-05
Position 552: 8.872916622526209e-06
Position 250: 8.616386856647851e-06
Position 154: 4.964811841820816e-06
Position 218: 3.7372598217607944e-06
Position 259: 1.67060184476359e-06
Position 360: 1.401800278814509e-06
Position 528: 1.103503689016575e-06
Position 161: 9.92415426976775e-07
Position 194: 4.066528063334917e-07
Position 455: 3.0245590194775276e-07
Position 366: 1.8997508198135732e-07
Position 233: 1.8334671033912927e-07
Position 141: 7.709077288053255e-08
Position 131: 7.493739452235297e-08
Position 501: 4.237007475292306e-08
Position 363: 1.3590586439066438e-08
Position 191: 4.667436828179792e-09
Position 170: 7.191373137661227e-10
Position 178: 2.603583280718142e-10
Position 413: 9.655581839142824e-18
