Gene = ppk7
index = 1846
Annotated 5SS: [ 978 1176 1287 1591]
Annotated 3SS: [1042 1232 1347 1693]
SMsplice 5SS: [ 978 1591]
SMsplice 3SS: [1406 1693]
top_k =  1000
Partition function (log Z): -5.337451986790159

Sorted 5' Splice Sites (High to Low Probability):
Position 978: 0.6764568491664418
Position 1591: 0.6525886413438805
Position 1176: 0.6440648490057357
Position 1287: 0.6417811914343292
Position 201: 0.18236778348870034
Position 1624: 0.06719753427430183
Position 1595: 0.05134171472567623
Position 965: 0.01950762223691669
Position 224: 0.015996794226946675
Position 435: 0.007343355529218271
Position 463: 0.007323599117773255
Position 1291: 0.004636149641368876
Position 1490: 0.0027792050616887074
Position 1133: 0.0021306469015575733
Position 1548: 0.0021178970136713137
Position 756: 0.0012878058868707246
Position 1104: 0.0010181814137786402
Position 276: 0.0005523622200604752
Position 1331: 0.0004940107800436397
Position 1578: 0.00044305135366880423
Position 1645: 0.0004410922198667709
Position 1385: 0.0004132088356237753
Position 279: 0.0003853327799737572
Position 945: 0.00027601166201202327
Position 1184: 0.0001985893782290269
Position 228: 0.00016354284263333095
Position 721: 0.00014706379055676373
Position 222: 0.00012922589992371282
Position 1233: 0.00012174196519148943
Position 993: 0.00011938235586822904
Position 534: 0.00011878341099460424
Position 982: 0.00010955948181265101
Position 377: 0.00010461182058722518
Position 300: 8.880770300894884e-05
Position 1631: 8.42814851642036e-05
Position 728: 7.421633092475993e-05
Position 473: 7.376185597164731e-05
Position 1812: 7.213138484307548e-05
Position 1126: 7.123935316958532e-05
Position 1108: 4.5273988057708003e-05
Position 1389: 4.415346772878346e-05
Position 1843: 4.0648711665766005e-05
Position 293: 3.9576233038916406e-05
Position 969: 3.9113673628862784e-05
Position 985: 3.4026020543560724e-05
Position 205: 2.9908258585350014e-05
Position 736: 2.9680575169208038e-05
Position 77: 2.861722469781579e-05
Position 1165: 2.342736656970956e-05
Position 1521: 2.048062379100742e-05
Position 834: 1.7743856979846952e-05
Position 321: 1.6986859513136567e-05
Position 1069: 1.679298564781258e-05
Position 537: 1.3373426350923725e-05
Position 849: 1.0767666658489509e-05
Position 1085: 1.0361053391026656e-05
Position 1196: 7.487337803226885e-06
Position 1297: 7.22260964884436e-06
Position 1219: 6.816841639769712e-06
Position 1566: 6.044963490347825e-06
Position 154: 5.109076740457708e-06
Position 1693: 5.0590318372762085e-06
Position 191: 4.32178060973933e-06
Position 166: 4.231994156856749e-06
Position 1421: 3.768636555960441e-06
Position 647: 3.5551360621118336e-06
Position 183: 3.403287311003934e-06
Position 1267: 1.584003340594228e-06
Position 9: 1.4537086939807261e-06
Position 1114: 6.395287891503543e-07
Position 519: 5.877490837233229e-07
Position 710: 4.867327599287713e-07
Position 912: 4.675699127817338e-07
Position 760: 8.627223907776227e-08
Position 61: 6.432719191569848e-08
Position 584: 1.878260963375846e-08
Position 762: 9.560992655964545e-09
Position 1488: 5.034715687230617e-10
Position 866: 8.70744749509729e-11
Position 851: 7.131963497625026e-11
Position 873: 1.6631862609043658e-13
Position 828: 1.6307986934121346e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1232: 0.6670766266419098
Position 1406: 0.5792084362273925
Position 1693: 0.4550799386757643
Position 1042: 0.3921648594354599
Position 1347: 0.28872675495515154
Position 1679: 0.16476046460114555
Position 1742: 0.1456391509371726
Position 272: 0.09764376614185265
Position 529: 0.08401552496621544
Position 1114: 0.028202609007960792
Position 1108: 0.019646290976609724
Position 1258: 0.011657446148686839
Position 473: 0.009960401398851779
Position 1697: 0.009801058151601203
Position 1008: 0.008222018116841964
Position 1652: 0.00558877866563727
Position 533: 0.003224311138091353
Position 1069: 0.0026048245905362206
Position 1456: 0.0023819332704188905
Position 1056: 0.0019335937488892967
Position 773: 0.0018907374465019456
Position 1660: 0.0013281040035958466
Position 1079: 0.0009763961986673593
Position 1382: 0.0006172939141924809
Position 1889: 0.0004908287287957473
Position 1923: 0.00033773986850779843
Position 497: 0.00022469644835639656
Position 799: 0.00020602776863348082
Position 634: 0.00018272707031846374
Position 1126: 0.00017319948131957533
Position 400: 0.00016857795161152766
Position 1561: 0.00016429769550007237
Position 1989: 0.00010178450911997292
Position 818: 8.86665729340339e-05
Position 1123: 7.886885610567683e-05
Position 1379: 5.207581703785514e-05
Position 1811: 5.038948229803006e-05
Position 1060: 4.6230176825526216e-05
Position 1294: 3.902604845052301e-05
Position 416: 3.8948615852752476e-05
Position 1830: 3.851730992715662e-05
Position 1654: 3.4727072210656625e-05
Position 1776: 3.2608345486742266e-05
Position 782: 3.1927941975136606e-05
Position 1538: 2.8318634727753717e-05
