Gene = Srp9
index = 1521
Annotated 5SS: [243]
Annotated 3SS: [307]
SMsplice 5SS: [243]
SMsplice 3SS: [307]
top_k =  1000
Partition function (log Z): -3.783601931004044

Sorted 5' Splice Sites (High to Low Probability):
Position 243: 0.9995481109596711
Position 526: 0.009635246808168402
Position 111: 0.004823248873995446
Position 11: 0.0026362747729961615
Position 105: 0.0026136763018813733
Position 816: 0.0014022688762739986
Position 237: 0.0002850627210648593
Position 46: 0.0001380568706423562
Position 55: 0.0001089545288910746
Position 6: 9.909402508953936e-05
Position 802: 8.379671647280838e-05
Position 374: 7.65131990663777e-05
Position 52: 7.30815574108709e-05
Position 790: 7.190322041556315e-05
Position 502: 5.5247487752635334e-05
Position 538: 4.11202447189046e-05
Position 33: 3.2957442169349756e-05
Position 807: 3.2946201111792055e-05
Position 769: 2.969315221076301e-05
Position 89: 2.7547807472297318e-05
Position 536: 2.1369084996616504e-05
Position 778: 1.5916794019796027e-05
Position 58: 1.1496008010090315e-05
Position 152: 8.754304684361243e-06
Position 505: 4.683899712119878e-06
Position 822: 3.259563597564813e-06
Position 625: 3.2303467681786617e-06
Position 388: 2.693410871524548e-06
Position 528: 1.6251078325216996e-06
Position 540: 1.3479623812273916e-06
Position 678: 1.3246826901628316e-06
Position 830: 1.2256330026929062e-06
Position 530: 1.1850441452009143e-06
Position 41: 9.346812611773792e-07
Position 734: 7.085072114329831e-07
Position 669: 4.5863122669051785e-07
Position 508: 3.08625593416635e-07
Position 266: 2.4037758333618373e-07
Position 307: 1.32551106941575e-07
Position 737: 1.3055997449816732e-07
Position 569: 1.254930649630249e-07
Position 684: 8.346888127257642e-08
Position 175: 7.448104218041181e-08
Position 542: 6.533530632157702e-08
Position 613: 5.620703925826305e-08
Position 596: 3.5496694744869814e-08
Position 309: 3.283739809863875e-08
Position 141: 1.3770960958930622e-08
Position 316: 6.028915900565413e-09
Position 311: 3.230912800062034e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 307: 0.9838273104986237
Position 316: 0.01581533919026603
Position 170: 0.01039408196601109
Position 756: 0.0045798073876803696
Position 577: 0.0034020074651302883
Position 876: 0.0012480314677301677
Position 860: 0.0009074951095897838
Position 569: 0.0007468653256952222
Position 588: 0.00022542073954247096
Position 641: 0.0001390040390101354
Position 880: 0.00013559905053190126
Position 116: 0.00011228932088523568
Position 345: 8.11852929624928e-05
Position 623: 7.265958954981101e-05
Position 358: 5.615280330708969e-05
Position 760: 4.068623614231983e-05
Position 820: 3.76995292967963e-05
Position 323: 3.148869640814453e-05
Position 448: 1.400931096646982e-05
Position 628: 9.036499330794743e-06
Position 134: 8.388575598495433e-06
Position 366: 2.4830869515538933e-06
Position 525: 2.356821907731146e-06
Position 596: 1.8233840293665884e-06
Position 415: 1.1391414932879924e-06
Position 469: 9.72594916121396e-07
Position 328: 8.120046685739836e-07
Position 206: 7.872964373755325e-07
Position 400: 4.620677543894828e-07
Position 394: 3.416150055328468e-07
Position 625: 1.9881957677195147e-07
Position 266: 1.4565535219012554e-07
Position 822: 6.854706969837664e-08
Position 522: 5.935526814777072e-08
Position 355: 4.4166033450899064e-08
Position 462: 2.7835705304379705e-08
Position 407: 2.0831329928262803e-08
Position 146: 1.9356220506532236e-08
Position 242: 2.1779535023205913e-11
