Gene = Rdh
index = 1417
Annotated 5SS: [302]
Annotated 3SS: [2938]
SMsplice 5SS: [1176]
SMsplice 3SS: [1352]
top_k =  1000
Partition function (log Z): -10.760057593862976

Sorted 5' Splice Sites (High to Low Probability):
Position 1176: 0.5341221153923265
Position 1199: 0.3280358330475289
Position 1551: 0.1367560553427424
Position 1547: 0.06656055011035997
Position 581: 0.0524601057134942
Position 1295: 0.048022323784325846
Position 2018: 0.02039680004895869
Position 2175: 0.017382921543623392
Position 834: 0.015180241588050317
Position 2746: 0.01465531033449587
Position 1196: 0.012056866084562846
Position 2203: 0.010168318767792669
Position 1555: 0.009026534570283181
Position 1267: 0.005425528220855314
Position 1227: 0.005345889656474909
Position 1832: 0.003714712309421357
Position 371: 0.001725607565950985
Position 1248: 0.0015869140318971286
Position 919: 0.001403301984898
Position 593: 0.0013160004671029786
Position 1961: 0.0012277616384096537
Position 2097: 0.001096537351025655
Position 1565: 0.0010355502909987831
Position 1596: 0.0008779895321907692
Position 1067: 0.000824355201177366
Position 1544: 0.0008126219077941255
Position 1540: 0.0007412551508340531
Position 1150: 0.0006464968986632647
Position 2605: 0.00047567909611786384
Position 2656: 0.0004524693540292929
Position 2503: 0.00044996132243986796
Position 1010: 0.0004378540694052784
Position 941: 0.000393839486061567
Position 815: 0.0003384116979502576
Position 1301: 0.0002665770518538769
Position 419: 0.0002552133196658523
Position 487: 0.0002544813675839241
Position 1700: 0.00024566224083297526
Position 821: 0.00023533583634857938
Position 2516: 0.0001467216177542192
Position 2776: 0.00014546747870793598
Position 1829: 0.00013705366147973673
Position 559: 0.00013683513621674437
Position 1478: 0.00013683509986193754
Position 428: 0.0001293276708381787
Position 753: 0.00010856980434223062
Position 755: 0.00010387345705601204
Position 994: 9.705400358248634e-05
Position 480: 9.636526982576888e-05
Position 437: 8.443513906930107e-05
Position 670: 7.738703180610248e-05
Position 2801: 7.374121711328247e-05
Position 1502: 7.301860283523109e-05
Position 1898: 6.922048802855094e-05
Position 578: 6.496172799406163e-05
