Gene = cold
index = 1651
Annotated 5SS: [ 65 408 800]
Annotated 3SS: [342 488 852]
SMsplice 5SS: [ 65 408 800]
SMsplice 3SS: [149 488 852]
top_k =  1000
Partition function (log Z): -0.26046905243070373

Sorted 5' Splice Sites (High to Low Probability):
Position 408: 0.9952095966745121
Position 65: 0.9375700732785182
Position 800: 0.5656929843604613
Position 739: 0.08344581901908296
Position 804: 0.049085350817787914
Position 1076: 0.017595347946430025
Position 781: 0.00877581098724943
Position 1144: 0.0066947549053982995
Position 670: 0.003779748728977792
Position 1114: 0.003362533634414135
Position 278: 0.0026280524032019047
Position 986: 0.0008277519214296143
Position 282: 0.0007080130775426529
Position 216: 0.0004360436181661001
Position 811: 0.0003286598196582291
Position 18: 0.0003276031254684392
Position 69: 0.00032253707436349726
Position 639: 0.00030257330151947274
Position 1018: 0.0002924136624541288
Position 270: 0.00022732689718644729
Position 1068: 0.00015404586872892252
Position 721: 0.00013945229555754603
Position 258: 0.00011693129716023183
Position 794: 0.0001150965872875193
Position 883: 0.00011463092933537717
Position 273: 0.00010998458106466417
Position 98: 9.300086888233308e-05
Position 763: 8.246701195266002e-05
Position 1055: 5.994128515218949e-05
Position 625: 5.4193537351783154e-05
Position 220: 4.6627308250663804e-05
Position 412: 4.565508863492924e-05
Position 236: 3.4929074083127556e-05
Position 754: 2.2662333487324226e-05
Position 249: 2.0036573219234126e-05
Position 1155: 1.8078482276773698e-05
Position 399: 1.3450776021286535e-05
Position 590: 1.2256793559686197e-05
Position 374: 1.0235409207262057e-05
Position 881: 8.506161469054798e-06
Position 173: 7.652458412304807e-06
Position 688: 6.769284034108062e-06
Position 846: 3.088276990515013e-06
Position 661: 2.718605781962153e-06
Position 191: 2.233331362997122e-06
Position 358: 2.1998995812065807e-06
Position 550: 2.0223983121071676e-06
Position 1049: 1.8302470332764427e-06
Position 371: 1.6083591640961827e-06
Position 295: 1.2004113745360464e-06
Position 854: 7.392885356237503e-07
Position 1171: 5.863538704688815e-07
Position 694: 4.722066406595354e-07
Position 659: 4.187566541325165e-07
Position 149: 2.940192880173027e-07
Position 887: 2.6990294979636476e-07
Position 329: 2.414799189105273e-07
Position 389: 1.9432579478769303e-07
Position 488: 1.703853151160951e-07
Position 397: 1.6693836534053537e-07
Position 222: 1.127950509338897e-07
Position 196: 6.722511587350794e-08
Position 122: 6.677339183514595e-08
Position 120: 5.573966038895302e-08
Position 504: 3.916094648687785e-08
Position 380: 2.4350344290959914e-08
Position 511: 3.189274182149291e-09
Position 518: 4.365832432301139e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 488: 0.9638340630351586
Position 149: 0.8809958463361658
Position 852: 0.6740751618975599
Position 1201: 0.041903032447313485
Position 342: 0.028614408164206077
Position 807: 0.02103236307250065
Position 160: 0.017710535644077173
Position 532: 0.01646210230031018
Position 459: 0.013216545622156673
Position 172: 0.010227698967260973
Position 1171: 0.0034232520887758134
Position 1179: 0.001932554753877609
Position 196: 0.0011378379455710523
Position 913: 0.0006788068293611834
Position 228: 0.0006766441641299592
Position 164: 0.0006549054505513601
Position 869: 0.00030880782714991147
Position 1301: 0.00028976091347686453
Position 945: 0.0002631811181514371
Position 874: 0.00026194565872695506
Position 1055: 0.00020360671005560383
Position 1412: 0.000202483243480745
Position 1002: 0.00019155458417513261
Position 368: 6.235154240993244e-05
Position 718: 5.81627273276538e-05
Position 1068: 5.603823140561686e-05
Position 811: 5.486181185084299e-05
Position 1340: 5.404176788181758e-05
Position 270: 5.3528963294505164e-05
Position 649: 4.091522791601587e-05
Position 1013: 3.557461731300016e-05
Position 568: 3.411811111776813e-05
Position 511: 2.9979882137590065e-05
Position 550: 2.01073741304947e-05
Position 669: 1.8162113296084127e-05
Position 1114: 1.7081992056213973e-05
Position 1321: 1.5765604974589727e-05
Position 1231: 1.254465210410153e-05
Position 970: 7.686216866520327e-06
Position 1360: 6.847367100036274e-06
Position 622: 6.447624967955282e-06
Position 1315: 5.956287345366158e-06
Position 685: 5.648076760253576e-06
Position 745: 5.110333496923237e-06
Position 216: 4.704305172045096e-06
Position 206: 3.52638909464797e-06
Position 688: 2.418890376175872e-06
Position 667: 2.193590477152793e-06
Position 1351: 2.131728383956773e-06
Position 1109: 1.5827329332731876e-06
Position 1018: 9.744599413410995e-07
Position 637: 8.395078697564601e-07
Position 1021: 8.154560308249864e-07
Position 682: 7.145848958269496e-07
Position 407: 5.477401184031279e-07
Position 310: 4.6992772745106144e-07
Position 380: 4.1360794534372604e-07
Position 694: 2.979619331326791e-07
Position 604: 2.948877448654594e-07
Position 179: 2.0580803405376222e-07
Position 547: 9.125312098394083e-08
Position 426: 8.011768843784992e-08
Position 700: 4.63195618110745e-08
Position 706: 2.2515473022423257e-08
Position 60: 1.5516335029550163e-08
Position 64: 6.6899112757664326e-09
Position 364: 4.325773361991649e-10
Position 412: 3.683803394652874e-14
