Gene = Oscillin
index = 1346
Annotated 5SS: [ 327  827 1015 1624]
Annotated 3SS: [ 721  886 1081 2357]
SMsplice 5SS: [  85  327  827 1015 1624]
SMsplice 3SS: [ 146  721  886 1081 2357]
top_k =  1000
Partition function (log Z): 8.615426165570565

Sorted 5' Splice Sites (High to Low Probability):
Position 827: 0.9928531747777298
Position 1015: 0.9645571337517184
Position 85: 0.8281885839630939
Position 327: 0.7185401830714183
Position 1624: 0.5933525719271435
Position 671: 0.2923504853478014
Position 643: 0.10146973382300169
Position 2133: 0.09588961981661194
Position 1996: 0.04980649235454287
Position 1330: 0.04116720771918113
Position 1600: 0.03226006416008183
Position 1685: 0.025875856410441524
Position 1706: 0.02533337273424443
Position 1991: 0.01803501743585357
Position 1011: 0.017243305624182602
Position 1677: 0.014463025323212475
Position 75: 0.014429217948014684
Position 278: 0.012577195139556593
Position 1396: 0.012524788856893763
Position 2029: 0.010412330883466289
Position 1511: 0.0100841403555033
Position 1450: 0.0087863063513099
Position 2293: 0.008659913088444915
Position 1007: 0.008570938013940611
Position 2080: 0.008548942700054204
Position 1787: 0.007696754196300764
Position 969: 0.005172510509622752
Position 1695: 0.0050930063144456654
Position 1531: 0.003963915981391112
Position 980: 0.0038591315634191837
Position 1784: 0.0036988113292417734
Position 1712: 0.0032673299228359923
Position 20: 0.0031385192914534683
Position 1708: 0.0021956137777224055
Position 1825: 0.0015555513396260034
Position 648: 0.0012102206117503777
Position 1262: 0.0009270366715104292
Position 1246: 0.0008957938132514076
Position 1609: 0.0007607850304010683
Position 1513: 0.0007068883037230464
Position 1215: 0.0006864666027015296
Position 1859: 0.0006073483583304716
Position 1769: 0.00039822096727292367
Position 2122: 0.0003886231046693332
Position 1791: 0.00035689205378290384
Position 1491: 0.0003499199348848151
Position 339: 0.00030998656917776617
Position 1796: 0.00030575313669204237
Position 1315: 0.0002716606121945284
Position 42: 0.0002566078362366374
Position 1417: 0.00024810297679045835
Position 1845: 0.0002294472742085424
Position 1653: 0.000201806658873762
Position 1370: 0.00018787557987498914
Position 1432: 0.0001778214675110269
Position 1758: 0.00014538354111071026
Position 1864: 0.00011703050825564929
Position 2060: 0.00011279876525053681
Position 1848: 0.00010955278234052235
Position 261: 8.471058840182587e-05
Position 14: 8.04457915583428e-05
Position 539: 7.134513541642149e-05
Position 1165: 7.076744348282544e-05
Position 48: 5.788895077915124e-05
Position 817: 5.2229338867203304e-05
Position 2203: 5.1227561582113754e-05
Position 454: 5.0826096375174325e-05
Position 1871: 4.996245891270847e-05
Position 1198: 4.5651497118575275e-05
Position 389: 4.544702393162079e-05
Position 1254: 4.452891195489536e-05
Position 222: 4.279968100468225e-05
Position 570: 4.258877308961851e-05
Position 762: 3.74240264969375e-05
Position 370: 3.723991115080095e-05
Position 984: 3.572327369465436e-05
Position 496: 3.199557135607502e-05
Position 650: 3.1031963804076426e-05
Position 331: 2.8415557196841958e-05
Position 770: 2.2077485909620624e-05
Position 1535: 2.2028415153930615e-05
Position 351: 1.8775113814338202e-05
Position 1019: 1.7841310748837545e-05
Position 579: 1.526490748580463e-05
Position 1524: 1.4892138038893527e-05
Position 1206: 1.3991831215276365e-05
Position 401: 1.3922246393073135e-05
Position 932: 9.563714646184542e-06
Position 439: 9.165891075724446e-06
Position 1122: 8.716038183292087e-06
Position 786: 4.591949106192968e-06
Position 24: 3.547245313460871e-06
Position 1035: 2.9945048739674244e-06
Position 304: 2.3223780213258525e-06
Position 318: 2.269455045173358e-06
Position 866: 2.16421098423093e-06
Position 2405: 2.0878515030029827e-06
Position 316: 1.984611842997195e-06
Position 616: 1.2298253799071379e-06
Position 597: 9.744162556090257e-07
Position 950: 5.440994016909063e-07
Position 1317: 1.867980866984509e-07
Position 403: 1.85842550285313e-07
Position 194: 1.654047438938675e-07
Position 216: 9.871347818745017e-08
Position 1423: 5.992714644858247e-08
Position 738: 7.012856019307664e-09
Position 1055: 1.3346975243772899e-11
Position 1062: 4.8223677760424585e-12
Position 1048: 1.5907477054290247e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 1081: 0.9916539006446459
Position 886: 0.9913062412467127
Position 721: 0.9865659608760885
Position 2357: 0.8956594766619704
Position 146: 0.8384378983558285
Position 1930: 0.06599723437063422
Position 389: 0.06087836238262395
Position 471: 0.03392009186814327
Position 401: 0.01313179171489589
Position 639: 0.008810726143936685
Position 1749: 0.008778944689693919
Position 579: 0.007455426926557823
Position 1851: 0.006999352591396925
Position 216: 0.005285308730243432
Position 370: 0.004851737042231888
Position 1407: 0.004492015893960326
Position 2288: 0.004208311970188408
Position 454: 0.003400051725726072
Position 754: 0.00330963778770236
Position 2049: 0.0032149886655474104
Position 326: 0.002872761102785915
Position 872: 0.00212393012074094
Position 1836: 0.0016889270234695742
Position 1791: 0.0016481509328998957
Position 1693: 0.0013967508665100796
Position 492: 0.0010014970076788682
Position 2381: 0.0009922784700271334
Position 590: 0.000817057713317778
Position 1043: 0.0006070850945571307
Position 2068: 0.0005169804788262094
Position 2203: 0.0004280137304878282
Position 2251: 0.0004215427816018738
Position 656: 0.0004165265913588998
Position 171: 0.0003872597305003723
Position 812: 0.00029900762536217194
Position 2218: 0.00027122236772142574
Position 1449: 0.00025508152929054444
Position 1656: 0.000246237573065917
Position 1752: 0.00023610822819198404
Position 496: 0.00018156762806172466
Position 1705: 0.00016557499049875922
Position 1395: 0.00015743966183722155
Position 2018: 0.00015310524866063178
Position 1497: 0.0001203337097498639
Position 1884: 0.00010284792657569182
Position 1755: 9.370009045461219e-05
Position 1446: 8.973511184372735e-05
Position 334: 6.830328673889085e-05
Position 1535: 5.804327109458674e-05
Position 675: 5.589152492037087e-05
Position 222: 5.337421524201472e-05
Position 1189: 5.261078028588777e-05
Position 1941: 4.758261316872571e-05
Position 2029: 4.097096007507982e-05
Position 980: 3.820777950418823e-05
Position 1471: 3.466541048671677e-05
Position 1140: 3.1659515110361846e-05
Position 301: 3.0514098193629415e-05
Position 226: 2.74376015907235e-05
Position 962: 2.501695445542456e-05
Position 84: 2.2650654741425124e-05
Position 733: 1.8469812673440717e-05
Position 1548: 1.5249034688764957e-05
Position 671: 1.2374695706626955e-05
Position 2388: 1.1366587229994807e-05
Position 2414: 1.081429488622532e-05
Position 939: 8.408422017741433e-06
Position 331: 7.5823842872235395e-06
Position 229: 7.1213106294166515e-06
Position 2481: 4.911281476340684e-06
Position 2100: 4.388968718979523e-06
Position 1623: 3.7460855947067677e-06
Position 298: 3.103542239679555e-06
Position 1796: 2.914638589524742e-06
Position 2132: 2.8715242693530495e-06
Position 258: 2.6780183394947394e-06
Position 246: 2.21935080819585e-06
Position 959: 2.0342721097956952e-06
Position 2122: 1.890834771773524e-06
Position 75: 1.5319725368524593e-06
Position 1093: 1.440311308486149e-06
Position 1091: 1.4305630945832274e-06
Position 2423: 8.226302326633253e-07
Position 770: 7.280530389043714e-07
Position 826: 5.682007129869686e-07
Position 968: 4.70066887015454e-07
Position 1347: 4.6684570180058605e-07
Position 261: 3.8145478284376276e-07
Position 255: 3.706962399332186e-07
Position 1161: 2.620825015449479e-07
Position 845: 2.4233404441833854e-07
Position 1545: 2.4079544976720136e-07
Position 339: 2.1235542510350979e-07
Position 1479: 1.6787016470494721e-07
Position 1227: 2.4478169361472905e-08
Position 950: 1.4756552818572095e-08
Position 1007: 1.0178944394699903e-08
Position 1104: 9.957278897296382e-09
Position 817: 9.22357922116338e-09
Position 278: 7.291602959727954e-09
Position 1221: 2.0253072888920086e-09
Position 1215: 3.844312921027039e-10
Position 267: 4.580534277309883e-13
