Gene = M6
index = 1254
Annotated 5SS: [ 416 3399 3762]
Annotated 3SS: [3238 3456 3817]
SMsplice 5SS: [ 839 1094 3399 3762]
SMsplice 3SS: [ 897 3238 3456 3817]
top_k =  1000
Partition function (log Z): 5.370663604391947

Sorted 5' Splice Sites (High to Low Probability):
Position 3399: 0.9995906504914803
Position 3762: 0.979937229239073
Position 1094: 0.8749426945480905
Position 839: 0.6041187478753866
Position 1984: 0.5920052015911872
Position 416: 0.3365714945966468
Position 2429: 0.315570310354677
Position 1411: 0.281529358519921
Position 260: 0.09589039180151211
Position 481: 0.07229215301494404
Position 1955: 0.06474443138061234
Position 801: 0.0416503895812566
Position 1453: 0.03152862465217963
Position 2406: 0.02411358650409712
Position 1691: 0.02336808512861104
Position 622: 0.02278885918153846
Position 1359: 0.021245088209087697
Position 1306: 0.02113456805926646
Position 3590: 0.018951957405364598
Position 1423: 0.01869763344341858
Position 3037: 0.01633632089001144
Position 1436: 0.014659500953277671
Position 1013: 0.010813764058334242
Position 3042: 0.009306455535825372
Position 4732: 0.007506043578834641
Position 1161: 0.006861900270319867
Position 3916: 0.006458142888864129
Position 4419: 0.005952980134631941
Position 266: 0.005621544047772381
Position 652: 0.005566283126882922
Position 2863: 0.005059323241148695
Position 1405: 0.004821601773396071
Position 250: 0.0042717597562519525
Position 4798: 0.004046388925907055
Position 1345: 0.004013549748611318
Position 455: 0.003815296083004356
Position 3594: 0.003771573449228424
Position 3870: 0.0032754245906129876
Position 4211: 0.0031547729751860384
Position 2503: 0.0028196133395936213
Position 1570: 0.0021032605219382878
Position 1562: 0.0019228841758601111
Position 270: 0.0015963187867007013
Position 4065: 0.0015744942888975373
Position 399: 0.0015655481009228195
Position 2606: 0.0015139523396259047
Position 3566: 0.0014646412665440091
Position 1418: 0.00127166036958876
Position 3674: 0.001183455214767755
Position 1264: 0.0010946266550859334
Position 1459: 0.001014993737183681
Position 2804: 0.0009896852450774576
Position 4722: 0.0008424762687632521
Position 3607: 0.0007429346649635904
Position 830: 0.0007142996077514913
Position 1759: 0.0005589758462607061
Position 4493: 0.0004080685707144417
Position 4762: 0.0004063210826714058
Position 448: 0.0003986494302077951
Position 4134: 0.00038388241768219845
Position 276: 0.0003734373155008727
Position 3899: 0.00034192290957793937
Position 4176: 0.0003330124465375894
Position 1279: 0.0003236587873299089
Position 3313: 0.00026340402971669196
Position 3722: 0.00025949886853194346
Position 1314: 0.0002587378505096213
Position 558: 0.00022453179518685759
Position 1657: 0.00018847675264803691
Position 4754: 0.0001880084722720701
Position 4243: 0.00016398860684001555
Position 1244: 0.00015091316621293295
Position 445: 0.00014062719519635178
Position 1502: 0.00012983425882776627
Position 2181: 0.00012896823146217023
Position 3859: 0.00012575882257731918
Position 1284: 0.00011580203538418483
Position 2041: 0.0001077379285290956
Position 1184: 0.00010227341891621831
Position 1457: 0.00010045574652864813
Position 3376: 8.620973604608694e-05
Position 4699: 8.185026136820254e-05
Position 571: 6.475180341887879e-05
Position 4553: 6.428302134799905e-05
Position 4023: 6.401167529518378e-05
Position 3901: 5.9310975681345713e-05
Position 3403: 5.909401228136718e-05
Position 126: 5.606466930362136e-05
Position 115: 5.4817635426572485e-05
Position 1385: 5.363904444159851e-05
Position 550: 4.927982216132325e-05
Position 843: 4.7597485849297004e-05
Position 274: 4.376557916858638e-05
Position 4255: 4.092753232658341e-05
Position 4692: 3.964811589054918e-05
Position 3367: 3.895076450606515e-05
Position 4378: 3.351512567427469e-05
Position 616: 3.0940904086127894e-05
Position 268: 2.9805101671506223e-05
Position 163: 2.746890336977476e-05
Position 4116: 2.4289920472382703e-05
Position 4070: 2.3926685418080956e-05
Position 3654: 2.136206932349432e-05
Position 789: 1.935097407545526e-05
Position 4248: 1.9170765463005343e-05
Position 22: 1.7518772821766333e-05
Position 662: 1.744846215665501e-05
Position 1415: 1.7159544718620636e-05
Position 1022: 1.6970037318359288e-05
Position 552: 1.5235488960335168e-05
Position 4689: 1.5190537797330227e-05
Position 4736: 1.5148602281945904e-05
Position 4708: 1.4874152106279392e-05
Position 4583: 1.3609461473716876e-05
Position 691: 1.1489783598108212e-05
Position 420: 9.974612337006277e-06
Position 682: 9.920394213324397e-06
Position 3712: 9.726391931431233e-06
Position 669: 8.928673963140464e-06
Position 129: 8.842608110935864e-06
Position 3358: 8.4283515816973e-06
Position 189: 8.409068786542274e-06
Position 610: 7.745064287938008e-06
Position 3336: 7.684945137221445e-06
Position 234: 7.494601016538841e-06
Position 14: 6.07475306984717e-06
Position 20: 5.5831931759778645e-06
Position 585: 5.548211569457086e-06
Position 241: 4.909167898268723e-06
Position 4717: 4.5650672905418955e-06
Position 358: 4.38913736357076e-06
Position 680: 3.9257605017937685e-06
Position 3614: 3.3288038038839557e-06
Position 1025: 2.8410033204518287e-06
Position 3583: 2.380719134809137e-06
Position 52: 2.195063178657321e-06
Position 86: 2.1101095770429956e-06
Position 1217: 1.7797315814619269e-06
Position 1205: 1.33838219286595e-06
Position 335: 1.3107569376749571e-06
Position 545: 1.2471698054355479e-06
Position 3526: 1.226661036721822e-06
Position 1484: 1.0696069944915468e-06
Position 965: 1.05057824680765e-06
Position 3577: 9.437856256876763e-07
Position 211: 8.977676864112737e-07
Position 1413: 8.971765564179515e-07
Position 4264: 8.80927788593554e-07
Position 3647: 7.995451248614133e-07
Position 1038: 7.978690242880114e-07
Position 576: 7.849606747443475e-07
Position 1044: 5.993562713279516e-07
Position 3952: 4.945870088550311e-07
Position 4423: 4.638873085160854e-07
Position 134: 3.1934300243034455e-07
Position 3680: 2.5296812657982375e-07
Position 981: 2.428180348928273e-07
Position 3921: 2.0723282169924936e-07
Position 3962: 2.0070593469712934e-07
Position 35: 1.8544882171604896e-07
Position 3677: 1.7891300147051292e-07
Position 3700: 1.7101000034171537e-07
Position 593: 1.2733889887443396e-07
Position 983: 6.344501994423481e-08
Position 3720: 6.26950172012857e-08
Position 3981: 5.2222395804443184e-08
Position 975: 4.366231766682015e-08
Position 3482: 2.8401275134049474e-08
Position 3649: 2.4092233846314928e-08
Position 3967: 2.3962166098457197e-08
Position 1066: 1.1118485113791284e-08
Position 1199: 5.583024676466191e-09
Position 3666: 4.392231828174585e-09
Position 1883: 3.760347922652237e-09
Position 3530: 9.276286982247629e-10
Position 4277: 6.574840659286867e-10
Position 4488: 4.699892696382926e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3456: 0.9995275735360515
Position 3817: 0.9907764712029701
Position 3238: 0.888029847968453
Position 897: 0.8276301561124947
Position 1157: 0.48041502884371756
Position 1786: 0.24816985033286146
Position 1835: 0.167437028102271
Position 1530: 0.09126125210043982
Position 335: 0.08850020162466178
Position 685: 0.08545075188596278
Position 2225: 0.07336783484086032
Position 2215: 0.06645024518760485
Position 918: 0.05935333401713103
Position 2135: 0.051173960477609116
Position 2022: 0.04917850004730925
Position 3171: 0.04274232834952836
Position 1457: 0.039714319894827925
Position 1309: 0.03333006292352943
Position 691: 0.029204182587245137
Position 3203: 0.028403462849393886
Position 1795: 0.02691328822500456
Position 2835: 0.021519775351091723
Position 2718: 0.02048291383075402
Position 933: 0.017811427137682016
Position 478: 0.015669672879213982
Position 3677: 0.013663497682662049
Position 4309: 0.011394340805164938
Position 1340: 0.01107386103790551
Position 1614: 0.009209708664101408
Position 2697: 0.008370724094710336
Position 4882: 0.00799863252273201
Position 1076: 0.006882324298473254
Position 4488: 0.00658587615188005
Position 4856: 0.005679111236024251
Position 1481: 0.0054853728213806975
Position 2361: 0.00512857373279778
Position 1502: 0.005022128987970884
Position 340: 0.00490812100212159
Position 1887: 0.004775407205877609
Position 3289: 0.0035361498797560086
Position 3241: 0.00330713147983862
Position 610: 0.0031316275727262307
Position 626: 0.0028891090431088077
Position 558: 0.002858419835996588
Position 1657: 0.0026080899378379545
Position 3962: 0.0022086332896810354
Position 1484: 0.0018941816208697627
Position 2889: 0.0017653399723064043
Position 1410: 0.0016548447469902133
Position 4581: 0.0016375017158895716
Position 2602: 0.0014709356575174754
Position 2405: 0.0013683407517766173
Position 2180: 0.0012986017537125237
Position 755: 0.0012545469394835667
Position 751: 0.0008693217655269455
Position 1624: 0.0008653021875146306
Position 2944: 0.0008099696858360383
Position 358: 0.0007371631013162104
Position 3654: 0.0007308331815497975
Position 1669: 0.000631096180846692
Position 1729: 0.0005450599301003951
Position 1550: 0.0005426203497935124
Position 1536: 0.000536168267537706
Position 2002: 0.0005029012777202747
Position 2862: 0.0004981453089075421
Position 4890: 0.0004736133951989745
Position 2623: 0.0004490216412407597
Position 460: 0.0004269312824548946
Position 2156: 0.0004243495736340016
Position 571: 0.000387809223648643
Position 2979: 0.0003755122129701899
Position 2162: 0.0003498482055388519
Position 2750: 0.0003309686655568598
Position 2274: 0.00028333508731992956
Position 3375: 0.0002524680746574997
Position 830: 0.0002469612113428582
Position 4023: 0.000231357913932932
Position 1593: 0.000218040973909466
Position 1367: 0.00021699724710245687
Position 1205: 0.00021130829613874087
Position 3720: 0.00020335985383871326
Position 1244: 0.0001901950122024718
Position 4229: 0.00014935436124421781
Position 1239: 0.00012725273676124628
Position 4553: 0.00011411046856559518
Position 2987: 0.00010236630682721023
Position 307: 9.360833181199879e-05
Position 4255: 9.195828310424541e-05
Position 300: 8.627334412525915e-05
Position 4264: 7.836406737022227e-05
Position 2549: 6.631604035192327e-05
Position 1364: 6.485376819142454e-05
Position 920: 6.445923672983219e-05
Position 3464: 6.121523731759087e-05
Position 4492: 5.9061477571356616e-05
Position 3494: 5.406067700404074e-05
Position 801: 5.3175542341623215e-05
Position 420: 4.469468277052207e-05
Position 636: 4.153740451176299e-05
Position 1217: 3.7900713393392184e-05
Position 1257: 3.772566558232901e-05
Position 4107: 3.4212212836589285e-05
Position 1032: 3.224316848928755e-05
Position 1017: 2.84622885029709e-05
Position 4623: 2.682534441018831e-05
Position 4110: 2.6740332957473416e-05
Position 4672: 2.547588574000945e-05
Position 3738: 2.525824251762019e-05
Position 1392: 2.2963457883075978e-05
Position 839: 2.224033864745298e-05
Position 1955: 2.1525651681310262e-05
Position 4692: 2.047093114125139e-05
Position 485: 1.967432781050735e-05
Position 455: 1.695465110003614e-05
Position 4095: 1.5978364181464155e-05
Position 4116: 1.543425155947282e-05
Position 1344: 1.5049771140633536e-05
Position 652: 1.4653586229090147e-05
Position 4128: 1.2613166831223291e-05
Position 1896: 1.2241683003651154e-05
Position 1044: 1.0749512255671939e-05
Position 216: 9.295377744107138e-06
