Gene = Neos
index = 1315
Annotated 5SS: [669]
Annotated 3SS: [731]
SMsplice 5SS: [669]
SMsplice 3SS: [731]
top_k =  1000
Partition function (log Z): -5.377570782819994

Sorted 5' Splice Sites (High to Low Probability):
Position 669: 0.9982015307344122
Position 904: 0.058989625117868295
Position 915: 0.028590116089410006
Position 164: 0.014596991172778684
Position 862: 0.011903542600544732
Position 352: 0.010391510722605619
Position 922: 0.008272250892054066
Position 855: 0.007363099278499072
Position 11: 0.0024455161420661752
Position 496: 0.002139338459228449
Position 216: 0.001870699019333179
Position 1177: 0.0009310832866763696
Position 95: 0.0009281586358254635
Position 823: 0.00035155398425264033
Position 617: 0.00025899395459973493
Position 57: 0.00018948724111284297
Position 168: 0.00017386237310071143
Position 673: 0.00017376080072739725
Position 1126: 0.00016339843344064387
Position 787: 0.00014155594170083428
Position 568: 0.00010735564897706655
Position 209: 5.5652691658346674e-05
Position 81: 4.6176249515006814e-05
Position 331: 4.355834517557512e-05
Position 386: 3.812873357878678e-05
Position 191: 3.0228087386323183e-05
Position 868: 2.094693775678562e-05
Position 468: 2.057941244859558e-05
Position 1119: 1.9528373557816353e-05
Position 186: 1.7189990601307912e-05
Position 420: 1.3391639619066587e-05
Position 649: 1.1091998517198715e-05
Position 30: 1.0374132164019896e-05
Position 1379: 9.450978636066132e-06
Position 781: 9.268619829786545e-06
Position 1416: 5.1697767005398766e-06
Position 415: 4.834256731789569e-06
Position 1270: 4.52403614693193e-06
Position 166: 3.9835839410064226e-06
Position 574: 3.7825696955926184e-06
Position 773: 2.231862377879583e-06
Position 305: 2.207243523943864e-06
Position 227: 1.6392457631719485e-06
Position 594: 1.4861830849172517e-06
Position 1137: 1.42214063484362e-06
Position 394: 1.2875806237935346e-06
Position 589: 1.1450312609665395e-06
Position 379: 8.961486167450947e-07
Position 808: 6.885639322454898e-07
Position 581: 6.430877918557759e-07
Position 1012: 5.995540896011042e-07
Position 220: 4.6266043102666647e-07
Position 1113: 4.3445121396376715e-07
Position 1381: 3.573242068693589e-07
Position 222: 1.4689001303255175e-07
Position 1362: 9.039715084107664e-08
Position 249: 6.92496633926473e-08
Position 1023: 6.684682496974908e-11
Position 1009: 8.335612236686723e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 731: 0.9658794399958355
Position 986: 0.141508347992474
Position 230: 0.008908170161565898
Position 420: 0.006991772846981969
Position 259: 0.006621865477886983
Position 742: 0.0036681497882859264
Position 227: 0.0025393919456494197
Position 559: 0.002441763644446095
Position 999: 0.0017535207409184522
Position 545: 0.0011766196920270295
Position 1222: 0.0007643013207582211
Position 509: 0.0007384437938179911
Position 77: 0.0007377641690224964
Position 1119: 0.0007148185136475129
Position 562: 0.0006121748334613234
Position 879: 0.0003642946857790525
Position 161: 0.00035016688928400836
Position 1224: 0.00034279819855763264
Position 804: 0.000330549188941683
Position 480: 0.00022579226862883486
Position 402: 0.00020510868070120096
Position 285: 0.0001743104868271453
Position 1315: 0.00016825981548763443
Position 399: 0.00014754511374719952
Position 209: 0.000143475158527744
Position 567: 0.00011710326111129226
Position 81: 8.84665812613421e-05
Position 773: 8.113568714803554e-05
Position 1062: 7.761265406079546e-05
Position 954: 6.73315775764711e-05
Position 468: 6.406747699223692e-05
Position 522: 6.063845307432099e-05
Position 702: 5.98523795107652e-05
Position 1147: 5.884222116577123e-05
Position 1459: 5.735179670434823e-05
Position 1311: 5.297499219180053e-05
Position 1071: 4.099394591073716e-05
Position 817: 3.370353523975653e-05
Position 1125: 2.904229391376973e-05
Position 1041: 2.0733486709404116e-05
Position 1093: 1.0832160062207248e-05
Position 1210: 1.0570031027426556e-05
Position 263: 1.0358208298377316e-05
Position 1047: 9.764841573198861e-06
Position 1263: 9.543896984233863e-06
Position 1286: 9.333486289604916e-06
Position 1242: 8.924494285545485e-06
Position 598: 7.169332426068636e-06
Position 1239: 6.964824134697441e-06
Position 765: 6.470791783306547e-06
Position 345: 6.37775918752292e-06
Position 649: 4.108319540407625e-06
Position 1250: 3.7482813264328927e-06
Position 200: 3.525087941921486e-06
Position 94: 3.0334852854309714e-06
Position 1203: 2.971801381968051e-06
Position 366: 2.74376793492585e-06
Position 1467: 2.5095051905677067e-06
Position 234: 2.4732195913079836e-06
Position 1137: 2.351258882554522e-06
Position 574: 2.0428813679579903e-06
Position 579: 1.9811178364974323e-06
Position 379: 1.6695000799039026e-06
Position 1440: 1.6207361498228342e-06
Position 1236: 1.5710647101805287e-06
Position 432: 1.4146270950571069e-06
Position 108: 1.2279508742839689e-06
Position 822: 1.0772619013654954e-06
Position 607: 1.0670332843368848e-06
Position 1158: 1.0345398470178434e-06
Position 885: 9.323795340013878e-07
Position 1230: 9.264746346420614e-07
Position 1360: 9.230861684819993e-07
Position 1443: 9.213054812223189e-07
Position 1085: 8.075072617423071e-07
Position 1270: 7.971236361148123e-07
Position 1425: 5.906237300770542e-07
Position 1320: 5.762873856554161e-07
Position 896: 5.681273645108701e-07
Position 91: 5.676889394232991e-07
Position 303: 4.998072464577683e-07
Position 1400: 3.751571852633756e-07
Position 756: 2.9942543926820033e-07
Position 1323: 2.948919778951325e-07
Position 435: 2.548165896179293e-07
Position 904: 2.176096312420743e-07
Position 348: 1.6350391870187175e-07
Position 448: 8.01727638501714e-08
Position 642: 6.159236864886591e-08
Position 663: 2.8196341321791942e-08
Position 305: 2.094816226823212e-08
Position 613: 1.112532015901802e-08
Position 616: 3.769248735947145e-09
