Gene = ntc
index = 1823
Annotated 5SS: [639]
Annotated 3SS: [1694]
SMsplice 5SS: [639]
SMsplice 3SS: [1694]
top_k =  1000
Partition function (log Z): -4.432922386142241

Sorted 5' Splice Sites (High to Low Probability):
Position 639: 0.9989898687393552
Position 1582: 0.16919504575699257
Position 483: 0.1411830962512895
Position 1152: 0.0261374826944513
Position 314: 0.024509365192325227
Position 272: 0.018588783663613908
Position 996: 0.016000344943086282
Position 487: 0.01479855945638524
Position 453: 0.009146117002106635
Position 1188: 0.007487500667200251
Position 396: 0.00576741941196079
Position 1132: 0.0026475930276441788
Position 254: 0.0023017260541015275
Position 159: 0.002032353026785845
Position 1223: 0.0019411888868575177
Position 230: 0.0008054709856580688
Position 1290: 0.0005554108048658132
Position 467: 0.0003565157827849987
Position 1206: 0.00031434666180178044
Position 1211: 0.0002722413384897747
Position 981: 0.00025988235674511773
Position 1973: 0.00025827599044574986
Position 648: 0.0002565378168163099
Position 243: 0.00023627782153403333
Position 1175: 0.00023350519089655638
Position 1527: 0.0002184408261785888
Position 1546: 0.00020955615916173353
Position 910: 0.00019738485753177722
Position 416: 0.00018885228275039868
Position 4: 0.00018818327944297963
Position 17: 0.00017664599808732588
Position 1374: 0.00017259784302758196
Position 341: 0.0001713420301194007
Position 2210: 0.00016512447261397354
Position 1532: 0.00015790644775146384
Position 269: 0.00015397237032897947
Position 84: 0.0001285913995474718
Position 293: 0.00010928953714848342
Position 1349: 9.887688664737051e-05
Position 643: 8.848959607939525e-05
Position 1014: 8.053242897753227e-05
Position 1452: 6.3280213043366e-05
Position 1940: 6.0098333468427045e-05
Position 1514: 5.665464882928901e-05
Position 225: 4.735102522730684e-05
Position 1471: 4.600259882018055e-05
Position 1244: 4.506045589199949e-05
Position 1311: 4.384754597599008e-05
Position 57: 4.0368861827813525e-05
Position 782: 3.766114517182977e-05
Position 206: 3.6307705366631474e-05
Position 605: 3.2121120941276294e-05
Position 1428: 3.134608580599969e-05
Position 168: 3.065284060054521e-05
Position 1405: 2.6532766808016995e-05
Position 441: 2.5600397240310997e-05
Position 1080: 2.4419607720516754e-05
Position 219: 2.3645503185287187e-05
Position 280: 2.2526661536318076e-05
Position 1784: 2.1753915443992197e-05
Position 2377: 2.0876983938930442e-05
Position 825: 1.9584315800900734e-05
Position 1463: 1.947114848292465e-05
Position 1271: 1.8631124693624887e-05
Position 180: 1.7604578725753615e-05
Position 1426: 1.6936988915264146e-05
Position 753: 1.671811646198666e-05
Position 1895: 1.539080453289906e-05
Position 1519: 1.5326396391056462e-05
Position 602: 1.4236797697878801e-05
Position 382: 1.420237145074639e-05
Position 1352: 1.1874290073128044e-05
Position 692: 9.816349262376663e-06
Position 1000: 8.809265989996693e-06
Position 987: 6.635552789441649e-06
Position 1816: 5.468585721678174e-06
Position 9: 5.1927359159950115e-06
Position 209: 4.8987014132595895e-06
Position 1259: 4.383865302873767e-06
Position 502: 4.2917311207225125e-06
Position 349: 3.7905573867427102e-06
Position 7: 3.1398266854965753e-06
Position 799: 8.201981179193402e-07
Position 806: 2.7401815899214896e-07
Position 1016: 7.35735545022737e-08
Position 731: 7.221415706649767e-08
Position 646: 5.9757005074301e-08
Position 723: 6.681062448828596e-09
Position 1235: 2.2048271367623957e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1694: 0.7660117898586987
Position 536: 0.16498825663644548
Position 879: 0.14994201795358128
Position 845: 0.08022500653347575
Position 1517: 0.05260908706141269
Position 1007: 0.0387899011180704
Position 1452: 0.025546978163231215
Position 475: 0.019392850648993144
Position 506: 0.017050517697667973
Position 1088: 0.01575301072387171
Position 957: 0.013633163547512534
Position 799: 0.011249293528327868
Position 1624: 0.011176592616756856
Position 1000: 0.010406831219909159
Position 362: 0.008951927136058932
Position 349: 0.006662396734189473
Position 1340: 0.006636911710021024
Position 1578: 0.005039431835623745
Position 731: 0.00341321011858534
Position 1269: 0.003143715349965318
Position 1953: 0.003052174025035798
Position 1249: 0.002725786679008866
Position 1102: 0.0023904390089386097
Position 396: 0.0023143914944915283
Position 1232: 0.002091845785882503
Position 1378: 0.0020487018738501272
Position 1581: 0.002046667508488339
Position 822: 0.0015700395678888166
Position 2156: 0.0015387924192666643
Position 2394: 0.0014508196606934306
Position 2317: 0.0012125816081837
Position 2302: 0.00106083886576244
Position 1080: 0.0010082717356248976
Position 825: 0.0008876556558534396
Position 2281: 0.0008060268559880843
Position 1463: 0.0007760279734270835
Position 1997: 0.0007372037563297287
Position 1956: 0.0006815890585795563
Position 1629: 0.000655874524184744
Position 2224: 0.0006169434699025094
Position 2101: 0.0005924234639520012
Position 526: 0.0005738575031874045
Position 1969: 0.0005574590679446243
