Gene = hay
index = 1723
Annotated 5SS: [ 117  381 2240]
Annotated 3SS: [ 286  440 2296]
SMsplice 5SS: [ 117  381 2240]
SMsplice 3SS: [ 182 2123 2296]
top_k =  1000
Partition function (log Z): -1.6404999160664147

Sorted 5' Splice Sites (High to Low Probability):
Position 2240: 0.9981081135296546
Position 117: 0.9380728797929746
Position 381: 0.7488863191518997
Position 1900: 0.04390160312296735
Position 803: 0.03380005274254224
Position 1915: 0.028573698263117463
Position 1271: 0.019749283909361797
Position 1763: 0.014959090605166172
Position 1318: 0.01067401867064359
Position 1481: 0.01026156979554276
Position 2056: 0.010235630290055874
Position 1964: 0.008978279333827494
Position 583: 0.008844595051316038
Position 2558: 0.007245975151687612
Position 914: 0.007051994569720443
Position 650: 0.0043861694999772615
Position 968: 0.003892872727438367
Position 106: 0.0027355700687439863
Position 419: 0.002201965783947232
Position 159: 0.0018305515276730907
Position 1250: 0.0017383082108340788
Position 2439: 0.00147379184803527
Position 56: 0.0011679875571839534
Position 1505: 0.0011661288865382126
Position 531: 0.001063153099127178
Position 979: 0.0009512216924305188
Position 940: 0.0007746604195160681
Position 1605: 0.00046636919605617537
Position 1443: 0.00041555784336359326
Position 1464: 0.00039310178723991836
Position 109: 0.0003661003944533901
Position 2415: 0.00034421417854978045
Position 2039: 0.0003079767148738516
Position 2418: 0.000297188329535666
Position 2427: 0.00028499602361303756
Position 376: 0.00026752917326339595
Position 1751: 0.000235349796455501
Position 604: 0.00020697664086531545
Position 369: 0.00020375150402448307
Position 121: 0.0001912236976750325
Position 763: 0.0001013954011403583
Position 2527: 8.346538446172393e-05
Position 1451: 7.722406889964234e-05
Position 783: 6.533355232481611e-05
Position 1461: 6.414757346983982e-05
Position 923: 6.343754301624315e-05
Position 387: 5.554293126827267e-05
Position 2534: 5.0027750374307985e-05
Position 2409: 4.380678549302355e-05
Position 2394: 3.48105297769401e-05
Position 2790: 2.6157312255224665e-05
Position 1404: 2.5055482091173124e-05
Position 2297: 2.3727230108478836e-05
Position 1417: 2.2167575453512207e-05
Position 385: 1.8890084427441506e-05
Position 2227: 1.5526852236093725e-05
Position 366: 1.4479046266066471e-05
Position 621: 1.4053660561525076e-05
Position 538: 1.2717159361912024e-05
Position 417: 1.003047261626401e-05
Position 46: 8.373397902723145e-06
Position 42: 8.007015601390434e-06
Position 2202: 7.999689376879896e-06
Position 1539: 7.535695319196192e-06
Position 663: 7.295585630483126e-06
Position 1576: 6.6625525421490324e-06
Position 142: 6.6594969012374505e-06
Position 737: 6.5393218252148195e-06
Position 1567: 5.256878810110262e-06
Position 2357: 4.64268492774314e-06
Position 2480: 3.7905691133592477e-06
Position 2602: 3.7619625483961745e-06
Position 2321: 3.5465004850630305e-06
Position 1243: 2.6525991680117684e-06
Position 453: 2.599803709969931e-06
Position 2314: 1.9661948651593216e-06
Position 136: 1.6244320368288196e-06
Position 169: 1.4309094981387932e-06
Position 2391: 1.3956182276038108e-06
Position 2810: 1.3723522526126771e-06
