Gene = pim
index = 1837
Annotated 5SS: [150 537]
Annotated 3SS: [212 599]
SMsplice 5SS: [150 537]
SMsplice 3SS: [212 599]
top_k =  1000
Partition function (log Z): 1.5042217944626493

Sorted 5' Splice Sites (High to Low Probability):
Position 150: 0.9938468980433735
Position 537: 0.9930139070676095
Position 418: 0.07704253682198009
Position 273: 0.01268506770406128
Position 413: 0.011484880584860836
Position 888: 0.0018564794297631633
Position 164: 0.001806827775258072
Position 824: 0.001499743394251295
Position 345: 0.001012468092588988
Position 541: 0.0006338350632258637
Position 287: 0.00045867824504698614
Position 392: 0.00029001391802195255
Position 865: 0.00021625387600507774
Position 254: 0.00014746650254845897
Position 961: 0.00014107489041933834
Position 516: 9.093569902887291e-05
Position 850: 4.7360674612505046e-05
Position 181: 3.587326362300195e-05
Position 389: 2.274258878791145e-05
Position 896: 1.685654393628194e-05
Position 868: 1.5999158504643557e-05
Position 154: 1.3171924503885205e-05
Position 14: 1.217336306094293e-05
Position 842: 9.701805773548256e-06
Position 185: 8.147529674948916e-06
Position 348: 7.889373169742654e-06
Position 616: 4.913163142097383e-06
Position 452: 4.304512828955639e-06
Position 984: 8.824505234592844e-07
Position 175: 6.639057797094707e-07
Position 239: 6.122698136588484e-07
Position 484: 5.070977909990402e-07
Position 476: 4.743255839083128e-07
Position 473: 3.6627813133091594e-07
Position 576: 2.179613046287267e-07
Position 316: 2.0275275885363746e-07
Position 965: 1.6327682524228037e-07
Position 940: 1.161906313914134e-07
Position 922: 1.1458202979766758e-07
Position 23: 1.0731174563070513e-07
Position 212: 4.838103703445506e-08
Position 602: 4.376144460367672e-08
Position 179: 3.810415302283647e-08
Position 1019: 3.531203691977181e-08
Position 1022: 2.8119468109127032e-08
Position 588: 1.3843550227743425e-08
Position 585: 6.471963967778296e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 212: 0.9945082301721075
Position 599: 0.9924178534030914
Position 471: 0.08783869531967628
Position 324: 0.0078152211823917
Position 343: 0.004827548443978985
Position 952: 0.0019326130512361686
Position 883: 0.001737210700182666
Position 608: 0.0011826486854891168
Position 585: 0.001078596254882515
Position 262: 0.0006482595230491443
Position 348: 0.00041198600135369627
Position 399: 0.00032810433046185944
Position 699: 0.0002032879105082606
Position 218: 0.00018786619281875675
Position 1019: 0.0001370412064341605
Position 1022: 0.00013515535480338288
Position 887: 0.0001180870253399836
Position 716: 0.00011304575802489353
Position 373: 9.024762404552164e-05
Position 1051: 8.279868290254124e-05
Position 749: 6.976935444752109e-05
Position 1028: 6.91759853802862e-05
Position 196: 6.812200133447192e-05
Position 432: 6.644563327100942e-05
Position 932: 6.527214487023333e-05
Position 868: 5.632636266953227e-05
Position 396: 5.1129359605346976e-05
Position 835: 4.62655152967689e-05
Position 961: 4.121414309091506e-05
Position 531: 3.6721263665095104e-05
Position 511: 1.5555583435191245e-05
Position 629: 1.1371652696786948e-05
Position 523: 8.354806810390156e-06
Position 1041: 8.118097948723851e-06
Position 473: 4.7638238580519155e-06
Position 417: 3.67469334705327e-06
Position 358: 2.575420675091479e-06
Position 1086: 2.5533977169179747e-06
Position 641: 2.2478294623801774e-06
Position 610: 1.5264802240937178e-06
Position 65: 1.4977387648633225e-06
Position 934: 8.08151532245419e-07
Position 850: 7.104284514891615e-07
Position 239: 6.994011675851244e-07
Position 118: 4.798305640803727e-07
Position 815: 4.623727127338277e-07
Position 767: 2.5131771819092767e-07
Position 535: 1.9093760147031284e-07
Position 163: 2.098920443556108e-08
Position 413: 1.573363977269932e-08
Position 409: 1.0408968328716398e-08
Position 185: 5.930880067531606e-09
Position 130: 3.255417543116576e-09
Position 154: 1.2978008118998855e-10
