Gene = sowah
index = 1885
Annotated 5SS: [  231  1004  7644 24058 27140 28224 31255 31361 32153 32921 33993]
Annotated 3SS: [  341  7502 24045 27136 28220 31164 31354 32079 32395 33965 34053]
SMsplice 5SS: [  231  1004  7644 31255 32153 32486 33993]
SMsplice 3SS: [  341  7502 31164 32079 32395 33965 34053]
top_k =  1000
Partition function (log Z): 6.551226980641321

Sorted 5' Splice Sites (High to Low Probability):
Position 231: 0.9888675788604806
Position 33993: 0.9728355660272189
Position 7644: 0.9278632634932931
Position 32153: 0.90452474824781
Position 1004: 0.844705701048127
Position 32486: 0.8331814277337811
Position 31255: 0.7737320934278487
Position 20972: 0.2903587731819635
Position 31361: 0.2233975225066628
Position 21261: 0.18749102927606062
Position 33782: 0.17513058403399023
Position 4793: 0.07752135274677772
Position 7615: 0.06756117651761107
Position 2012: 0.06487305385897163
Position 32921: 0.04412990480076961
Position 1841: 0.034282567706179316
Position 1731: 0.03203274405379719
Position 24058: 0.02808933657290833
Position 34486: 0.026226532159979554
Position 32896: 0.025116627830602915
Position 22081: 0.02317457383804874
Position 170: 0.019716405535771767
Position 33551: 0.019289520964178
Position 31892: 0.0189310542532049
Position 32114: 0.015469325757060623
Position 31995: 0.014257877340334645
Position 32978: 0.012626889415309383
Position 3778: 0.011565906728725952
Position 14874: 0.011210445804103126
Position 26168: 0.011071906513068986
Position 7214: 0.011030271602463533
Position 22085: 0.010958112463653294
Position 34261: 0.010882172344315268
Position 10988: 0.01002087478366655
Position 1975: 0.009813571725421062
Position 31989: 0.009766474583241867
Position 6971: 0.009555755387533577
Position 2271: 0.00954401277671323
Position 31873: 0.008492795861057905
Position 32692: 0.007701544817734796
Position 2920: 0.007655597793516485
Position 33440: 0.0069252297400847415
Position 32490: 0.0068867166974514804
Position 1307: 0.006862431140775706
Position 31365: 0.006016129519349153
Position 33180: 0.005649201343338744
Position 32867: 0.005409357570180589
Position 1967: 0.0052447945519783195
Position 20987: 0.005211527112686093
Position 3668: 0.005207812723386527
Position 1120: 0.005204460454846872
Position 21206: 0.005090791483559084
Position 24346: 0.005088332281657812
Position 24916: 0.004921741228769068
Position 32207: 0.00485111376693496
Position 6468: 0.004371187116988791
Position 7210: 0.004198320601305494
Position 31713: 0.003948897996913427
Position 4563: 0.0038503368996375036
Position 33444: 0.003796202862335195
Position 637: 0.0036532913810469517
Position 1213: 0.0033430702714675286
