Gene = VhaSFD
index = 1595
Annotated 5SS: [ 197  817 2968 3595 3769]
Annotated 3SS: [ 337 2832 3031 3654 3928]
SMsplice 5SS: [ 259  817 2968 3595 3769]
SMsplice 3SS: [ 337 2832 3031 3654 3928]
top_k =  1000
Partition function (log Z): 11.449428470965852

Sorted 5' Splice Sites (High to Low Probability):
Position 2968: 0.999879178219779
Position 3595: 0.9941353369585479
Position 3769: 0.9083006610613912
Position 817: 0.8727541130587715
Position 259: 0.4304145997629727
Position 197: 0.3812862780392507
Position 2520: 0.28951603588601227
Position 2598: 0.09735678053064482
Position 2692: 0.0766603812705905
Position 3758: 0.0690420865058238
Position 508: 0.02932645064001997
Position 1935: 0.02394720741759377
Position 263: 0.022265050611953885
Position 1924: 0.01578954864063841
Position 4008: 0.013954404892294364
Position 2377: 0.007157005998000019
Position 511: 0.0069796134122491246
Position 836: 0.00614386159066496
Position 274: 0.005268297456236531
Position 1884: 0.005163954273597216
Position 2487: 0.005083496830181916
Position 3773: 0.00488853266220802
Position 3565: 0.004782822031621624
Position 1379: 0.0046123051750978404
Position 255: 0.003954381694128293
Position 4011: 0.003597264385836386
Position 4099: 0.00343143709591443
Position 4304: 0.003355880497294418
Position 3158: 0.0030552923648528457
Position 3979: 0.0029699223448386826
Position 2252: 0.0026510255931489935
Position 2364: 0.002435625029184112
Position 2542: 0.0019785422585725694
Position 4184: 0.0018311596695693062
Position 662: 0.001687636197781768
Position 2605: 0.0016808693212175825
Position 1926: 0.001641995643751036
Position 3719: 0.001615250639121709
Position 1067: 0.0014927633812733823
Position 249: 0.0014391895822209663
Position 4783: 0.0011325308358100749
Position 2260: 0.0011249673184706623
Position 4545: 0.0011162991920943015
Position 471: 0.0010526768869039782
Position 2705: 0.0010046286178634436
Position 4157: 0.0009803394769360044
Position 4530: 0.0009029974941349413
Position 1536: 0.0008386714184075863
Position 1709: 0.0008335198142744711
Position 3825: 0.0008329535324402131
Position 843: 0.0008214234062734409
Position 564: 0.0007849702327078138
Position 3257: 0.0007669986755859504
Position 267: 0.0006486659011129571
Position 3320: 0.0006221633175168165
Position 1044: 0.0005993467300030328
Position 1440: 0.0005288898389179114
Position 265: 0.0005148501642673186
Position 2656: 0.00044808791675498996
Position 2685: 0.00044636738401277886
Position 3830: 0.00044100280550975023
Position 2536: 0.00042254684600226053
Position 1897: 0.0004170703060054786
Position 3599: 0.000398415480020399
Position 855: 0.00036441172873973124
Position 257: 0.00031912007920129265
Position 3569: 0.00028703172378528435
Position 4252: 0.00020955969511701368
Position 829: 0.0002058688730030509
Position 2285: 0.00019061458496062153
Position 36: 0.00017380694606645639
Position 2514: 0.00016066925311280378
Position 4363: 0.000159707932140804
Position 3325: 0.00015950216813962639
Position 2203: 0.000153210448096723
Position 272: 0.00015286779006108128
