Gene = mEFTs
index = 1761
Annotated 5SS: [ 615 1072]
Annotated 3SS: [ 822 1176]
SMsplice 5SS: [ 615 1072]
SMsplice 3SS: [ 822 1176]
top_k =  1000
Partition function (log Z): 1.3135997617154338

Sorted 5' Splice Sites (High to Low Probability):
Position 1072: 0.9923754553549865
Position 615: 0.9037115536090168
Position 653: 0.050280926319364455
Position 1384: 0.039330503623480124
Position 619: 0.03930342126383416
Position 412: 0.023988885314511873
Position 1392: 0.013782691951075893
Position 1096: 0.002789550634645509
Position 999: 0.0021970886963675064
Position 606: 0.001228962023370097
Position 304: 0.0011362724939096493
Position 730: 0.0010704253328439378
Position 648: 0.0008115421647923245
Position 1327: 0.000711215946321468
Position 1405: 0.00042776155308757257
Position 633: 0.00032643387940605275
Position 1121: 0.00024482091399855683
Position 47: 0.00015531015290548575
Position 30: 0.0001448931776234641
Position 220: 0.00010968563243887578
Position 452: 9.055118466694769e-05
Position 60: 8.718340917983273e-05
Position 1357: 7.236000465686295e-05
Position 905: 4.587919573204221e-05
Position 880: 4.310247032239178e-05
Position 946: 4.168928424942607e-05
Position 1585: 4.152967598157354e-05
Position 766: 3.980832105708336e-05
Position 622: 3.925673609706927e-05
Position 256: 2.9583005520483503e-05
Position 1296: 1.1223032516374053e-05
Position 973: 1.0512483104126612e-05
Position 526: 8.227721390771267e-06
Position 1025: 7.91499319237684e-06
Position 1065: 4.244346799281901e-06
Position 259: 2.492189663598748e-06
Position 1012: 2.2028806654113346e-06
Position 1023: 1.6825803142407153e-06
Position 336: 1.6134635302174418e-06
Position 130: 1.1758634863163962e-06
Position 1724: 1.1379359769982025e-06
Position 1471: 1.0751428614818788e-06
Position 1003: 9.539683579489335e-07
Position 916: 8.803016634951095e-07
Position 511: 8.282229618585102e-07
Position 1766: 6.170813537615576e-07
Position 127: 5.804259785360785e-07
Position 864: 5.55430510757677e-07
Position 1443: 4.738750557569186e-07
Position 1641: 4.2352713000845413e-07
Position 1741: 3.3635127658680615e-07
Position 1542: 3.082979590331458e-07
Position 831: 1.2629216262864896e-07
Position 1560: 5.051327926871967e-08
Position 1621: 2.5043115349042632e-08
Position 1230: 6.512989923219586e-10
Position 783: 3.296332073196302e-10
Position 1161: 2.5118310762968902e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 822: 0.9974229692661184
Position 1176: 0.969502379287449
Position 1464: 0.03997842365727225
Position 485: 0.02342760146869361
