Gene = Ggamma30A
index = 1187
Annotated 5SS: [  252   644 16045]
Annotated 3SS: [  329 15902 34492]
SMsplice 5SS: [  644 35124]
SMsplice 3SS: [34492 45680]
top_k =  1000
Partition function (log Z): -29.00060177865362

Sorted 5' Splice Sites (High to Low Probability):
Position 644: 0.7253614029681853
Position 16045: 0.6136010760364438
Position 134: 0.1847943384473226
Position 560: 0.06559726041606302
Position 554: 0.0509491394670922
Position 2170: 0.027879194132097124
Position 89: 0.007867144923475483
Position 150: 0.0036768745488873636
Position 252: 0.003438488454676701
Position 280: 0.002526337489935332
Position 969: 0.0009669793575932077
Position 454: 0.0007360351642082099
Position 977: 0.0004789583438267387
Position 410: 0.00034468284160113006
Position 752: 0.0002514969135487785
Position 1220: 0.00023571075244610312
Position 1225: 0.00022977221741291408
Position 274: 0.00015790342138106745
Position 144: 0.00015457070143715137
Position 954: 0.00015403022872205802
Position 138: 0.00014932949180056974
Position 756: 0.0001070123295700105
Position 735: 9.914832812080146e-05
Position 220: 7.470432070751277e-05
Position 851: 6.383594168013442e-05
Position 893: 5.4480824038090734e-05
Position 1420: 4.521040877141559e-05
Position 1462: 4.3987904917085815e-05
Position 503: 3.805130692522752e-05
Position 414: 2.7105160796261186e-05
Position 1468: 2.6364818691322997e-05
Position 329: 2.36831170462628e-05
Position 766: 2.026410118744272e-05
Position 1200: 1.2857602691865169e-05
Position 809: 1.2813826140829987e-05
Position 574: 1.2248298770474508e-05
Position 12: 1.0990670509672587e-05
Position 1587: 1.0684273908807345e-05
Position 1578: 9.130884747247217e-06
Position 952: 8.472549333695241e-06
Position 228: 7.462829377121108e-06
Position 1266: 6.01434485458859e-06
Position 1400: 5.248916464191673e-06
Position 244: 4.937824571417487e-06
Position 823: 4.656459405095568e-06
Position 205: 4.150568525379001e-06
Position 873: 3.812176426279754e-06
Position 1454: 3.808198604991946e-06
Position 1257: 3.0653206894967815e-06
Position 179: 3.053631809917873e-06
Position 256: 2.9883748506212526e-06
Position 578: 2.725598525618633e-06
Position 888: 2.493365258472853e-06
Position 741: 2.2452271243998447e-06
Position 779: 1.908843212446871e-06
Position 758: 1.8621912299125268e-06
Position 258: 1.7992202354880137e-06
Position 1115: 1.7674769683908285e-06
Position 722: 1.7285655465014234e-06
Position 1122: 1.7031105115387205e-06
Position 558: 9.077392714441842e-07
Position 564: 8.881226075189961e-07
Position 5: 1.2875876929400474e-07
Position 22: 8.150372552404369e-08
Position 17090: 9.786816474504667e-10
Position 16933: 4.5178154740734867e-10
Position 16690: 3.8667064123879993e-10
Position 17728: 1.1069672364713596e-10
Position 16198: 2.2139538340482577e-11
Position 16473: 1.5935353144465153e-11
Position 11483: 8.369573042589601e-13
Position 13447: 3.771376102396891e-13
Position 10199: 3.751595779830568e-13
Position 10671: 2.1037318891926196e-13
Position 5071: 7.797091816251049e-14
Position 3640: 5.990233267266514e-14
Position 10074: 2.461777054981998e-14
Position 10079: 1.0422856541187499e-14
Position 3023: 9.253756874624595e-16
