Gene = fmt
index = 1703
Annotated 5SS: [ 121  504  770 1149 1524 1725 1899 2533 2653 3764]
Annotated 3SS: [ 343  569  823 1209 1585 1779 1958 2587 2710 3937]
SMsplice 5SS: [ 121  504  770 1149 1524 1725 1899 2533 2653 3004 3764]
SMsplice 3SS: [ 343  569  823 1209 1585 1779 1958 2587 2710 3075 3952]
top_k =  1000
Partition function (log Z): 21.768382571805954

Sorted 5' Splice Sites (High to Low Probability):
Position 2533: 0.9992018802127197
Position 1899: 0.9988096048996256
Position 1524: 0.9984492143699704
Position 1149: 0.9847241560191474
Position 2653: 0.9820226172738772
Position 504: 0.9174580983767315
Position 3764: 0.9089200619280422
Position 1725: 0.9075314279923646
Position 770: 0.6357544631679585
Position 121: 0.611309487461317
Position 3004: 0.4811191174471625
Position 754: 0.3056207216616966
Position 2052: 0.2610311566334042
Position 4137: 0.19337066415876056
Position 4982: 0.17177176801642438
Position 3264: 0.08529232898369475
Position 3000: 0.08091345355291066
Position 3788: 0.04406831948385917
Position 2152: 0.020448589684092557
Position 94: 0.01882921080536355
Position 281: 0.017583651279352127
Position 253: 0.016595274951905017
Position 3753: 0.015488305720861854
Position 4164: 0.015132859885205357
Position 3014: 0.012934166351995104
Position 908: 0.009753434650142126
Position 3784: 0.00954123761361038
Position 3031: 0.00900579692045404
Position 881: 0.007367503913665443
Position 2059: 0.006647938221306204
Position 203: 0.005678001541946212
Position 3432: 0.0047759824914821065
Position 294: 0.004555300424916326
Position 4814: 0.0043668378967250746
Position 3024: 0.00412980576764448
Position 2104: 0.004027657198052021
Position 5663: 0.003695329463047376
Position 276: 0.003100428608536395
Position 198: 0.002725263964765786
Position 2844: 0.0023651306493268245
Position 5552: 0.0023101922164855074
Position 3034: 0.0023018730550645903
Position 431: 0.002266079267012068
Position 266: 0.0022498866291502492
Position 4683: 0.0015942007295201496
Position 287: 0.0015883814553608539
Position 3358: 0.001315002848417433
Position 1019: 0.0012075963320771382
Position 730: 0.0012032000456842706
Position 3792: 0.00100762343959389
Position 3382: 0.0010040002943539222
Position 127: 0.0009821734392539334
Position 508: 0.0009178682334692864
Position 125: 0.0008554029096784359
Position 2951: 0.0007405999777939942
Position 5195: 0.0006329744216478175
Position 983: 0.0005781900206926854
Position 2056: 0.0005779250666019896
Position 4: 0.0005678770957165723
Position 292: 0.0005484212363593793
Position 3871: 0.0005470395498952909
Position 52: 0.0005388158713028958
Position 1671: 0.0004886530115892574
Position 2898: 0.0004571739877209099
Position 2216: 0.0004052826066193697
Position 55: 0.0003636286701447589
Position 2657: 0.00029468111172162266
Position 108: 0.0002823241873500065
Position 285: 0.00027643379788692713
Position 4875: 0.00026059625232047927
Position 1662: 0.000256298060793192
Position 64: 0.00025538500511062114
Position 1120: 0.00023691473696138267
Position 2537: 0.0002211725741398032
Position 82: 0.00022094183452130037
Position 3691: 0.00021814344669942708
Position 1256: 0.00020955928870674517
Position 201: 0.0002087753378578216
Position 2347: 0.00018556731730884023
Position 989: 0.00017614686872311072
Position 359: 0.00017581881304954466
Position 681: 0.0001657278974495888
Position 2806: 0.0001641260175126739
Position 666: 0.00016318949661988454
Position 209: 0.00015431063060669236
Position 35: 0.00015325844461540076
Position 3157: 0.0001494106457080725
Position 1438: 0.0001374840856028225
Position 3768: 0.0001069476364029238
Position 1528: 0.00010354287864497003
Position 2782: 0.00010352590090917691
Position 4053: 0.00010310857108332004
Position 722: 9.435735081148847e-05
Position 2830: 9.389448306285388e-05
Position 1903: 8.156956504707864e-05
Position 1492: 7.886544236968819e-05
Position 1489: 6.65229609623761e-05
Position 1057: 6.354094449428796e-05
Position 348: 6.344982220593614e-05
Position 926: 5.7080780213888785e-05
Position 2993: 5.6574558406734905e-05
Position 4497: 5.49636140402274e-05
Position 335: 5.3239646979256407e-05
Position 264: 4.818852937161151e-05
Position 3370: 4.6370377894426876e-05
Position 2173: 3.180142749633868e-05
Position 2861: 2.563463084671043e-05
Position 2432: 2.5327291037615967e-05
Position 2425: 2.34862368705508e-05
Position 714: 2.3156672730813594e-05
Position 642: 2.227613040795504e-05
Position 2166: 2.004440480711932e-05
Position 1540: 1.6934104844880266e-05
Position 1431: 1.6418079376151096e-05
Position 658: 1.4947297426763575e-05
Position 2420: 1.4405586173282034e-05
Position 2076: 1.2977609121733275e-05
Position 1231: 1.2874319309743032e-05
Position 1698: 1.2566190995831548e-05
Position 2725: 1.253157352478849e-05
Position 1359: 1.2274760007147837e-05
Position 4809: 1.1208024612057741e-05
Position 3533: 1.0206220671044465e-05
Position 2272: 1.0150448557363336e-05
Position 1165: 9.750106728561632e-06
Position 435: 8.40752788192931e-06
Position 3800: 7.895548888885528e-06
Position 3865: 7.719595113676932e-06
Position 1843: 7.377140611010092e-06
Position 1325: 6.890536801715134e-06
Position 1153: 6.886979916737575e-06
Position 1001: 6.719327499799743e-06
Position 3591: 5.846823124897061e-06
Position 749: 5.2292416406812696e-06
Position 3612: 4.030073919257666e-06
Position 2254: 3.5759279236164796e-06
Position 1650: 3.4140728442624928e-06
Position 460: 3.288889953495561e-06
Position 676: 3.281510010040906e-06
Position 2698: 3.0606766956012062e-06
Position 944: 3.0115813588833703e-06
Position 532: 2.8994386195167144e-06
Position 1974: 2.523300027396847e-06
Position 3594: 2.269814333366636e-06
Position 1776: 2.217434974299365e-06
