Gene = ecd
index = 1690
Annotated 5SS: [362]
Annotated 3SS: [434]
SMsplice 5SS: [362]
SMsplice 3SS: [434]
top_k =  1000
Partition function (log Z): -10.325977075446623

Sorted 5' Splice Sites (High to Low Probability):
Position 362: 0.9299968482466903
Position 232: 0.03639056730231776
Position 554: 0.01695919258603967
Position 1866: 0.010716793373361342
Position 375: 0.00917731834026274
Position 1004: 0.008696422793966206
Position 292: 0.007974885403288154
Position 650: 0.007138650249898295
Position 732: 0.0057169372826626095
Position 496: 0.004455606150017473
Position 169: 0.004098061892035466
Position 138: 0.002574474574097022
Position 2063: 0.002217344558605564
Position 628: 0.0011992191735915013
Position 616: 0.00070071344346965
Position 1697: 0.0006284866847997491
Position 1307: 0.0005078612207111022
Position 845: 0.0005053660960804291
Position 654: 0.000495194232982739
Position 754: 0.00046199526885179395
Position 778: 0.00029059889201647033
Position 911: 0.00025695017259378365
Position 111: 0.000192427351033751
Position 1896: 0.00017057706130396135
Position 781: 0.00016476069144258853
Position 992: 0.00013545668660737374
Position 1796: 0.00011833870522375815
Position 1024: 9.253828461869377e-05
Position 1674: 6.54544089873082e-05
Position 641: 3.792710192436637e-05
Position 1020: 2.8923312516727822e-05
Position 1309: 2.7962284514194452e-05
Position 1456: 1.9858635654579996e-05
Position 133: 1.7780822901795156e-05
Position 493: 1.6148793102407247e-05
Position 392: 1.2964902257655661e-05
Position 243: 1.2492524861237488e-05
Position 1775: 1.0783614631174491e-05
Position 725: 9.759952805584256e-06
Position 461: 9.335289259359972e-06
Position 1332: 6.9390420323949655e-06
Position 528: 4.084893487673304e-06
Position 657: 3.639812036166656e-06
Position 500: 3.1479303294641827e-06
Position 115: 1.8083581876365111e-06
Position 1178: 2.4162199913935276e-07
Position 1008: 1.9559808563416006e-07
Position 503: 1.2767395625912952e-07
Position 574: 7.64456214117845e-08
Position 17: 6.136656879848133e-08
Position 805: 3.578333918395534e-08
Position 24: 2.9095371871486943e-08
Position 279: 1.56706202186315e-08
Position 26: 2.0344551161499646e-09
Position 264: 6.420609585722524e-10
Position 423: 7.686111107456583e-11
Position 1048: 8.515324229879684e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 434: 0.842405292697951
Position 844: 0.10334221933958072
Position 1918: 0.03074808115513058
Position 1939: 0.02524385262570499
Position 2139: 0.009125007112278266
Position 291: 0.006783766332574164
Position 769: 0.005707604029649539
Position 2104: 0.0036684723131274826
Position 1048: 0.00357551963113035
Position 915: 0.002322300809323162
Position 1045: 0.0019742844076909806
Position 1388: 0.001615110365579987
Position 1495: 0.0014746903024326849
Position 207: 0.0014605707384548472
Position 486: 0.001431867887539924
Position 1135: 0.0012709223571689317
Position 1063: 0.0012562913461667733
Position 285: 0.0008019315771034251
Position 1750: 0.000763507279982768
Position 2117: 0.0007164078981566537
Position 236: 0.0007145203552846222
Position 1327: 0.0006929746273585339
Position 520: 0.0006713156723739714
Position 889: 0.0006427227623034721
Position 874: 0.0004995507918373697
Position 1666: 0.0003773587496237358
Position 250: 0.0002669108521140417
Position 811: 0.00020454297899240575
Position 1889: 0.00019847693805819568
Position 637: 0.00015774483642868093
Position 886: 0.00015366721950716645
Position 1682: 0.00014880691230206514
Position 1343: 0.0001409472179401263
Position 1192: 0.00013145857616054594
Position 1564: 0.00012224734633895716
Position 1960: 0.00011619501528128884
Position 667: 0.00011441298050952451
Position 693: 0.00011373353733312898
Position 279: 0.00010371429317936764
Position 1580: 9.743329832079787e-05
Position 676: 8.501860332051024e-05
Position 1516: 8.074266127763268e-05
Position 1467: 7.431382949860178e-05
Position 864: 7.190024122808102e-05
Position 174: 6.651264708600478e-05
Position 1174: 6.272441101565046e-05
Position 1435: 5.741732568797966e-05
Position 2091: 5.513661758509027e-05
Position 1114: 5.02850939396282e-05
Position 387: 3.786467324348387e-05
Position 1588: 3.780136686091878e-05
Position 802: 3.0155526722856573e-05
Position 1993: 2.978234339460604e-05
Position 805: 2.095011235099483e-05
Position 1350: 2.0209630662231577e-05
Position 1936: 1.9927817299537937e-05
Position 690: 1.9828536496214476e-05
Position 257: 1.873793753753621e-05
Position 156: 1.8362815610993353e-05
Position 778: 1.573575237695626e-05
Position 1723: 1.373228876482874e-05
Position 2008: 1.1976570325274854e-05
Position 982: 1.107349424612053e-05
Position 273: 8.515156251876947e-06
Position 894: 6.807591857096127e-06
Position 1198: 6.787563705262395e-06
Position 1513: 6.2876720255362926e-06
Position 1279: 5.786309272427123e-06
Position 243: 5.775621208470164e-06
Position 589: 3.7822975315742073e-06
Position 820: 3.2032038330473626e-06
Position 949: 3.141236682958601e-06
Position 574: 3.03868720688322e-06
Position 2221: 2.903779032821625e-06
Position 351: 1.7305395150991353e-07
Position 312: 1.6815245646290506e-07
Position 219: 1.5511672280826726e-07
Position 180: 1.4786304891431282e-07
Position 296: 3.301266930393951e-08
Position 61: 1.750919462713485e-08
Position 97: 1.0081731443291488e-08
Position 348: 9.264135181195072e-09
Position 493: 4.106567480690906e-09
Position 345: 3.0245414933420837e-09
Position 73: 2.2892322905331523e-09
Position 101: 2.2785805406051783e-09
Position 64: 1.2689248054818867e-09
Position 330: 1.137673021275318e-09
Position 315: 7.898628735070283e-10
Position 123: 6.878624505572373e-10
Position 90: 1.2363721270610346e-10
Position 80: 4.3701488079361215e-11
Position 126: 1.8807161038676988e-11
Position 634: 4.551759351940254e-12
Position 67: 2.321110609790154e-12
Position 111: 9.398105675395473e-13
Position 252: 5.487086145466858e-13
Position 333: 5.044541127455154e-13
Position 86: 1.122197084431789e-13
Position 138: 8.793496199835682e-14
Position 558: 3.1044196074271085e-14
