Gene = comm3
index = 1654
Annotated 5SS: [13581 15865]
Annotated 3SS: [14957 33739]
SMsplice 5SS: [563]
SMsplice 3SS: [33739]
top_k =  1000
Partition function (log Z): -12.760802487906869

Sorted 5' Splice Sites (High to Low Probability):
Position 563: 0.9991142596409246
Position 8835: 0.172286526221487
Position 792: 0.09142167253674721
Position 1868: 0.06114012059018186
Position 8110: 0.007560661416556309
Position 2720: 0.003771835844915327
Position 768: 0.0036358332358831075
Position 5193: 0.00340533390596222
Position 1330: 0.002995853384272963
Position 1872: 0.002007753440190468
Position 57: 0.0018489551590904988
Position 7099: 0.0014624010391233499
Position 6423: 0.001369473390215143
Position 4793: 0.0010670903336482888
Position 8245: 0.0008919284053802091
Position 8135: 0.0008894279427668962
Position 8614: 0.0007447236720968933
Position 7101: 0.000660192008426317
Position 7110: 0.0005406167988638571
Position 95: 0.0004650853778625043
Position 128: 0.00032359576380856396
Position 163: 0.0002554010203417973
Position 80: 0.00017589965169583071
Position 100: 0.0001476390312197457
Position 132: 1.7161220819654473e-05
Position 6431: 1.0626793938051939e-05
Position 6549: 9.656951964871133e-06
Position 518: 8.399579429037058e-06
Position 322: 4.9590462848261215e-06
Position 576: 3.499588059700344e-06
Position 5168: 3.3131648820514003e-06
Position 992: 2.9222852817325885e-06
Position 6195: 2.579198674041439e-06
Position 5597: 2.304863365378994e-06
Position 2836: 2.138785328146679e-06
Position 1622: 1.9662513631292144e-06
Position 5588: 1.8313903041005629e-06
Position 6492: 1.7782323349518174e-06
Position 448: 1.7614615985111044e-06
Position 178: 1.521028078352301e-06
Position 30: 1.4434874052914045e-06
Position 49: 1.0476096404742516e-06
Position 3: 1.0464715790851401e-06
Position 61: 7.86850689777814e-07
Position 160: 6.265676744379826e-07
Position 206: 5.27218460761758e-07
Position 454: 3.8753165624803957e-07
Position 567: 3.578656458920924e-07
Position 196: 2.3973622931025867e-07
Position 123: 1.949709900493672e-07
Position 169: 1.5745084503920293e-07
Position 167: 1.5362734286936304e-07
Position 35: 1.3280564633706497e-07
Position 1402: 1.1705221578078291e-07
Position 209: 9.188727250025247e-08
Position 199: 7.679035402660834e-08
Position 438: 6.960212012057902e-08
Position 328: 4.5228617583461316e-08
Position 7: 3.340820890173554e-08
Position 15: 3.179694386866312e-08
Position 536: 2.2176355879513617e-08
Position 385: 2.08477531965543e-08
Position 229: 2.0658015610593617e-08
Position 461: 1.4887093903237088e-08
Position 67: 1.1407220830273831e-08
Position 376: 1.0544075245044983e-08
Position 456: 7.515484025835216e-09
Position 443: 4.144253486609613e-09
Position 477: 3.5750586500738724e-09
Position 418: 1.2136700235089034e-09
Position 854: 8.470736165779742e-10
Position 1070: 7.952508365397891e-10
Position 1164: 7.250122649873588e-10
Position 1076: 6.809666730187433e-10
Position 973: 6.601643215515338e-10
Position 985: 6.397376017301886e-10
Position 1088: 5.908933568214417e-10
Position 920: 5.729199863180497e-10
Position 710: 4.5803497873564836e-10
Position 15865: 4.1332140451164836e-10
Position 16436: 1.605344236286555e-10
Position 8981: 1.243553857265262e-10
Position 1337: 3.4451292276973667e-12
Position 2423: 1.7765195758255916e-12
Position 2277: 6.728943506365504e-13
Position 7618: 6.376657044896925e-13
Position 4845: 2.0711732895289963e-13
Position 2104: 2.0426744802248332e-13
Position 9699: 1.8752459968303362e-13
Position 2281: 1.3399517704966071e-13
Position 1646: 1.3293932378851213e-13
