Gene = Alg10
index = 18
Annotated 5SS: [258 786]
Annotated 3SS: [314 849]
SMsplice 5SS: [258 786]
SMsplice 3SS: [314 849]
top_k =  1000
Partition function (log Z): -5.702080724191106

Sorted 5' Splice Sites (High to Low Probability):
Position 258: 0.9558766879509212
Position 786: 0.696773300011931
Position 255: 0.013111986322368707
Position 684: 0.006584909663471467
Position 810: 0.006387536775777096
Position 1572: 0.006259854326577861
Position 765: 0.002873667054935788
Position 421: 0.0015673363958500371
Position 680: 0.0012335668266680734
Position 174: 0.0012230490600236637
Position 518: 0.001203499151495124
Position 801: 0.0011792959115556468
Position 982: 0.0009161493016623028
Position 481: 0.0007723701055156394
Position 390: 0.0007372560671187264
Position 195: 0.0002900747823896527
Position 1079: 0.0002617098574835935
Position 636: 0.0002445903508210798
Position 1297: 0.00023408590259104163
Position 379: 0.00021192250839419552
Position 585: 0.00015824655259056452
Position 314: 0.00015674798107678098
Position 719: 0.00014596742663545214
Position 1153: 0.0001367795854045768
Position 1251: 0.00012117993598733997
Position 796: 0.00010395186004911397
Position 296: 0.0001006014449164122
Position 1159: 7.557458867849166e-05
Position 979: 7.365738848159345e-05
Position 522: 7.010467902173419e-05
Position 971: 5.115602062068025e-05
Position 1018: 4.9363591568654415e-05
Position 1156: 3.832350931633399e-05
Position 723: 3.7525303247704167e-05
Position 945: 2.987530618708153e-05
Position 1177: 2.808731005823844e-05
Position 654: 2.5665743666896725e-05
Position 1575: 2.467950115956243e-05
Position 1010: 2.332125161741609e-05
Position 652: 2.2620799387385147e-05
Position 149: 2.0684241186740797e-05
Position 949: 1.9490721100847818e-05
Position 750: 1.7157620349404534e-05
Position 1245: 1.6980292560811684e-05
Position 995: 1.615339292652666e-05
Position 1083: 1.5753310965000894e-05
Position 1515: 1.5508840754998602e-05
Position 30: 1.0097822497667539e-05
Position 135: 8.800390576566519e-06
Position 678: 7.050593114873176e-06
Position 209: 5.481346600644626e-06
Position 1316: 4.460163177720115e-06
Position 708: 3.644675393319604e-06
Position 1338: 3.1095425794062383e-06
Position 1506: 2.8513874606896345e-06
Position 1254: 2.0060641821456346e-06
Position 1530: 1.5837334574228932e-06
Position 1120: 1.3840135465430566e-06
Position 1454: 1.2043719655117156e-06
Position 838: 1.0074332721298653e-06
Position 144: 5.532491349525393e-07
Position 1513: 3.951252164061588e-07
Position 383: 3.428066917188452e-07
Position 81: 2.3173579109310905e-07
Position 113: 1.9974755877965257e-07
Position 303: 1.5722879955914826e-07
Position 19: 1.3345054245595606e-07
Position 35: 9.777506980688196e-08
Position 593: 2.8810245817643422e-08
Position 915: 2.1530460340013265e-08
Position 5: 4.335017414122664e-09
Position 572: 2.7185283979810933e-09
Position 70: 2.2390659087529342e-09
Position 849: 1.2747430599344853e-11
Position 865: 1.0762310276964289e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 314: 0.9498585838610674
Position 849: 0.7062298774470755
Position 872: 0.010077054158776872
Position 379: 0.009025322610385116
Position 1637: 0.006410745069911635
Position 1355: 0.003723847808546297
Position 611: 0.0027863337092297893
Position 547: 0.0023098631422512105
Position 326: 0.0019633549370127296
Position 617: 0.0014622827952682407
Position 452: 0.0011616430784252177
Position 869: 0.0010331708033237685
Position 1380: 0.0009611532629642775
Position 1099: 0.0006090306848563783
Position 1083: 0.0005093680751598769
Position 224: 0.00045170180356586765
Position 1026: 0.00029537558457290875
Position 614: 0.00022733243866429555
Position 1205: 0.00014214694613710568
Position 1096: 6.407597028849592e-05
Position 303: 5.470104998380351e-05
Position 457: 4.181159362059564e-05
Position 668: 3.686875287564226e-05
Position 1112: 2.172148217018776e-05
Position 412: 2.0261657390842403e-05
Position 652: 1.933300973150341e-05
Position 245: 1.5561842995840233e-05
Position 915: 1.4744782672436857e-05
Position 758: 1.215379997901074e-05
Position 1229: 1.1376938459419258e-05
Position 1562: 1.0287844999146888e-05
Position 1527: 4.7277531828456545e-06
Position 289: 4.5141678854381144e-06
Position 417: 4.11188173006466e-06
Position 420: 3.085448423058113e-06
Position 78: 2.356562525388181e-06
Position 1392: 2.037980095150136e-06
Position 993: 1.9556314561518164e-06
Position 292: 1.7323189144858453e-06
Position 1452: 1.4693727386908499e-06
Position 209: 1.3060170601623725e-06
Position 1010: 1.2737162972285629e-06
Position 1331: 1.0669596278986614e-06
Position 1177: 9.90536650861844e-07
Position 1575: 7.739354393688591e-07
Position 506: 2.427211649966497e-07
Position 93: 1.0193785146284876e-07
Position 783: 1.3731026823187386e-08
Position 403: 8.517682449478103e-09
Position 206: 2.251303286739915e-09
Position 62: 4.335305407430793e-10
Position 266: 2.3574226749201656e-11
