Gene = Adhr
index = 13
Annotated 5SS: [  92  886 1356 2092 2923]
Annotated 3SS: [ 750  950 1425 2517 2973]
SMsplice 5SS: [  92  886 1356 2923]
SMsplice 3SS: [ 226  950 2517 2973]
top_k =  1000
Partition function (log Z): 1.6352894105425615

Sorted 5' Splice Sites (High to Low Probability):
Position 1356: 0.9964004474709912
Position 2923: 0.986499065224265
Position 886: 0.7932193988420133
Position 92: 0.7497740335324257
Position 2092: 0.2908260861980528
Position 1696: 0.1630789745168505
Position 428: 0.10518705120627347
Position 2096: 0.08359152836390184
Position 633: 0.0494625788974056
Position 2187: 0.029459552502598314
Position 325: 0.027456376620999506
Position 672: 0.014490985970101438
Position 182: 0.013389440420892726
Position 1020: 0.01145665472630977
Position 172: 0.010747404982526519
Position 2462: 0.01074146844372984
Position 2068: 0.00986132830260763
Position 2112: 0.006973493574769213
Position 153: 0.005783197087183195
Position 926: 0.005106744304679166
Position 2417: 0.003312949494066962
Position 1512: 0.003076574584958478
Position 2696: 0.0029886902672515347
Position 2706: 0.0026659353535172935
Position 2656: 0.002493828406414516
Position 2813: 0.001897113813766025
Position 1246: 0.0018015740766415679
Position 627: 0.0014288193452002263
Position 1249: 0.0012624967932529704
Position 514: 0.0010280134574850738
Position 2896: 0.0009429659438991213
Position 2915: 0.0008406575665661102
Position 2170: 0.0007771649781884787
Position 1531: 0.0005891990250376586
Position 1135: 0.0004220581032564159
Position 1998: 0.00038834396864966474
Position 391: 0.0003754185473386032
Position 25: 0.0003171447879916861
Position 654: 0.000290641603234277
Position 1741: 0.000287060450383099
Position 957: 0.0002659470778020658
Position 415: 0.00021192660627488344
Position 1732: 0.00020075752892046507
Position 609: 0.00019104878692372275
Position 193: 0.0001646636275889668
Position 96: 0.00014622237912739628
Position 248: 0.0001434307830170298
Position 3127: 0.00014065699377913577
Position 56: 0.0001135073565514677
Position 814: 0.00010830574053692544
Position 1240: 0.0001021120866900221
Position 329: 9.745646129602144e-05
Position 1662: 8.541148685246316e-05
Position 2383: 7.706199078798636e-05
Position 130: 7.31965831174445e-05
Position 1519: 6.65440859383663e-05
Position 541: 5.4581529029194304e-05
Position 2307: 5.3180941732167185e-05
Position 3207: 5.152532081441438e-05
Position 1492: 4.3470724585310564e-05
Position 1047: 3.978783843121199e-05
Position 1962: 3.86774883864352e-05
Position 3246: 3.214040923789049e-05
Position 937: 2.5871121608917343e-05
Position 295: 2.1895923202043895e-05
Position 370: 2.16084130287408e-05
Position 2879: 2.1267732670405894e-05
Position 845: 1.8548698855993728e-05
Position 35: 1.739066965211831e-05
