Gene = Cyp6a16
index = 1117
Annotated 5SS: [ 508 1127]
Annotated 3SS: [ 563 1717]
SMsplice 5SS: [ 508 1127]
SMsplice 3SS: [ 563 1717]
top_k =  1000
Partition function (log Z): -5.171665131949898

Sorted 5' Splice Sites (High to Low Probability):
Position 1127: 0.683363314113591
Position 508: 0.6338627545173763
Position 1140: 0.23120506328520316
Position 1284: 0.21286584209182874
Position 2547: 0.11353351089772971
Position 681: 0.059942015508599955
Position 513: 0.05878646583274328
Position 777: 0.0472628478891623
Position 2011: 0.038385752717754164
Position 496: 0.03149166638969841
Position 2635: 0.01833066389551251
Position 2005: 0.012099045706418978
Position 1371: 0.007097277784754673
Position 2541: 0.005653598233610325
Position 2080: 0.005618771520903526
Position 1298: 0.005617913732521884
Position 2157: 0.00547211077213091
Position 2441: 0.005230842277782257
Position 2543: 0.004450458487735672
Position 1526: 0.004075911273186651
Position 479: 0.003539177406783758
Position 1623: 0.0034769643355568886
Position 1496: 0.003204559130805867
Position 715: 0.0019287028685185989
Position 1458: 0.0017112243425353112
Position 1333: 0.0014176912957662312
Position 223: 0.000719866216165017
Position 1131: 0.0006419341691088872
Position 501: 0.0005247951826504138
Position 1989: 0.00047049217466597855
Position 688: 0.00032277363972102804
Position 289: 0.00031801644506879926
Position 1259: 0.00030826183068974057
Position 2203: 0.00029185847736204576
Position 1248: 0.00026085651956872166
Position 386: 0.00025257336091369186
Position 1144: 0.00023204334629280647
Position 839: 0.000212225654182838
Position 2802: 0.0001437970072500722
Position 435: 0.00013482115972203624
Position 162: 0.00013217976819934188
Position 1407: 0.00012699555548955786
Position 1253: 0.0001134931626655084
Position 2119: 9.80246716696821e-05
Position 3028: 9.269849308689384e-05
Position 71: 9.156434312639448e-05
Position 280: 7.832626085744904e-05
Position 1276: 7.661631453653279e-05
Position 524: 7.485337271089037e-05
Position 1428: 7.167945743475243e-05
Position 721: 5.6110981688026066e-05
Position 834: 5.0933090326166985e-05
Position 781: 4.977988020742419e-05
Position 1037: 4.9037098326700696e-05
Position 360: 4.317522866326093e-05
Position 1251: 3.916989206124451e-05
Position 943: 3.36835454020209e-05
Position 1168: 3.28897207241256e-05
Position 166: 2.9849046462152537e-05
Position 422: 2.644806699539385e-05
Position 1324: 1.677051645486385e-05
Position 671: 1.3064026683272981e-05
Position 316: 1.212201065334975e-05
Position 3: 1.158158679178691e-05
Position 460: 1.0933631089874857e-05
Position 441: 1.0650663506868529e-05
Position 402: 9.930430838146099e-06
Position 451: 8.45268174592514e-06
Position 612: 8.118556361592765e-06
Position 1872: 7.2737875885797475e-06
Position 1870: 6.35590724920179e-06
