Gene = dsx-c73A
index = 1679
Annotated 5SS: [ 1812 25192 25382 27791]
Annotated 3SS: [25042 25302 27639 27858]
SMsplice 5SS: [  450  1812 25192 25382 27791]
SMsplice 3SS: [ 1580 25042 25256 27639 27858]
top_k =  1000
Partition function (log Z): 2.1481882523401516

Sorted 5' Splice Sites (High to Low Probability):
Position 27791: 0.999811696712202
Position 1812: 0.9936149938414726
Position 25192: 0.9440884512906934
Position 25382: 0.9136545372582303
Position 450: 0.5069433210924995
Position 18024: 0.454822899270238
Position 25813: 0.18471590954337205
Position 13055: 0.16271637373916556
Position 147: 0.1479474593881691
Position 28026: 0.14689638310983574
Position 228: 0.14007115811748255
Position 1308: 0.0969930487171299
Position 13499: 0.09477800699835874
Position 13297: 0.0814316458559762
Position 25722: 0.04097267975059323
Position 17932: 0.03946588344911332
Position 18043: 0.03772761527982346
Position 26017: 0.028398020845458248
Position 26400: 0.02180588881944961
Position 28702: 0.014132524897042274
Position 206: 0.012066872453243508
Position 114: 0.011569034023199467
Position 5742: 0.011551012466587811
Position 27980: 0.011203292050581147
Position 108: 0.011038656654132385
Position 523: 0.010831405437620768
Position 577: 0.010465198701928488
Position 28718: 0.00923622535815023
Position 110: 0.008112679103787272
Position 6448: 0.007891248349197612
Position 1291: 0.006831582907129953
Position 27926: 0.006240601942620498
Position 25991: 0.004836510529671279
Position 25981: 0.004629093626706724
Position 28147: 0.00438346596988018
Position 6753: 0.004205816757896448
Position 28740: 0.004025023952943703
Position 26631: 0.003965117123502863
Position 28730: 0.003937082330955801
Position 6010: 0.0034710014259663044
Position 2121: 0.0034644285240741602
Position 27948: 0.0030074720679848315
Position 7946: 0.002728725506162536
Position 28014: 0.002500940654667162
Position 399: 0.0024248203996992943
Position 28180: 0.001997798027817295
Position 6454: 0.0019030617817284235
Position 996: 0.0017788582755028277
Position 28735: 0.0016521052815016222
Position 5544: 0.0015267939679306877
Position 348: 0.0015129993934730043
Position 736: 0.0014977255189585214
Position 126: 0.0014515224700132636
Position 25640: 0.0014384702792004172
Position 13397: 0.0013953141957263478
Position 118: 0.0013741270934985118
Position 5103: 0.0013227307185691808
Position 14625: 0.001214376331516973
Position 10221: 0.0011951122965830109
Position 1480: 0.0011650655171382026
Position 21: 0.001158992877357867
Position 395: 0.0011458382647855764
Position 2692: 0.0011383797872447398
Position 6604: 0.000954657724324968
Position 28707: 0.0009015713957224674
Position 454: 0.0008302202625696872
Position 13800: 0.0008067132724184044
Position 28144: 0.0008026249925551479
Position 13848: 0.0007762241576568272
Position 1458: 0.0007491099587564439
Position 5167: 0.000738963759182209
Position 28182: 0.000633880421815512
Position 6001: 0.0006223608614946433
Position 28723: 0.0005726612630181951
Position 739: 0.0005247763148769379
Position 973: 0.00044632275038673184
Position 3860: 0.00042326622147456655
Position 13610: 0.00038698067382419554
Position 141: 0.0003783269198954296
Position 1195: 0.0003740827906182025
Position 1063: 0.00037008008667709525
Position 13240: 0.0003177679137797173
Position 561: 0.00028540235625392705
Position 28151: 0.00025644759085465414
Position 353: 0.00024985113872505167
Position 173: 0.0002024572820107017
Position 1477: 0.00020064581039453251
Position 28526: 0.00019368724692448336
Position 27795: 0.00017760871495859948
Position 28157: 0.00017197419715678556
Position 28066: 0.0001700282865214681
Position 6425: 0.00015034938103073884
Position 11: 0.00014907707016874019
Position 286: 0.00014802148357335025
Position 6007: 0.00013946802955016327
Position 1562: 0.0001388963938581978
Position 6433: 0.0001321392439693942
Position 28713: 0.00012830577408236846
Position 28943: 0.00012818987363698252
Position 742: 0.00011176696884362401
Position 7591: 0.00010529163168674027
Position 1327: 9.619982453037574e-05
Position 1266: 8.172591435981564e-05
Position 1297: 8.086044291515409e-05
Position 4552: 7.943155473036924e-05
Position 4107: 7.672531461976201e-05
Position 28: 7.619252046029324e-05
Position 358: 7.615870495506768e-05
Position 28601: 4.619773956164285e-05
Position 5595: 4.2363167232885926e-05
Position 436: 4.071626525668103e-05
Position 4411: 3.994114995517871e-05
Position 1957: 3.977105672965875e-05
Position 599: 3.9469968958796646e-05
Position 124: 3.669749455620706e-05
Position 112: 3.60568307819283e-05
Position 1312: 3.474192319589645e-05
Position 151: 3.21918324797627e-05
Position 4388: 2.9675540907279907e-05
Position 219: 2.9424132953194666e-05
Position 13844: 2.9174840117312152e-05
Position 1496: 2.582374622730311e-05
Position 6971: 2.496339496445991e-05
Position 1107: 2.491227784595281e-05
Position 1303: 2.3493853248872886e-05
Position 2492: 2.173329193221227e-05
Position 2366: 1.7549944472392267e-05
Position 6437: 1.5988176723640015e-05
Position 2341: 1.2551812442973129e-05
Position 28671: 1.2439231265019051e-05
Position 6346: 8.241004325687169e-06
Position 4432: 7.924660637662226e-06
Position 1704: 5.984311772999646e-06
Position 589: 4.797078624200658e-06
Position 5122: 4.404326835515523e-06
Position 4348: 3.3952402784616197e-06
Position 3478: 3.1307926265015743e-06
Position 2508: 2.254279520009799e-06
