Gene = ssp6
index = 1893
Annotated 5SS: [ 624 2560]
Annotated 3SS: [2196 2619]
SMsplice 5SS: [ 624 2560]
SMsplice 3SS: [2196 2619]
top_k =  1000
Partition function (log Z): -4.4061486546834185

Sorted 5' Splice Sites (High to Low Probability):
Position 624: 0.9841398776491723
Position 2560: 0.9622579714693907
Position 2705: 0.45736832023973073
Position 3800: 0.3435559238777616
Position 4117: 0.06968446786367503
Position 2750: 0.061498860785268804
Position 5131: 0.05199813647923418
Position 4548: 0.046820813683147236
Position 5207: 0.03530289591761483
Position 2098: 0.017938522688612877
Position 2530: 0.012454231631655654
Position 2551: 0.010520796994096039
Position 2565: 0.009281793630916055
Position 2095: 0.00862481049746948
Position 2150: 0.008025190640960534
Position 2689: 0.006415483177313514
Position 1494: 0.0061043349182276834
Position 614: 0.005525389867196643
Position 2887: 0.005369506807176289
Position 3337: 0.00535870698260387
Position 4768: 0.005129643334172104
Position 3481: 0.0033589859024769327
Position 232: 0.0027461044846864803
Position 195: 0.0024360607536437163
Position 2012: 0.002204637710443297
Position 2809: 0.0021713471220562467
Position 1775: 0.0020188739071990906
Position 2549: 0.0020093893742740353
Position 3709: 0.001929518331626333
Position 2122: 0.001516198649716243
Position 2276: 0.0013217404059556643
Position 1964: 0.0013177165258469374
Position 426: 0.0012480677550236092
Position 811: 0.0012080164937309887
Position 2402: 0.0011737161284610918
Position 2394: 0.0011489045453750258
Position 1746: 0.0008913977599256126
Position 5222: 0.000842048953175361
Position 2816: 0.00081900129428663
Position 642: 0.0006646849411021071
Position 2000: 0.0006085619816081451
Position 968: 0.0006070465622571687
Position 1543: 0.0005717770533056269
Position 774: 0.0005277321079870495
Position 4611: 0.0004451567756388738
Position 966: 0.0004420197343648252
Position 2724: 0.00040924388682615716
Position 3845: 0.00038521035343859136
Position 281: 0.0003378755260691673
Position 1221: 0.00028866484248586633
Position 189: 0.0002678302769935121
Position 751: 0.0002590043072052315
Position 5297: 0.00024252821630756457
Position 1893: 0.00022140774127085515
Position 238: 0.00019419097538327123
Position 5179: 0.00018609187538820205
Position 244: 0.000184489910167501
Position 2426: 0.00015550802410087906
Position 1599: 0.00014164125650894304
Position 1102: 0.0001334619721237867
Position 174: 0.00013073830972688296
Position 788: 0.00012314728510909637
Position 1934: 0.00011878800755726467
Position 4552: 0.00011727665036480425
Position 3029: 0.00011355996900279549
Position 3154: 0.00010737504139427633
Position 3365: 0.00010687032791813446
Position 4501: 0.00010154578034480875
Position 1779: 0.0001015247582765484
Position 3527: 0.00010102617809016632
Position 4668: 9.997408928330577e-05
Position 3875: 8.987181311989078e-05
Position 1565: 8.205927502160204e-05
Position 373: 8.110597669239954e-05
Position 2437: 7.10094954041426e-05
Position 3256: 6.986928530749014e-05
Position 1014: 6.487151554413578e-05
Position 1984: 5.963998898866344e-05
Position 116: 5.582512804064706e-05
Position 1186: 4.678274103016063e-05
Position 3082: 4.6180491026204175e-05
Position 3312: 4.501116189894426e-05
Position 2310: 4.441509079327523e-05
Position 957: 3.9353772118652524e-05
Position 2709: 3.782790067062234e-05
Position 1585: 3.7156553236989973e-05
Position 1631: 3.38787548015238e-05
Position 575: 3.199649852295508e-05
Position 1085: 3.034947411022115e-05
Position 3014: 3.0016575733976815e-05
Position 994: 2.9828322092116812e-05
Position 1582: 2.806360328609134e-05
Position 3146: 2.7680342971025033e-05
Position 3386: 2.693294591419333e-05
Position 791: 2.4466003748512977e-05
Position 203: 2.302980895280293e-05
Position 634: 2.2730214540245972e-05
Position 1168: 2.2444816660208622e-05
Position 1558: 2.18502527494943e-05
Position 830: 2.1660020996648924e-05
Position 226: 2.0823538999904253e-05
Position 4012: 2.0808222614170883e-05
Position 3661: 2.0646075490930363e-05
Position 533: 1.9003594343140544e-05
Position 6: 1.8600522295367317e-05
Position 1519: 1.7473929672528353e-05
Position 1123: 1.7064211221691502e-05
Position 3725: 1.6437893416951187e-05
Position 827: 1.52781398391869e-05
Position 248: 1.3948240904265086e-05
Position 718: 1.3162817449289811e-05
Position 3722: 1.2926989256014477e-05
Position 2491: 1.2764626134742656e-05
Position 186: 1.2627465871104626e-05
Position 176: 1.2109402266348201e-05
Position 1720: 1.1946436990740235e-05
Position 224: 1.1937464678293185e-05
Position 3776: 1.181370067411284e-05
Position 910: 1.1545445217358574e-05
Position 1260: 1.1462341996035403e-05
Position 817: 1.115466191831415e-05
Position 396: 1.1143675297981423e-05
